ENTITY,SUM,MODEL,STATUS,LOT#,Pre-Lot,OPER,PRODUCT,PACKAGE ID,BOND ID,WIP,IC Q'ty,IN TIME,OUTPLAN,CUST,PIN_PKG,CLOT,JCODE,UPH,LAMILATION,REMARK1,AREA,PM,SETTING OPER,Lot Part Id,Lot Urgent Code,Last Wip Lot,Last Pin Package,Last Cust,Last bd id,Last Part ID,Unnamed: 31,G.UPH,N.UPH,wip_outplan_time,ent_weight
BB766,,UTC2000,RUNNING,R20NVW911,,2200,132X2NV158,30-P0QA0HPF37,ANV132X2C059A,1140,38677,2022/5/16 16:44,2022/5/17 09:56,PHISON,STBGA132G4VT,R20NVW9,,66.3136,,3000M,TA-A17,,2200,1091A06C41,,R18YZBS14,FBGA-96UEI,ZJP,AYZ096EI1002A,1091A07T21,,66.3136,58.9031,2022/5/17 09:56,13140.4
BB767,,UTC2000,RUNNING,R19CDA803,,2200,096ELCD003,EDFJ22FWB000-NL-10H-DP-00,ACD096EL1003A,5960,36731,2022/5/16 18:24,2022/5/18 02:18,ETRON,FBGA96UEL(2),MRG019.11.1,,186.8819,,3000M,TA-A17,,2200,,,R19CDAW01,FBGA96UEL(2),ETRON,ACD096EL1003A,1091A07T41,,186.8819,165.9979,2022/5/18 02:18,33815.28333
BB768,,UTC2000,RUNNING,R19BUA603,,3200,084XUBU007,IS43DR16128A-3DBLI-AS,ABU084XU2001B,1600,11539,2022/5/17 04:37,2022/5/17 19:07,ICSI,STBGA84D4P,CASD503Y1,,110.292,,3000M,TA-A17,,3200,1091A09C21,,R19BUA608,STBGA84D4P,ICSI,ABU084XU2001B,1091A09C21,,112.4627,99.895,2022/5/17 19:07,
BB769,,UTC2000,RUNNING,R20AWC902,,2200,024XJAW020,6140L-24XD08JTFB9Q,AAW024XJ6010B,4074,13354,2022/5/16 21:18,2022/5/17 09:58,MXIC,STBGA24A4L,22E07629,,321.8796,,2000M,TA-A17,,2200,1091A07T41,,R20AWC903,STBGA24A4L,MXIC,AAW024XJ6010B,1091A07T41,,321.8796,285.9096,2022/5/17 09:58,1358
BB770,,UTC2000,RUNNING,R18YZBR16,,2200,096EIYZ001,P3T2GF40CBF-Z{YZ},AYZ096EI1002A,5454,47804,2022/5/15 21:53,2022/5/17 00:55,ZJP,FBGA-96UEI,240347000,,201.151,,3000M,TA-A17,,2200,1091A07T21,,R18YZBR02,FBGA-96UEI,ZJP,AYZ096EI1002A,1091A07T21,,201.151,178.6724,2022/5/17 00:55,681.75
BB771,,UTC2000,RUNNING,R20NVW912,,2200,132X2NV158,30-P0QA0HPF37,ANV132X2C059A,1180,38677,2022/5/16 18:23,2022/5/17 12:10,PHISON,STBGA132G4VT,R20NVW9,,66.3136,,3000M,TA-A12,,2200,1091A06C41,,R18YZBS13,FBGA-96UEI,ZJP,AYZ096EI1002A,1091A07T21,,66.3136,58.9031,2022/5/17 12:10,13140.4
BB772,,UTC2000,RUNNING,R20CDAC07,,2200,054TNCD017,EDCE05FTS000-GC-5G-TR-HP2,ACD054TN1001A,2880,36230,2022/5/17 04:23,2022/5/17 15:36,ETRON,TSOP2-54ME,BTN592.13.1,,256.5663,,3000M,TA-A18,,2200,1091A07T21,,R19CDAK01,FBGA-96UH6B,ETRON,ACD096CA4001B,1091A07T41,,256.5663,227.8951,2022/5/17 15:36,32585.075
BB773,,UTC2000,RUNNING,R19CSJ303,,3200,054TSCS013,7C1408B71CC,ACS054TS1009A,1440,5156,2022/5/17 05:57,2022/5/17 11:05,CYPRESS,TSOP2-54CMES,612212282,,280.9665,,3000M,TA-A18,,3200,1091A08C41,,R19CSJ304,TSOP2-54CMES,CYPRESS,ACS054TS1009A,1091A08C41,,298.4353,265.0851,2022/5/17 11:05,
BB774,,UTC2000,IDLE,,,,,,AAB060EM2001A,,,2022/5/17 06:22,,,,,,,,3000M,TA-A18,,2200,,,R20ABSL01,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,,346.7893,308.0356,,
BB775,,UTC2000,RUNNING,R14BUCJ05,,3200,096EFBU003,IS43TR16512S2DL-XBLI-AS,ABU096EF5001A,2364,12508,2022/5/17 02:23,2022/5/18 15:32,ICSI,FBGAS-96UEF7,MRF075000Y1,,63.6285,,3000M,TA-A18,,3200,1091A07C21,4,R14BUCJ04,FBGAS-96UEF7,ICSI,ABU096EF5001A,1091A07C21,,251.6005,223.4841,2022/5/18 15:32,3072.357143
BB776,,UTC2000,RUNNING,R20AWB324,,2200,048TPAW086,5468ANB-48TG000,AAW048TP1041B,720,34088,2022/5/16 21:14,2022/5/17 07:45,MXIC,TSOP1-48/M2,T1221216,,68.3815,,3000M,TA-A18,,2200,1091A08T41,,R20AWA704,TSOP1-48/M2,MXIC,AAW048TP1041B,1091A08T41,,68.3815,60.7398,2022/5/17 07:45,32020.10714
BB777,,UTC2000,RUNNING,R20ABTJ01,,2200,048TWAB016,UAG045/IG/W29N02GVSIAF,AAB048TW2002A,2160,36090,2022/5/17 05:29,2022/5/17 09:27,WINBOND,TSOP1-48AM,6202KF900,,543.1002,,3000M,TA-A18,,2200,1091A07T21,,R20ABTD01,VFBGA60B4L,WINBOND,AAB060NR1006A,1091A07T21,,543.1002,482.4087,2022/5/17 09:27,4346.72381
BB778,,UTC2000,RUNNING,R14BUCJ01,,3200,096EFBU003,IS43TR16512S2DL-XBLI-AS,ABU096EF5001A,2348,12508,2022/5/14 08:18,2022/5/15 21:13,ICSI,FBGAS-96UEF7,MRF075000Y1,,63.6285,,3000M,TA-A18,,3200,1091A07C21,4,R19SSGL15,STBGA153JAU,HOSIN,ASS153XT3003A,1091A07C41,,251.6005,223.4841,2022/5/15 21:13,3072.357143
BB779,,UTC2000,WAIT-REPAIR,,,,,,AAB060NR2003A,,,2022/5/17 06:01,,,,,EC/RP,,,3000M,TA-A18,,2200,,,R19CDAK01,FBGA-96UH6B,ETRON,ACD096CA4001B,1091A07T41,,282.5718,250.9944,,
BB780,,UTC2000,RUNNING,R80CMRK01,,2200,132X2CM107ENG,SZZZZZZZ0Q-22FLH-00036-EN,ANV132X2A022A,240,240,2022/5/17 06:57,,ENG,STBGA132G4U,R80CMRK,,,,3000M,TA-A18,,2200,,,R07NVG601,STBGA132G4U,PHISON,ANV132X2A022A,1091A08C41,,164.3273,145.9637,,68.57142857
BB781,,UTC2000,RUNNING,R20GJKE01,,2200,252X0GJ004,60078430{XX},AGJ252X02001A,2242,15510,2022/5/16 21:45,2022/5/17 12:26,A-DATA,STBGA252G4V,141723,,152.777,,3000M,TA-A18,,2200,,,R20GJKC03,STBGA252G4V,A-DATA,AGJ252X02001A,1091A07C41,,152.777,135.7042,2022/5/17 12:26,9108
BB782,,UTC2000,RUNNING,R20ABSR06,,2200,060EMAB004,GAA112/LN/W971GG8NB-25,AAB060EM2001A,7424,49022,2022/5/16 21:05,2022/5/17 18:29,WINBOND,FBGA60UEM2-1,6145FR20051,,346.7893,,2000,TA-A18,05/17/2022 MP,2200,1091A07T21,,R20ABSH04,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,,346.7893,308.0356,2022/5/17 18:29,14031.59167
BB783,,UTC2000,RUNNING,R20GJKC12,,2200,252X0GJ004,60078430{XX},AGJ252X02001A,2292,29436,2022/5/17 05:33,2022/5/17 20:34,A-DATA,STBGA252G4V,141723,,152.777,,3000M,TA-A18,05/18/2022 MP,2200,1091A07C41,4,R20GJKB06,STBGA252G4V,A-DATA,AGJ252X02001A,1091A07C41,,152.777,135.7042,2022/5/17 20:34,9108
BB784,,UTC2000,QC,R20ABSR04,,2200,060EMAB004,GAA112/LN/W971GG8NB-25,AAB060EM2001A,7635,49022,,,WINBOND,FBGA60UEM2-1,6145FR20051,,346.7893,,3000M,TA-A18,05/19/2022 MP,2200,1091A07T21,,R20ABSU01,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,,346.7893,308.0356,2022/5/17 10:21,14031.59167
BB785,,UTC2000,SETUP,,,,,,AAB024XW3001A,,,2022/5/17 07:41,2022/5/17 09:41,,,,NPS,,,3000M,TA-A18,05/20/2022 MP,3200,,,R20ABB703,STBGA24D6U,WINBOND,AAB024XW3001A,1091A07T21,,1131.3247,1004.8991,,
BB786,,UTC2000,IDLE,,,,,,ACD096EL1003A,,,2022/5/16 16:10,,,,,,,,2000,TA-A9,05/21/2022 MP,2200,,,R19CDA701,FBGA96UEL(2),ETRON,ACD096EL1003A,1091A07T41,,186.8819,165.9979,,
BB787,,UTC2000,RUNNING,R14BUCJ02,,3200,096EFBU003,IS43TR16512S2DL-XBLI-AS,ABU096EF5001A,2420,12508,2022/5/14 05:20,2022/5/15 19:22,ICSI,FBGAS-96UEF7,MRF075000Y1,,63.6285,,3000M,TA-A19,05/22/2022 MP,3200,1091A07C21,4,R19SSGK32,STBGA153JAU,HOSIN,ASS153XT3003A,1091A07C41,,251.6005,223.4841,2022/5/15 19:22,3072.357143
BB788,,UTC2000,RUNNING,R20NVW910,,2200,132X2NV158,30-P0QA0HPF37,ANV132X2C059A,1162,38677,2022/5/16 17:54,2022/5/17 11:25,PHISON,STBGA132G4VT,R20NVW9,,66.3136,,3000M,TA-A19,05/23/2022 MP,2200,1091A06C41,,R18YZBS11,FBGA-96UEI,ZJP,AYZ096EI1002A,1091A07T21,,66.3136,58.9031,2022/5/17 11:25,13140.4
BB789,,UTC2000,RUNNING,R20CSJ601,,2200,054TSCS007,7C171061AO{Die},ACS054TS1008A,2880,13268,2022/5/17 01:08,2022/5/17 10:27,CYPRESS,TSOP2-54CME,612213136,,309.2396,,3000M,TA-A19,05/24/2022 MP,2200,,,R18YZBP03,FBGA-96UEI,ZJP,AYZ096EI1002A,1091A07T21,,309.2396,274.6821,2022/5/17 10:27,4657.194444
BB790,,UTC2000,RUNNING,R20MSDL07,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,3580,31222,2022/5/17 02:04,2022/5/17 17:47,MTI,FBGA-78UEN,254111B.00L,,227.8601,,3000M,TA-A19,05/25/2022 MP,2200,1091A06T21,,R20MSDB06,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,227.8601,202.3968,2022/5/17 17:47,87283.96667
BB791,,UTC2000,RUNNING,R20NVW901,,2200,132X2NV158,30-P0QA0HPF37,ANV132X2C059A,1180,38677,2022/5/16 22:01,2022/5/17 15:48,PHISON,STBGA132G4VT,R20NVW9,,66.3136,,3000M,TA-A19,05/26/2022 MP,2200,1091A06C41,,R20NVW905,STBGA132G4VT,PHISON,ANV132X2C059A,1091A06C41,,66.3136,58.9031,2022/5/17 15:48,13140.4
BB801,,MAXUM,RUNNING,R20ASAD05,,2200,162KEAS010,FM6BD1G1GMBM1X{GBFFA},AAS162KE1008A,3280,29087,2022/5/16 03:35,2022/5/17 15:18,EliteMT,STBGA162B4U,M20K2.A,,91.8472,,2000M,TB-B2,05/27/2022 MP,2200,1091G08PA4,4,R19ASAK06,STBGA162B4U,EliteMT,AAS162KE1008A,1091G08PA4,,91.8472,81.5833,2022/5/17 15:18,21692.95238
BB802,,MAXUM,RUNNING,R19ASAL05,,2200,162KEAS010,FM6BD1G1GMBM1X{GBFFA},AAS162KE1008A,3197,27896,2022/5/16 18:10,2022/5/18 04:59,EliteMT,STBGA162B4U,M20JX.E,,91.8472,,3000,TB-B2,05/28/2022 MP,2200,,,R19ASAK08,STBGA162B4U,EliteMT,AAS162KE1008A,1091G08PA4,,91.8472,81.5833,2022/5/18 04:59,21692.95238
BB803,,MAXUM,RUNNING,R20ASB708,,2200,008YQAS031,F50L1G41LBME1AM{M4RFA 78*,AAS008YQ2014A,6160,72527,2022/5/17 01:26,2022/5/17 07:32,EliteMT,DFN-08YQ2AW,P2AUR.01,,1010.6368,,3000M,TB-B2,05/29/2022 MP,2200,1091G08PA4,,R20ASB706,DFN-08YQ2AW,EliteMT,AAS008YQ2014A,1091G08PA4,,1010.6368,897.6982,2022/5/17 07:32,4651.466667
BB804,,MAXUM,RUNNING,R17ASBR05,,2200,096ELAS044,M15T2G16128AR1AG{GVNF2},AAS096EL1016A,2900,21350,2022/5/16 14:04,2022/5/17 09:04,EliteMT,FBGA-96UEL-3,P29ZK.01,,152.6264,,3000M,TB-B2,05/30/2022 MP,2200,1091G08PA4,,R18TEAM05,TSOP2-66CME,ZCN,ATE066TS1001A,1091G08PA4,,152.6264,135.5704,2022/5/17 09:04,7803.732026
BB805,,MAXUM,RUNNING,R20YZA404,,2200,066TSYZ002,P3S12D40GTP-Z{YZ-Ag},AYZ066TS1001A,2880,65454,2022/5/17 03:51,2022/5/17 17:13,ZJP,TSOP2-66CME,240198000,,215.55,,2000M,TB-B2,05/31/2022 MP,2200,,,R18TEAM06,TSOP2-66CME,ZCN,ATE066TS1001A,1091G08PA4,,215.55,191.4623,2022/5/17 17:13,20349.14286
BB806,,MAXUM,WAIT-SETUP,,,,,,AAB008YD4003A,,,2022/5/17 07:23,,,,,EU,,,2000M,TB-B2,,2200,,,R20ASB312,DFN-08YQ2AW,EliteMT,AAS008YQ2013A,1091G08PA4,,1214.0844,1078.4105,,
BB807,,MAXUM,RUNNING,R19ASAL09,,2200,162KEAS010,FM6BD1G1GMBM1X{GBFFA},AAS162KE1008A,1852,27896,2022/5/16 15:23,2022/5/17 11:35,EliteMT,STBGA162B4U,M20JX.E,,91.8472,,3000M,TB-B2,,2200,,,R19ASAK05,STBGA162B4U,EliteMT,AAS162KE1008A,1091G08PA4,,91.8472,81.5833,2022/5/17 11:35,21692.95238
BB808,,MAXUM,RUNNING,R20ASAD06,,2200,162KEAS010,FM6BD1G1GMBM1X{GBFFA},AAS162KE1008A,3233,29087,2022/5/16 04:36,2022/5/17 15:48,EliteMT,STBGA162B4U,M20K2.A,,91.8472,,3000,TB-B2,,2200,1091G08PA4,4,R19ASAK03,STBGA162B4U,EliteMT,AAS162KE1008A,1091G08PA4,,91.8472,81.5833,2022/5/17 15:48,21692.95238
BB809,,MAXUM,RUNNING,R20ASAD01,,2200,162KEAS010,FM6BD1G1GMBM1X{GBFFA},AAS162KE1008A,3340,29087,2022/5/17 04:47,2022/5/18 17:09,EliteMT,STBGA162B4U,M20K2.A,,91.8472,,3000M,TB-B2,,2200,1091G08PA4,4,R19ASAK09,STBGA162B4U,EliteMT,AAS162KE1008A,1091G08PA4,,91.8472,81.5833,2022/5/18 17:09,21692.95238
BB810,,MAXUM,RUNNING,R20YZA101,,2200,066TSYZ002,P3S12D40GTP-Z{YZ-Ag},AYZ066TS1001A,2880,24793,2022/5/16 17:37,2022/5/17 06:58,ZJP,TSOP2-66CME,240191000,,215.55,,3000M,TB-B2,,2200,,,R20YZA303,TSOP2-66CME,ZJP,AYZ066TS1001A,1091G08PA4,,215.55,191.4623,2022/5/17 06:58,20349.14286
BB811,,MAXUM,RUNNING,R20ABAG05,,2200,008YQAB114,AAG061800/IG/W25R256JWEIQ,AAB008YQ3021A,5600,39643,2022/5/16 20:14,2022/5/17 07:38,WINBOND,STDFN08YQ3AW,6219M0028,,491.3119,,3000M,TB-B2,,2200,1091A08T21,,R20ABAG03,STDFN08YQ3AW,WINBOND,AAB008YQ3021A,1091A08T21,,491.3119,436.4078,2022/5/17 07:38,61040.38095
BB812,,MAXUM,RUNNING,R20YZA405,,2200,066TSYZ002,P3S12D40GTP-Z{YZ-Ag},AYZ066TS1001A,2880,65454,2022/5/16 23:27,2022/5/17 12:48,ZJP,TSOP2-66CME,240198000,,215.55,,3000M,TB-B2,,2200,,,R19MSJW08,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,,215.55,191.4623,2022/5/17 12:48,20349.14286
BB813,,MAXUM,RUNNING,R19ASAL07,,2200,162KEAS010,FM6BD1G1GMBM1X{GBFFA},AAS162KE1008A,3157,27896,2022/5/16 12:40,2022/5/17 23:02,EliteMT,STBGA162B4U,M20JX.E,,91.8472,,3000M,TB-B2,,2200,,,R19ASAJ05,STBGA162B4U,EliteMT,AAS162KE1008A,1091G08PA4,,91.8472,81.5833,2022/5/17 23:02,21692.95238
BB814,,MAXUM,RUNNING,R17ASBR07,,2200,096ELAS044,M15T2G16128AR1AG{GVNF2},AAS096EL1016A,2940,21350,2022/5/16 22:39,2022/5/17 17:55,EliteMT,FBGA-96UEL-3,P29ZK.01,,152.6264,,3000M,TB-B2,,2200,1091G08PA4,,R18TEAM10,TSOP2-66CME,ZCN,ATE066TS1001A,1091G08PA4,,152.6264,135.5704,2022/5/17 17:55,7803.732026
BB815,,MAXUM,RUNNING,R20MSEY09,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,2354,31041,2022/5/17 02:49,2022/5/17 12:42,MTI,FBGA-78UEN,254459B.00L,,238.8984,,3000M,TB-B10,,2200,1091A06T21,,R20MSDC05,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,238.8984,212.2015,2022/5/17 12:42,87283.96667
BB816,,MAXUM,RUNNING,R20ASBM01,,2200,096ELAS043,M15T4G16256AC1PG{GVNF2},AAS096EL1009B,931,931,2022/5/17 01:23,2022/5/17 07:48,EliteMT,FBGA-96UEL,V20M4.23,,146.181,,3000M,TB-B2,,2200,,,R20ASAI07,FBGA-96UEL,EliteMT,AAS096EL1009B,1091G08PA4,,146.181,129.8453,2022/5/17 07:48,1870.928105
BB817,,MAXUM,RUNNING,R20ASAI03,,2200,096ELAS043,M15T4G16256AC1PG{GVNF2},AAS096EL1009B,2993,25424,2022/5/16 11:43,2022/5/17 08:12,EliteMT,FBGA-96UEL,V20P1.01,,146.181,,2000M,TB-B2,,2200,1091G08PA4,,R20ASA809,FBGA-96UEL,EliteMT,AAS096EL1009B,1091G08PA4,,146.181,129.8453,2022/5/17 08:12,1870.928105
BB818,,MAXUM,RUNNING,R19ASAL01,,2200,162KEAS010,FM6BD1G1GMBM1X{GBFFA},AAS162KE1008A,3245,27896,2022/5/16 01:45,2022/5/17 13:05,EliteMT,STBGA162B4U,M20JX.E,,91.8472,,3000M,TB-B2,,2200,,,R19ASAJ04,STBGA162B4U,EliteMT,AAS162KE1008A,1091G08PA4,,91.8472,81.5833,2022/5/17 13:05,21692.95238
BB819,,MAXUM,RUNNING,R20BWD410,,2200,048ACBW048,AK5734G2P-V,ABW048AC1012A,2800,57714,2022/5/17 04:43,2022/5/17 15:08,AKM,QFN-48AC1,DBCE103A,,268.7642,,3000M,TB-B2,,2200,1091A10C41,,R20BWD413,QFN-48AC1,AKM,ABW048AC1012A,1091A10C41,,268.7642,238.7298,2022/5/17 15:08,3405.683333
BB821,,MAXUM,PM,,,,,,AYZ066TS1001A,,,2022/5/17 07:32,2022/5/17 15:32,,,,SP,,,3000,TB-B3,05/17/2022 SP,2200,,,R20YZA309,TSOP2-66CME,ZJP,AYZ066TS1001A,1091G08PA4,,215.55,191.4623,,
BB822,,MAXUM,RUNNING,R20ABQ309,,2200,008YQAB104,AAG046800/IG/W25R256JVEIN,AAB008YQ3004A,5600,55946,2022/5/17 04:09,2022/5/17 16:42,WINBOND,STDFN08YQ3AW,6218M0079,,446.2448,,3000M,TB-B3,05/18/2022 SP,2200,1091A07T21,,R20ABQ216,STDFN08YQ3AW,WINBOND,AAB008YQ3004A,1091A07T21,,446.2448,396.3769,2022/5/17 16:42,28307.80952
BB823,,MAXUM,RUNNING,R20ABAB01,,2200,008YDAB023,AAG059/IG/W25R128JVPIN{B},AAB008YD2009A,3520,161991,2022/5/17 04:29,2022/5/17 11:37,WINBOND,STDFN-08YD2A,6219M0010,,492.3957,,3000M,TB-B3,05/19/2022 SP,2200,1091A07T21,,R20VGBA04,DFN-08YQ2A,ISSI-VG,ABU008YQ2001A,1091A07C41,,492.3957,437.3705,2022/5/17 11:37,23508.66667
BB824,,MAXUM,WAIT-REPAIR,R20ASAC01,,2200,096ELAS043,M15T4G16256AC1PG{GVNF2},AAS096EL1009B,411,411,2022/5/17 07:41,2022/5/17 01:56,EliteMT,FBGA-96UEL,V20NX.01W,ACT,146.181,,3000M,TB-B3,05/20/2022 SP,2200,,,R20ASAS01,FBGA-96UEL,EliteMT,AAS096EL1009B,1091G08PA4,,146.181,129.8453,2022/5/17 01:56,1870.928105
BB825,,MAXUM,RUNNING,R20MSEV05,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,3580,31102,2022/5/16 19:00,2022/5/17 10:00,MTI,FBGA-78UEN,253680B.00L,,238.8984,,3000M,TB-B3,05/21/2022 SP,2200,1091A06T21,,R20MSD703,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,238.8984,212.2015,2022/5/17 10:00,87283.96667
BB826,,MAXUM,RUNNING,R20MSEY03,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,3580,31041,2022/5/17 00:32,2022/5/17 15:31,MTI,FBGA-78UEN,254459B.00L,,238.8984,,3000M,TB-B3,05/22/2022 SP,2200,1091A06T21,,R20MSDB07,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,238.8984,212.2015,2022/5/17 15:31,87283.96667
BB827,,MAXUM,RUNNING,R20ASBP01,,2200,096ELAS043,M15T4G16256AC1PG{GVNF2},AAS096EL1009B,26,26,2022/5/17 07:46,2022/5/17 08:02,EliteMT,FBGA-96UEL,V20M4.03W,,146.181,,3000M,TB-B3,05/23/2022 SP,2200,,,R20ASBK01,FBGA-96UEL,EliteMT,AAS096EL1009B,1091G08PA4,,146.181,129.8453,2022/5/17 08:02,1870.928105
BB828,,MAXUM,RUNNING,R20AWBZ02,,2200,008YMAW023,6741X-087S10ITNW99,AAW008YM2007A,16000,57149,2022/5/16 23:14,2022/5/17 12:21,MXIC,DFN-08YM2D,8J218400A3,,1220.3131,,3000M,TB-B3,05/24/2022 SP,2200,1091A07T41,,R20AWBZ04,DFN-08YM2D,MXIC,AAW008YM2007A,1091A07T41,,1220.3131,1083.9431,2022/5/17 12:21,9966.552381
BB831,,MAXUM,RUNNING,R20ABQ310,,2200,008YQAB104,AAG046800/IG/W25R256JVEIN,AAB008YQ3004A,5546,55946,2022/5/17 04:26,2022/5/17 16:52,WINBOND,STDFN08YQ3AW,6218M0079,,446.2448,,3000M,TB-B3,05/27/2022 SP,2200,1091A07T21,,R20ABQ303,STDFN08YQ3AW,WINBOND,AAB008YQ3004A,1091A07T21,,446.2448,396.3769,2022/5/17 16:52,28307.80952
BB832,,MAXUM,RUNNING,R20ABQ302,,2200,008YQAB104,AAG046800/IG/W25R256JVEIN,AAB008YQ3004A,5600,55946,2022/5/17 00:44,2022/5/17 13:17,WINBOND,STDFN08YQ3AW,6218M0079,,446.2448,,3000M,TB-B3,05/28/2022 SP,2200,1091A07T21,,R20ABQ213,STDFN08YQ3AW,WINBOND,AAB008YQ3004A,1091A07T21,,446.2448,396.3769,2022/5/17 13:17,28307.80952
BB833,,MAXUM,RUNNING,R20ASBI01,,2200,096ELAS043,M15T4G16256AC1PG{GVNF2},AAS096EL1009B,990,990,2022/5/16 22:47,2022/5/17 05:37,EliteMT,FBGA-96UEL,V20M4.05,,146.181,,3000,TB-B3,05/29/2022 SP,2200,,,R20ASAI05,FBGA-96UEL,EliteMT,AAS096EL1009B,1091G08PA4,,146.181,129.8453,,1870.928105
BB834,,MAXUM,RUNNING,R20ABAG07,,2200,008YQAB114,AAG061800/IG/W25R256JWEIQ,AAB008YQ3021A,5600,39643,2022/5/16 22:40,2022/5/17 10:04,WINBOND,STDFN08YQ3AW,6219M0028,,491.3119,,3000M,TB-B3,05/30/2022 SP,2200,1091A08T21,,R20ABAG04,STDFN08YQ3AW,WINBOND,AAB008YQ3021A,1091A08T21,,491.3119,436.4078,2022/5/17 10:04,61040.38095
BB835,,MAXUM,RUNNING,R20ABAE02,,2200,008YDAB031,AAG061900/I2/W25R256JWPIQ,AAB008YD4004A,8059,17181,2022/5/17 01:32,2022/5/17 22:12,WINBOND,STDFN08YD4AW,6219M0033,,390.2356,,1000M,TB-B3,05/31/2022 SP,2200,,,R20ABAD06,STDFN08YD4AW,WINBOND,AAB008YD4004A,1091A07T21,,390.2356,346.6267,2022/5/17 22:12,29780.33333
BB836,,MAXUM,RUNNING,R20ASAI08,,2200,096ELAS043,M15T4G16256AC1PG{GVNF2},AAS096EL1009B,2960,25424,2022/5/16 08:52,2022/5/17 05:07,EliteMT,FBGA-96UEL,V20P1.01,,146.181,,3000M,TB-B3,,2200,1091G08PA4,,R20ASA802,FBGA-96UEL,EliteMT,AAS096EL1009B,1091G08PA4,,146.181,129.8453,2022/5/17 05:07,1870.928105
BB837,,MAXUM,RUNNING,R19ABPC05,,2200,008YQAB113,AAG046MQ1/DB/W25M512JVEIQ,AAB008YQ3013A,5600,30876,2022/5/17 00:34,2022/5/17 11:24,WINBOND,STDFN08YQ3AW,6218M0076,,516.6978,,3000M,TB-B3,,2200,1091A07T21,,R19ABPC04,STDFN08YQ3AW,WINBOND,AAB008YQ3013A,1091A07T21,,516.6978,458.9569,2022/5/17 11:24,11562.4
BB838,,MAXUM,SETUP,,,,,,ABW048AC1012A,,,2022/5/17 07:44,2022/5/17 09:14,,,,SC,,,3000,TB-B3,,2200,,,R20VGB804,DFN-08YD2A,ISSI-VG,ABU008YD2005A,1091A07C41,,268.7642,238.7298,,
BB839,,MAXUM,WAIT-REPAIR,R20ABUB02,,2200,008YMAB072,KAG0330A0/AA/W25X20CVUXAG,AAB008YM2025A,16000,98872,2022/5/17 07:33,2022/5/16 21:25,WINBOND,DFN-08YM2D,61516B300ZG,B2,1055.6991,,3000,TB-B3,,2200,1091A07T21,,R20ABUE01,DFN-08YM2D,WINBOND,AAB008YM2025A,1091A07T21,,1055.6991,937.7247,2022/5/16 21:25,83133.98095
BB840,,MAXUM,RUNNING,R19ASAL04,,2200,162KEAS010,FM6BD1G1GMBM1X{GBFFA},AAS162KE1008A,3238,27896,2022/5/16 05:13,2022/5/17 16:28,EliteMT,STBGA162B4U,M20JX.E,,91.8472,,3000M,TB-B3,,2200,,,R19ASAK04,STBGA162B4U,EliteMT,AAS162KE1008A,1091G08PA4,,91.8472,81.5833,2022/5/17 16:28,21692.95238
BB841,,MAXUM,RUNNING,R20ABAG08,,2200,008YQAB114,AAG061800/IG/W25R256JWEIQ,AAB008YQ3021A,443,39643,2022/5/17 06:56,2022/5/17 07:55,WINBOND,STDFN08YQ3AW,6219M0028,,491.3119,,3000M,TB-B4,,2200,1091A08T21,,R20ABAG01,STDFN08YQ3AW,WINBOND,AAB008YQ3021A,1091A08T21,,491.3119,436.4078,2022/5/17 07:55,61040.38095
BB842,,MAXUM,RUNNING,R20ABTH39,,2200,008YBAB016,AAG0648T0/DB/W25Q32JWXGIM,AAB008YB2007A,6240,366013,2022/5/17 05:23,2022/5/17 10:42,WINBOND,DFN-08YB2G,6150H2400,,1175.9163,,3000M,TB-B4,,2200,1091A07T21,,R20ABTH43,DFN-08YB2G,WINBOND,AAB008YB2007A,1091A07T21,,1175.9163,1044.5077,2022/5/17 10:42,15741.20879
BB843,,MAXUM,RUNNING,R20ASB617,,2200,008YQAS018,F50L1G41LBM1AM{M9ZFK-200u,AAS008YQ2002B,3611,72731,2022/5/17 05:28,2022/5/17 09:33,EliteMT,DFN-08YQ2A,P2AUB.01,,885.7602,,3000M,TB-B4,,2200,1091G08PA4,,R20ASB414,DFN-08YQ2A,EliteMT,AAS008YQ2002B,1091G08PA4,,885.7602,786.7765,2022/5/17 09:33,9243.066667
BB844,,MAXUM,RUNNING,R18ZADF07,,2200,0086AZA008,507K0000151-G1B{BIN22-75U,AZA0086A1002A,1600,22191,2022/5/15 20:53,2022/5/16 09:50,Auton,uSD08AQV-C,KO21091311-2(,,123.4965,,3000,TB-B4,,2200,1091G07PA4,,R18ZADF01,uSD08AQV-C,Auton,AZA0086A1002A,1091G07PA4,,123.4965,109.6958,2022/5/16 09:50,3628.857143
