wlth_lot_number,wlth_equipment_id,START,END
R06MSJ906,BBU45,1644276600,1644321145
R06MSJV05,BBU45,1644415179,1644415299
R04AWDA04,BBU46,1644256720,1644256720
R05AWBQ15,BBU46,1644393371,1644393491
R06MSJ705,BBU47,1644276600,1644337787
R06MSJU02,BBU47,1644405757,1644405877
R06MSG102,BBU48,1644276600,1644302282
R06MSJ104,BBU48,1644353106,1644363000
R04AWDA34,BBU49,1644264042,1644264042
R05AWBQ02,BBU49,1644420065,1644420185
R05AWA146,BBU50,1644276600,1644280589
R05AWBQ04,BBU50,1644386197,1644386317
R04AWDA28,BBU51,1644254696,1644254696
R05AWBQ08,BBU51,1644400326,1644400446
R05AWA135,BBU52,1644272437,1644272437
R05AWBQ11,BBU52,1644414599,1644414719
R04AWDA35,BBU53,1644258185,1644258185
R05AWBQ06,BBU53,1644396886,1644397006
R04AWDA40,BBU54,1644258088,1644258088
R05AWBQ29,BBU54,1644392455,1644392575
R05AWA129,BBU55,1644276600,1644280734
R05AWBQ03,BBU55,1644400513,1644400633
R05AWA128,BBU56,1644274853,1644274853
R05AWBR23,BBU56,1644420261,1644420381
R05AWA117,BBU57,1644276600,1644277790
R05AWBQ14,BBU57,1644391756,1644391876
R04AWCJ46,BBU58,1644253146,1644253146
R05AWBR09,BBU58,1644420429,1644420549
R05AWA126,BBU59,1644269268,1644269268
R05AWBP03,BBU59,1644413263,1644413383
R04AWCV25,BBU60,1644416568,1644416688
R05AWA406,BBU60,1644276600,1644278975
R04AWDA43,BBU61,1644265373,1644265373
R05AWBP46,BBU61,1644410985,1644411105
R05AWA122,BBU62,1644272943,1644272943
R05AWBQ38,BBU62,1644404678,1644404798
R04AWCJ21,BBU63,1644273685,1644273685
R05AWBQ28,BBU63,1644404360,1644404480
R05AWA116,BBU64,1644265625,1644265625
R05AWBQ16,BBU64,1644405062,1644405182
R05AWA137,BBU65,1644275867,1644275867
R05AWBQ35,BBU65,1644410658,1644410778
R04AWDA21,BBU66,1644258686,1644258686
R05AWBP23,BBU66,1644397283,1644397403
R04AWCM06,BBU67,1644276600,1644278105
R05AWBR25,BBU67,1644421345,1644421465
R04AWDA24,BBU68,1644259157,1644259157
R05AWBR18,BBU68,1644419335,1644419455
R05AWA140,BBU69,1644276112,1644276112
R05AWBP38,BBU69,1644399540,1644399660
R05AWA124,BBU70,1644276600,1644279768
R05AWBP45,BBU70,1644386821,1644386941
R06MSEU07,BBU71,1644269467,1644269467
R05AWA145,BBU72,1644276600,1644281988
R05AWBS20,BBU72,1644420368,1644420488
R04AWDA16,BBU73,1644265257,1644265257
R05AWBP37,BBU73,1644417746,1644417866
R05AWBR01,BBU74,1644421610,1644421730
R05MSL204,BBU74,1644276600,1644286340
R04AWCJ41,BBU75,1644254142,1644254142
R05AWBK43,BBU75,1644381596,1644381716
R04AWCJ39,BBU76,1644264210,1644264210
R05AWBR43,BBU76,1644415143,1644415263
R06MSAV02,BBU77,1644276600,1644292241
R06MSAQ04,BBU78,1644357145,1644363000
R06MSBD02,BBU78,1644276600,1644330465
R05MSFS01,BBU79,1644276600,1644282864
R06MSJW07,BBU79,1644395439,1644395559
R05AWA119,BBU80,1644275778,1644275778
R05AWBP42,BBU80,1644381374,1644381494
R05AWA112,BBU81,1644254902,1644254902
R05AWBP21,BBU81,1644387153,1644387273
R05AWA104,BBU82,1644269510,1644269510
R05AWBQ18,BBU82,1644386789,1644386909
R05AWBR22,BBU83,1644411008,1644411128
R06MSBE02,BBU83,1644276600,1644310741
R06MSG603,BBU84,1644276600,1644310863
R06MSHB01,BBU84,1644378724,1644378844
R06MSE101,BBU85,1644261872,1644261872
R06MSH902,BBU85,1644330756,1644363000
R06MSBG04,BBU86,1644276600,1644311044
R06MSBH02,BBU86,1644311107,1644363000
R06MSES05,BBU87,1644276600,1644286614
R06MSH903,BBU87,1644350085,1644363000
R06MSES06,BBU88,1644255857,1644255857
R06MSH805,BBU88,1644397665,1644397785
R05AWA121,BBU89,1644276600,1644297690
R05AWBQ09,BBU89,1644419190,1644419310
R06MSJ907,BBU90,1644276600,1644295044
R06MSJF06,BBU90,1644394020,1644394140
R04AWDA47,BBU91,1644259508,1644259508
R05AWBQ27,BBU91,1644397974,1644398094
R04AWDA37,BBU92,1644254585,1644254585
R05AWBP18,BBU92,1644372153,1644372273
R06MSJD01,BBU93,1644276600,1644307842
R06MSJH01,BBU93,1644307946,1644363000
R05AWBR03,BBU94,1644422023,1644422143
R06MSAV01,BBU94,1644276600,1644310240
R06MSJ502,BBU95,1644254446,1644254446
R06MSJX02,BBU95,1644399467,1644399587
R05AWBR14,BBU96,1644417586,1644417706
R06MSB201,BBU96,1644260575,1644260575
R06MSJG03,BBU97,1644334914,1644363000
R06MSJV01,BBU97,1644276600,1644334815
R06MSF201,BBU98,1644276600,1644282654
R06MSH403,BBU98,1644352518,1644363000
R05AWA109,BBU99,1644276600,1644279916
R05AWBQ23,BBU99,1644418821,1644418941
R06MSAL04,BBUA1,1644366194,1644366314
R06MSAT01,BBUA1,1644276600,1644280346
R05AWA102,BBUA2,1644276600,1644280607
R05AWBQ47,BBUA2,1644396396,1644396516
R04AWDA27,BBUA3,1644257942,1644257942
R05AWBK47,BBUA3,1644373762,1644373882
R06MSJJ07,BBUA4,1644392839,1644392959
R06MSJR01,BBUA4,1644276600,1644307268
R06MSJ604,BBUA5,1644276600,1644306609
R06MSJW03,BBUA5,1644396115,1644396235
R04AWDA32,BBUA6,1644257389,1644257389
R05AWBQ21,BBUA6,1644392650,1644392770
R06MSBF02,BBUA7,1644345945,1644363000
R06MSBI02,BBUA7,1644276600,1644345819
R06MSJ504,BBUA8,1644253432,1644253432
R07MSC601,BBUA8,1644386008,1644386128
R05MSFV01,BBUA9,1644270882,1644270882
R06MSJE01,BBUA9,1644365531,1644365651
R05AWA106,BBUB1,1644271402,1644271402
R05AWBQ36,BBUB1,1644409951,1644410071
R06MSAN03,BBUB2,1644357744,1644363000
R06MSAV03,BBUB2,1644276600,1644325070
R04AWDA26,BBUB3,1644275015,1644275015
R05AWBP06,BBUB3,1644404983,1644405103
R05AWBR08,BBUB4,1644420655,1644420775
R05MSKK02,BBUB4,1644271951,1644271951
R05AWBR46,BBUB5,1644414602,1644414722
R06MSB202,BBUB5,1644276600,1644306008
R04AWDA31,BBUB6,1644266973,1644266973
R05AWBQ31,BBUB6,1644421820,1644421940
R04RKB503,BBUB7,1644254634,1644254634
R05AWBR29,BBUB7,1644421752,1644421872
