part_no,product_id,route,pin_package,die_size,die_pad_size,qty1,qty2,qty3,desc,die_size_pad_size,column,row,die,hb_design_version,wc_design_version,hb_series_no,wc_series_no,hb_unit_price,wc_unit_price,
	A0803CB0400,	LQFP 64L,	,	,	,	300*300 mil,	1,	0,	1,	須加壓板 ; SH(K&S :H/B: SK1362/01;W/C:SK1362/01) ; 每個BLOCK有1直2橫共2顆Die ; 2008/7/23,	300*300mil,	1,	2,	2,	SK1362/01,	SK1362/01,	H001,	W001,	3450,	4200,
	A0801CB0296,	,	Normal (L/F),	QFP 128L,	,	 197*197 mil,	90,	0,	90,	須加壓板 ; 每個BLOCK有1直2橫共2顆Die ; SH(UTC-1000 : 壓板 : SK2429/01; 熱板: SK2429/04 ) ; 2011/11/29 ; 2版將熱板DIE PAD邊水溝深度比DIE PAD低150um ; 4版將DIE PAD邊水溝寬度由0.46mm更改為0.38mm;流水序號已到W091 ; H106；2011/11/29壓板損壞2PCS，已補齊,	197*197mil,	1,	2,	2,	SK2429/04,	SK2429/01,	H106,	W092,	1950,	2450,
	A0801CB0401,	,	Substrate,	Stacked FBGA,	193*205 mil,	,	1,	0,	1,	須加壓板 ; ZC (UTC-1000 ) ; BOTTOM  DIE ;每個BLOCK有4直3橫共12顆Die ; 2008/08/06,	193*205mil,	4,	3,	12,	NA,	NA,	H301,	W301,	3450,	4200,
	A0801CB0402,	,	 Substrate,	Stacked FBGA,	351*303 mil,	,	1,	0,	1,	須加壓板 ; ZC (UTC-1000 ) ; TOP  DIE ;每個BLOCK有4直3橫共12顆Die ; 2008/08/06,	351*303mil,	4,	3,	12,	NA,	NA,	H301,	W301,	3450,	4200,
	A0801CB0403,	,	Substrate,	Stacked FBGA,	193*288 mil,	,	1,	0,	1,	須加壓板 ; ZC (UTC-1000 ) ; BOTTOM  DIE ;每個BLOCK有4直3橫共12顆Die ; 2008/08/06,	193*288mil,	4,	3,	12,	NA,	NA,	H301,	W301,	3450,	4200,
	A0801CB0400,	,	Normal (L/F),	LQFP-64L,	,	300*300 mil,	1,	0,	1,	須加壓板 ; SH (UTC-1000 : SK2545/01) ; 每個BLOCK有1直2共2顆Die ; 2008/08/08,	300*300mil,	1,	2,	2,	SK2545/01,	SK2545/01,	H001,	W001,	3450,	4200,
	A0803CB0408,	E-LQFP 128L,	,	,	,	315*315 mil,	1,	0,	1,	SH(K&S :H/B: SK1371/01;W/C:SK1371/01) ; 每個BLOCK有1直2橫共2顆Die ; 流水序號到H001;W001,	315*315 mil,	1,	2,	2,	SK1371/01,	SK1371/01,	H001,	W001,	2200,	2700,
	A0803CB0409,	QFN 40L,	,	,	,	114*114 mil,	2,	0,	2,	SH(K&S :H/B: SK1372/01;W/C:SK1372/01) ; 每個BLOCK有2直9橫共18顆Die ; 流水序號到H002;W002,	114*114 mil,	2,	9,	18,	SK1372/01,	SK1372/01,	H002,	W002,	2200,	2700,
	A0803CB0412,	QFN 40L,	,	,	,	177*177 mil,	7,	0,	7,	須加壓板 ; SH(K&S :H/B: SK1374/01;W/C:SK1374/01) ; 每個BLOCK有1直8橫共8顆Die,	177*177mil,	1,	8,	8,	SK1374/01,	SK1374/01,	H007,	W007,	2200,	2700,
	A0803CB0413,	QFN 56L,	,	,	,	 205*205MIL,	2,	0,	2,	須加壓板 ; SH(K&S : H/B:SK1375/01;W/C:SK1375/01) ; 每個BLOCK有2直7橫共14顆Die; ; 序號到H003;W002,	205*205MIL,	2,	7,	14,	SK1375/01,	SK1375/01,	H003,	W002,	2200,	2700,
	A0803CB0414,	QFN 56L,	,	,	,	 177*177mil,	9,	0,	10,	須加壓板 ; SH(K&S :H/B: SK1376/01;W/C:SK1376/01) ; 每個BLOCK有1直6橫共6顆Die ; 序號到H010;W010,	177*177mil,	1,	6,	6,	SK1376/01,	SK1376/01,	H010,	W010,	2200,	2700,
	A0801CB0416,	,	Substrate,	FBGA 78L,	8*11.5 mil,	,	38,	0,	38,	須加壓板 ; SH (UTC-1000 : SK2560/01) ; 每個BLOCK有1直4橫共4顆Die ; 2009/02/07 ;流水序號已到W030 ; H030,	8*11.5mil,	1,	4,	4,	SK2560/01,	SK2560/01,	H038,	W038,	2450,	3200,
	A0803CB0411,	QFN 40L,	,	,	,	16*169,	8,	0,	10,	須加壓板 ; SH(K&S : H/B:SK1373/01;W/C:SK1373/01) ; 每個BLOCK有1直8橫共8顆Die;2008/12/3;H010;W010,	169*169,	1,	8,	8,	SK1373/01,	SK1373/01,	H010,	W010,	2200,	2700,
	A0801CB0417,	,	 Substrate,	FBGA  54L,	186*347*7 mil,	,	11,	0,	11,	須加壓板 ; SH (UTC-1000 : SK2562/02) ; 每個BLOCK有5直4橫共20顆Die ; 2014/2/27 ; 壓板W02異常報廢 ; 2015/02/05流水序號已到W013 ; H012,	186*347*7mil,	5,	4,	20,	SK2562/02,	SK2562/02,	H002,	W002,	3700,	7200,
	A0801CB0419,	,	 Normal (L/F),	TSOPI - 48L,	,	420*460 mil,	1,	0,	1,	須加壓板 ; SH (UTC-1000 : SK2564/01) ; 每個BLOCK有1直3共3顆Die ; 2008/09/03,	420*460mil,	1,	3,	3,	SK2564/01,	SK2564/01,	H001,	W001,	2200,	2700,
	A0801CB0418,	,	Normal (L/F),	TSOPI - 48L,	,	420*400 mil,	25,	0,	25,	須加壓板 ; SH (UTC-1000 : H/B:SK2563/01 ; W/C:SK2563/02) ; 每個BLOCK有1直3共3顆Die ; 2011/01/24 ; 流水序號已到W025 ; H025,	420*400mil,	1,	3,	3,	SK2563/01,	SK2563/02,	H025,	W025,	2200,	2700,
	A0801CB0415,	,	LOC,	TSOP 2-66L,	347*186*11.8mil,	,	2,	0,	2,	須加壓板 ; ZC (UTC-1000:ZC-W08-0826021) ; 每個BLOCK有2直3橫共6顆Die ; 2008/09/15,	347*186*11.8mil,	2,	3,	6,	NA,	NA,	H002,	W002,	2950,	3450,
	A0803CB0424,	QFN 72L,	,	,	,	244*244,	22,	0,	22,	SH( K&S:H/B:SK1393/01;W/C:SK1393/01); 每個BLOCK有1直5橫共5顆Die;2020/05/18; 流水序號已到H070;W036,	244*244,	1,	5,	5,	SK1393/01,	SK1393/01,	H070,	W036,	NA,	NA,
	A0801CB0421,	,	 Normal (L/F),	TSOP1-48L,	,	417*611 mil,	17,	0,	17,	須加壓板 ; SH (UTC-1000 : SK2570/01) ; 每個BLOCK有1直3共3顆Die ; 2008/12/24;流水序號至H016 ; 9/25外送1PCS熱板 清潔沾膠 ;已於10/2回廠;2/10 1PCS熱板沾膠 ; 3/1修復,	417*611mil,	1,	3,	3,	SK2570/01,	SK2570/01,	H016,	W016,	2200,	2700,
	A0801CB0422,	,	 Normal (L/F),	TSOP1-48L,	,	417*611 mil,	11,	0,	11,	須加壓板 ; SH (UTC-1000 : SK2571/01) ; 每個BLOCK有1直3共3顆Die ; 流水序號到 H012;W011;2009/11/11;H003沾膠熱板送修 ; 3/6已回廠; 2009/11/4熱板損壞1PCS ; 已於11/11補齊,	417*611mil,	1,	3,	3,	SK2571/01,	SK2571/01,	H012,	W011,	2200,	2700,
	A0803CB0423,	QFN 64L,	,	,	,	289*289,	51,	0,	53,	SH( K&S:H/B:SK1392/01;W/C:SK1392/01);每個BLOCK有1直6橫共6顆Die ; 流水序號已到H112;W054,	289*289,	1,	6,	6,	SK1392/01,	SK1392/01,	H112,	W054,	NA,	NA,
	A0801CB0425,	,	 Substrate,	FBGA 119,	218*280*6 mil,	,	1,	0,	1,	加壓板 ; 每個BLOCK有4直3橫共12顆Die ; SH(UTC-1000 : SK2575/01) ;2008/09/26,	218*280*6mil,	4,	3,	12,	SK2575/01,	SK2575/01,	H001,	W001,	3450,	4200,
	A0801CB0427,	,	 Substrate,	FBGA 119,	347*300*6 mil,	,	1,	0,	1,	加壓板 ; 每個BLOCK有4直3橫共12顆Die ; SH(UTC-1000 : SK2577/01) ;2008/09/26,	347*300*6mil,	4,	3,	12,	SK2577/01,	SK2577/01,	H001,	W001,	3450,	4200,
	A0801CB0429,	,	Normal (L/F),	TSOP1-48L,	,	130*160mil,	1,	0,	1,	須加壓板 ; SH (UTC-1000 : SK2580/01) ; 每個BLOCK有1直2共2顆Die ; 2008/10/02,	130*160mil,	1,	2,	2,	SK2580/01,	SK2580/01,	H001,	W001,	3450,	4200,
	A0801CB0424,	,	Normal (L/F),	QFN 72L,	,	244*244 mil,	1,	0,	1,	須加壓板 ; SH (UTC-1000 : SK2581/01) ; 每個BLOCK有1直6共6顆Die ; 2008/10/03,	244*244mil,	1,	6,	6,	SK2581/01,	SK2581/01,	H001,	W001,	24660,	2200,
	A0803CB0430,	QFN 36L,	,	,	,	169*169,	20,	0,	19,	SH(K&S : H/B:SK1403/01;W/C:SK1403/01) ; 每個BLOCK有1直8橫共8顆Die; 2018/04/30流水序號到H024;W020,	169*169,	1,	8,	8,	SK1403/01,	SK1403/01,	H024,	W020,	NA,	NA,
	A0801CB0431,	,	 Normal (L/F),	ULGA 52L,	624*427 mil,	,	2,	0,	2,	須加壓板 ; ZC (UTC-1000:ZC-W08-1021-031) ; 每個BLOCK有1直3橫共3顆Die ; 2008/10/30 ;流水序號已到ZC-002,	624*427mil,	1,	3,	3,	SK2585/01,	SK2585/01,	H002,	W002,	9200,	3450,
	A0803CB0431,	ULGA 52L,	,	,	,	624*427mil,	2,	0,	2,	SH(K&S : H/B:SK1413/01;W/C:SK1413/01) ; 每個BLOCK有1直3橫共3顆Die ; 流水序號到H004;W004,	624*427mil,	1,	3,	3,	SK1413/01,	SK1413/01,	H004,	W004,	9200,	3450,
	A0803CB0434,	LQFP 100L,	,	,	,	346 * 437 mil,	1,	0,	1,	須加壓板;SH(K&S :H/B: SK1415/01;W/C:SK1415/01); 每個BLOCK有1直2橫共2顆Die,	346*437mil,	1,	2,	2,	SK1415/01,	SK1415/01,	H001,	W001,	1950,	2450,
	A0803CB0432,	LQFP 100L,	,	,	,	391*638 mil,	3,	0,	3,	須加壓板;SH(K&S : H/B:SK1416/01;W/C:SK1416/01); 每個BLOCK有1直2橫共2顆Die ;序號到H003;W003,	391*638mil,	1,	2,	2,	SK1416/01,	SK1416/01,	H003,	W003,	1950,	2450,
	A0803CB0433,	LQFP 128L,	,	,	,	331*508 mil,	4,	0,	4,	SH(K&S : H/B:SK1417/01;W/C:SK1417/01); 每個BLOCK有1直2橫共2顆Die ; 流水序號已到H004;W004,	331*508 mil,	1,	2,	2,	SK1417/01,	SK1417/01,	H004,	W004,	1950,	2450,
	A0803CB0436,	,	Normal (L/F),	SOP 8,	,	90*90 mil,	2,	0,	2,	須加壓板;SH(K&S : SK1433/01); 每個BLOCK有2直5橫共10顆Die ;2008/11/11,	90*90mil,	2,	5,	10,	SK1433/01,	SK1433/01,	H002,	W002,	2200,	2700,
	A0803CB0435,	,	Normal (L/F),	QFN 72L,	,	189*189 mil,	2,	0,	2,	須加壓板;SH(K&S : SK1432/01); 每個BLOCK有1直5橫共5顆Die ;2008/11/18,	189*189mil,	1,	5,	5,	SK1432/01,	SK1432/01,	H002,	W002,	24660,	2200,
	A0803CB0438,	,	Normal (L/F),	QFN 48L,	,	134*134mil,	2,	0,	2,	須加壓板;SH(K&S : SK1442/01); 每個BLOCK有1直7橫共7顆Die ;2008/12/4,	134*134mil,	1,	7,	7,	SK1442/01,	SK1442/01,	H002,	W002,	2200,	2700,
	A0803CB0439,	QFN 36L,	,	,	,	154*154,	17,	0,	17,	SH(K&S : SK1445/01); 每個BLOCK有1直8橫共8顆Die ;2008/12/16;2015/11/06新增15SET熱壓板;流水號到H017;W017,	154*154,	1,	8,	8,	SK1445/01,	SK1445/01,	H017,	W017,	NA,	NA,
	A0803CB0440,	,	Normal (L/F),	QFN 48L,	,	185*185 mil,	2,	0,	2,	須加壓板;SH(K&S : SK1446/01==>H002 : SK1446/02==>H001(12/2修改為595目前已收至庫房); 每個BLOCK有1直8橫共8顆Die ;2012/10/12,	185*185mil,	1,	8,	8,	SK1446/01,	SK1446/01,	H001,	W002,	2200,	2700,
	A0803CB0442,	QFP 100L,	,	,	,	315*315,	1,	0,	1,	須加壓板 ; SH( K&S:H/B:SK1459/01;W/C:SK1459/01);每個BLOCK有1直2橫共2顆Die;流水序號已到W001;H001,	315*315,	1,	2,	2,	SK1459/01,	SK1459/01,	H001,	W001,	NA,	NA,
	A0801CB0441,	,	Substrate,	FBGA 60L,	244*356*9.8 mil,	,	8,	0,	8,	須加壓板 ; SH (UTC-1000 : SK2593/01) ; 每個BLOCK有1直4橫共4顆Die ; 流水序號到 H008;W008;2009/01/30,	244*356*9.8mil,	1,	4,	4,	SK2593/01,	SK2593/01,	H008,	W008,	2450,	3200,
	A0803CB0444,	,	Normal (L/F),	TQFP 100L,	,	197*197 mil,	1,	0,	1,	須加壓板 ; SH(K&S : SK1477/01) ; 每個BLOCK有1直2橫共2顆Die;2008/12/26 (SUS  420F),	197*197mil,	1,	2,	2,	SK1477/01,	SK1477/01,	H001,	W001,	2200,	2700,
	A0803CB0445,	,	Normal (L/F),	LQFP 128L,	,	196*196 mil,	1,	0,	1,	須加壓板 ; SH(K&S : SK1478/01) ; 每個BLOCK有1直2橫共2顆Die;2008/12/26 (SUS  420F),	196*196mil,	1,	2,	2,	SK1478/01,	SK1478/01,	H001,	W001,	1950,	2450,
	A0803CB0443,	QFN 64L,	,	,	,	258*258,	11,	0,	11,	SH(K&S:H/B:SK1476/01;W/C:SK1476/01) ; 每個BLOCK有1直6橫共6顆Die ; 流水序號已到H013;W012,	258*258,	1,	2,	2,	SK1476/01,	SK1476/01,	H013,	W012,	NA,	NA,
	A0801CB0446,	,	Normal (L/F),	TSOP I 48L,	,	447*422mil,	9,	0,	9,	須加壓板 ; SH (UTC-1000 : SK2594/01) ; 每個BLOCK有1直3共3顆Die ; 2009/01/07 ;流水序號已到W009 ; H009,	447*422mil,	1,	3,	3,	SK2594/01,	SK2594/01,	H009,	W009,	2200,	2700,
	A0801CB0447,	,	Normal (L/F),	TSOP I 48L,	,	 433*646 mil,	1,	0,	1,	須加壓板 ; SH (UTC-1000 : SK2596/01) ; 每個BLOCK有1直3橫共3顆Die ; 2009/01/12 ;已於1/16修復後入庫 ; 流水序號已到SH-001,	433*646mil,	1,	3,	3,	SK2596/01,	SK2596/01,	H001,	W001,	2200,	2700,
	A0803CB0835,	,	,	,	,	,	3,	0,	3,	SH( K&s : H/B:SK5632/01; W/C : SK5632/01 );每個BLOCK有1直2橫共2顆Die ; 2014/08/27流水序號已到W003 ; H003,	,	1,	2,	2,	SK5632/01,	SK5632/01,	H003,	W003,	NA,	NA,
	A0803CB0836,	,	,	,	,	,	3,	0,	3,	SH( K&s : H/B:SK5633/01; W/C : SK5633/01 );每個BLOCK有1直2橫共2顆Die ; 2014/08/27流水序號已到W003 ; H003,	,	1,	2,	2,	SK5633/01,	SK5633/01,	H003,	W003,	NA,	NA,
	A0801CB0701,	TSOP I -56L,	,	,	,	,	3,	0,	3,	須加壓板 ;SH (UTC-2000/S : SK3053/01);每個BLOCK有1直2橫共2Die;2014/08/27;流水序號已到H003; W003,	φ3 mm,	1,	2,	2,	SK3053/01,	SK3053/01,	H003,	W003,	,	,
	A0801CB0739,	TSOP I -56L,	,	,	,	,	3,	0,	3,	須加壓板 ;SH (UTC-2000/S : SK3052/01);每個BLOCK有1直2橫共2Die;2014/08/27;流水序號已到H003; W003,	φ2 mm * 2,	1,	2,	2,	SK3052/01,	SK3052/01,	H003,	W003,	,	,
	A0801CB0836,	TSOP I -56L,	,	,	,	,	13,	0,	13,	須加壓板 ;SH (UTC-2000/S : SK3054/01);每個BLOCK有1直2橫共2Die;2014/10/20;流水序號已到H013; W013,	φ2 mm * 2,	1,	2,	2,	SK3054/01,	SK3054/01,	H013,	W013,	1900,	2400,
	A0801CB0837,	TSOP I - 56L,	,	,	,	,	3,	0,	3,	須加壓板 ;SH (UTC-2000/S : SK3055/01);每個BLOCK有1直2橫共2Die;2014/08/29;流水序號已到H003; W003,	157*217,	1,	2,	2,	SK3055/01,	SK3055/01,	H003,	W003,	1900,	2400,
	A0803CB0837,	,	,	,	,	157*217,	3,	0,	3,	SH( K&s : H/B:SK5634/01; W/C : SK5634/01 );每個BLOCK有1直2橫共2顆Die ; 2014/09/01流水序號已到W003 ; H003,	157*217,	1,	2,	2,	SK5634/01,	SK5634/01,	H003,	W003,	NA,	NA,
	A0803CB0831,	TSOP I 48L,	,	,	,	272*345,	23,	0,	23,	SH(K&S : H/B:SK5628/02; W/C:SK5628/03 );每個BLOCK有1直3橫共3顆Die ; 2020/06/22流水序號已到W052 ; H032,	272*345,	1,	3,	3,	SK5628/02,	SK5628/03,	H032,	W052,	NA,	NA,
	A0801CB0840,	TSOP I - 48L,	,	,	,	,	23,	0,	23,	須加壓板 ;SH (UTC-3000 : 熱壓板編號 SK3058/01) ; 每個BLOCK有2直3橫共6顆Die ; 2015/02/13，流水序號已到H023; W023,	φ118 mil,	2,	3,	6,	SK3058/01,	SK3058/01,	H023,	W023,	2900,	3400,
	A0803CB0448,	VLGA 52L,	,	,	,	624*427,	1,	0,	1,	須加壓板 ; SH( K&S:H/B:SK1544/01;W/C:SK1544/01);每個BLOCK有1直4橫共4顆Die;流水序號已到W001;H001,	624*427,	1,	4,	4,	SK1544/01,	SK1544/01,	H001,	W001,	NA,	NA,
	A0803CB0468,	,	Normal (L/F),	QFN 64L,	,	230*230 mil,	2,	0,	2,	須加壓板 ; SH (K&S : SK1546/01) ; 每個BLOCK有1直6橫共6顆Die ; 序號到H002;W002 ; 2009/10/15,	230*230mil,	1,	6,	6,	SK1546/01,	SK1546/01,	H002,	W002,	24660,	2200,
	A0803CB0466,	ST-BGA 137L,	,	,	,	208*411,	1,	0,	1,	須加壓板 ; ZC( K&S:H/B:SK5;W/C:SK5);每個BLOCK有1直4橫共4顆Die;流水序號已到W001;H001,	208*411,	1,	4,	4,	SK5,	SK5,	H001,	W001,	NA,	NA,
	A0801CB0470,	,	Normal (L/F),	TQFP 128L,	,	315*315 mil,	6,	0,	6,	SH( UTC-1000:SK2625/01) ; 2006/06/30 ; (三雄更新版本增加UTC-3000的讓位：SK/2625/02)2013/9/3;流水序號已到W007 ; H007,	315*315mil,	1,	3,	3,	SK2625/02,	SK2625/02,	H007,	W007,	2200,	2700,
	A0803CB0471,	,	Normal (L/F),	QFP 100L,	,	189*189mil,	1,	0,	1,	須加壓板 ; SH(K&S : SK1550/01) ; 每個BLOCK有1直2橫共2顆Die ; 序號到H001;W001 ; 2009/07/10,	189*189mil,	1,	2,	2,	SK1550/01,	SK1550/01,	H001,	W001,	2200,	2700,
	A0801CB0473,	,	Substrate,	FBGA 60L,	268*466*8 mil,	,	31,	0,	31,	須加壓板 ; ZC(UTC-2000/S)BLOCK有4直5橫共20顆Die ; 2009/07/28 ;流水序號已到W331 ; H331,	268*466*8mil,	4,	5,	20,	SK2627/01,	SK2627/01,	H362,	W361,	11450,	7200,
	A0801CB0472,	,	 Normal,	TQFP 128L,	,	236*236 mil,	10,	0,	10,	須加壓板 ; SH (UTC-1000 : SK2628/01) ; 每個BLOCK有1直2橫共2顆Die ;L128L2323S4A導線架專用; 2009/07/23流水序號已到W010 ; H010,	236*236mil,	1,	2,	2,	SK2628/01,	SK2628/01,	H010,	W010,	1950,	2450,
	A0803CB0472,	,	Normal (L/F),	TQFP 128L,	,	 236*236 mil,	1,	0,	1,	須加壓板 ; SH(K&S : SK1556/01) ; 每個BLOCK有1直2橫共2顆Die ; 序號到H001;W001 ; 2009/07/13 ; L128L2323S4A導線架專用,	236*236mil,	1,	2,	2,	SK1556/01,	SK1556/01,	H001,	W001,	2200,	2700,
	A0803CB0474,	DFN 8L,	,	,	,	43*71,	58,	0,	58,	SH(K&S :H/B SK1555/02 W/C:SK1555/01); Sawing type 共用;2015/09/25流水號已到H109;W085,	43*71,	1,	1,	1,	SK1555/02,	SK1555/01,	H109,	W085,	NA,	NA,
	A0801CB0476,	,	Substrate,	FBGA 60L,	216*296*10 mil,	,	1,	0,	1,	須加壓板 ; SH (UTC-1000 : SK2630/01) ; 每個BLOCK有1直5橫共5顆Die ; 2009/07/14 ;流水序號已到W001 ; H001,	216*296*10mil,	1,	5,	5,	SK2630/01,	SK2630/01,	H001,	W001,	2700,	3450,
	A0801CB0478,	,	Normal (L/F),	TSOP 1 -56L,	,	270*350mil,	3,	0,	3,	SH (UTC-1000 : 熱板SK2632/01，壓板SK2632/02) ; 每個BLOCK有1直2橫共2顆Die ; 2013/01/08流水序號已到W010 ; H010,	270*350mil,	1,	2,	2,	SK2632/01,	SK2632/02,	H010,	W010,	1950,	2450,
	A0801CB0477,	,	Normal (L/F),	TSOP 1-56L,	,	ψ3 mm,	1,	0,	1,	須加壓板 ; SH (UTC-1000 : SK2631/01) ; 每個BLOCK有1直2橫共2顆Die ; 2009/07/22;流水序號已到W001 ; H001,	ψ3mm,	1,	2,	2,	SK2631/01,	SK2631/01,	H001,	W001,	1950,	2450,
	A0803CB0354,	QFP 100L,	,	,	,	 276*276,	17,	0,	16,	須加壓板 ; SH(K&S : H/B:SK1239/01;W/C:SK1239/01) ; 每個BLOCK有1直2橫共2顆Die,	276*276,	1,	2,	2,	SK1239/01,	SK1239/01,	H017,	W017,	24660,	2200,
	A0801CB0479,	,	Substrate,	FBGA 60L,	268*466*8 mil,	,	20,	0,	20,	須加壓板 ; ZC(UTC-1000S)BLOCK有4直5橫共20顆Die ; 2009/07/30 ;流水序號已到W320 ; H320,	268*466*8mil,	4,	5,	20,	NA,	NA,	H320,	W320,	3450,	4200,
	A0803CB0205,	LQFP 64L,	,	,	,	 260*260 mil,	1,	0,	1,	須加壓板 ; SH(K&S :H/B: SK1560/01;W/C:SK1560/01) ; 每個BLOCK有1直2橫共2顆Die; 序號到H001;W001,	 260*260 mil,	1,	2,	2,	SK1560/01,	SK1560/01,	H001,	W001,	3450,	4200,
	A0801CB0481,	,	Substrate,	ST-BGA 128L,	208*411*2.5 mil,	,	10,	0,	10,	須加壓板 ; SH (UTC-1000 H/B:SK2633/01;W/C:SK2633/02) ; 每個BLOCK有1直4橫共4顆Die ; PE將壓板改版(由SK2633/01改成SK2633/02); 2011/05/17流水序號已到W011 ; H010,	208*411*2.5mil,	1,	4,	4,	SK2633/01,	SK2633/02,	H010,	W011,	2900,	3200,
	A0801CB0482,	,	Substrate,	FBGA 60L,	289*266*10 mil,	,	4,	0,	4,	須加壓板 ; SH (UTC-1000 : H/B:SK2635/01 ; W/C:SK2635/02); 每個BLOCK有4直3橫共12顆Die ; 2010/06/23;流水序號已到W006 ; H006,	289*266*10mil,	4,	3,	12,	SK2635/01,	SK2635/02,	H006,	W006,	4450,	5950,
	A0803CB0480,	,	Normal (L/F),	LQFP 100L,	,	 276*276 mil,	1,	0,	1,	需加壓板 ; SH(K&S : SK1562/01) ; 每個BLOCK有1直2橫共2顆Die ; 序號到H001;W001 ; 2009/8/21,	276*276mil,	1,	2,	2,	SK1562/01,	SK1562/01,	H001,	W001,	1950,	2450,
	A0803CB0483,	QFN 36L,	,	,	,	220*220,	7,	0,	7,	SH( K&S : H/B:SK1569/01; W/C:SK1569/01) ; 每個BLOCK有1直8橫共8顆Die ; 2017/08/23流水序號已到H023;W010,	220*220,	1,	8,	8,	SK1569/01,	SK1569/01,	H023,	W010,	NA,	NA,
	A0803CB0484,	QFN 36L,	,	,	,	220*220,	27,	0,	27,	SH(K&S:H/B:SK1570/01; W/C:SK1570/01) ; 每個BLOCK有1直5橫共5顆Die ; 2015/12/25流水序號已到H039;W029,	220*220,	1,	5,	5,	SK1570/01,	SK1570/01,	H039,	W029,	NA,	NA,
	A0801CB0496,	,	Normal (L/F),	TSOP 2-66L,	,	138*242 mil,	1,	0,	1,	須加壓板 ;每個BLOCK有1直3橫共3顆Die ; SH(UTC-1000 : 熱壓板SK2647/01); 2009/09/21 ; 流水序號已到W001 ; H001,	138*242mil,	1,	3,	3,	SK2647/01,	SK2647/01,	H001,	W001,	2200,	2700,
	A0801CB0497,	,	Substrate,	FBGA 78L,	316*373*7.8 mil,	,	6,	0,	6,	 須加壓板 ; SH (UTC-1000 : SK2651/01) ; 每個BLOCK有1直6橫共6顆Die ; 2010/06/17流水序號已到W007 ; H006; 6/8 1pcs壓板損壞 ; 已補齊,	316*373*7.8mil,	1,	6,	6,	SK2651/01,	SK2651/01,	H006,	W007,	2950,	3700,
	A0803CB0485,	MiniBGA 176L,	,	,	,	8*13.5,	0,	0,	0,	SH(K&S:H/B:SK1586/01;W/C:SK1586/02 ) ; 2012/08/07流水序號已到H043;W042,	8*13.5,	2,	6,	12,	SK1586/01,	SK1586/02,	H043,	W042,	2200,	2700,
	A0803CB0207,	QFP 100L,	,	,	,	 236*236,	21,	0,	14,	須加壓板 ; SH(K&S : H/B:SK1020/01;W/CSK1020/01) ;每個BLOCK有1直2橫共2顆Die,	 236*236,	1,	2,	2,	SK1020/01,	SK1020/01,	H021,	W015,	2200,	2700,
	A0801CB0498,	,	Substrate,	FBGA 84L,	255*406*10 mil,	,	9,	0,	9,	須加壓板 ; SH (UTC-1000 : SK2652/01) ; 每個BLOCK有1直4橫共4顆Die ; 2009/10/16流水序號已到W009 ; H009,	255*406*10mil,	1,	4,	4,	SK2652/01,	SK2652/01,	H009,	W009,	2450,	3250,
	A0801CB0499,	,	Normal (L/F),	TSOP2-54L,	,	144*170*11.8 mil,	17,	0,	17,	須加壓板 ; SH (UTC-1000 : SK2653/01) ; 每個BLOCK有1直3橫共3顆Die ; 2011/11/29流水序號已到W017 ; H021; 5/13損壞1pcs熱板; 5/26已補齊；2011/11/29熱板損壞2pcs，已補齊,	144*170*11.8mil,	1,	3,	3,	SK2653/01,	SK2653/01,	H021,	W017,	2200,	2700,
	A0801CB0500,	,	Normal (L/F),	TSOP2-54L,	146*187 mil,	,	30,	0,	30,	須加壓板 ; SH (UTC-1000 : SK2654/01) ; 每個BLOCK有1直3橫共3顆Die ; 2010/12/05流水序號已到W031 ; H035; 6/4補齊 ; 6/30 1pcs熱板受損 ; 已於7/8補齊; 11/11損壞2 pcs ; 已於2010/12/05補齊,	146*187mil,	1,	3,	3,	SK2654/01,	SK2654/01,	H035,	W031,	2200,	2700,
	A0801CB0501,	,	Normal (L/F),	TSOP2-54L,	,	110*145 mil,	45,	0,	45,	須加壓板 ; SH (UTC-1000 : H/B: SK2655/02 ; W/C:SK2655/02) ; 每個BLOCK有1直3橫共3顆Die ; 2010/12/05 ;流水序號已到W051 ; H065 ; 11/11損壞1 pcs ; 已於2010/12/05補齊,	110*145mil,	1,	3,	3,	SK2655/02,	SK2655/02,	H065,	W051,	2200,	2700,
	A0803CB0502,	QFN 132L,	,	,	,	213*213,	38,	0,	65,	SH( K&S:H/B:SK1589/05;W/C:SK1589/01);每個BLOCK有1直5橫共5顆Die;流水序號已到H175; W072,	213*213,	1,	5,	5,	SK1589/05,	SK1589/01,	H175,	W072,	NA,	NA,
	A0801CB0503,	,	Normal (L/F),	TSOP2-66L,	347*320 mil,	,	1,	0,	1,	須加壓板 ; ZC(UTC-1000 ) ; 每個BLOCK有2直3橫共6顆Die ; 2009/10/21流水序號已到W301 ; H301,	347*320mil,	2,	3,	6,	NA,	NA,	H301,	W301,	2950,	3450,
	A0801CB0505,	,	Substrate,	FBGA 84L,	289*266*10 mil,	,	1,	0,	1,	須加壓板 ; SH (UTC-1000 : SK2659/01) ; 每個BLOCK有2直4橫共8顆Die ; 2009/11/05 ;流水序號已到W001 ; H001,	289*266*10mil,	2,	4,	8,	SK2659/01,	SK2659/01,	H001,	W001,	3450,	4200,
