part_no,product_id,route,pin_package,die_size,die_pad_size,qty1,qty2,qty3,desc,die_size_pad_size,column,row,die,hb_design_version,wc_design_version,hb_series_no,wc_series_no,hb_unit_price,wc_unit_price,
	A0801CB0088,	,	Normal (L/F + Subs.),	TSOP 2-54,	4.83*9.25 mm,	7.04*12.17 mm,	0,	0,	0,	2000/12/8  ; UTC-300 H/B 1 Set,	4.83*9.25mm/7.04*12.17mm,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0801CB0090,	,	Normal (L/F),	TSOP 2-50,	,	200*136 mil,	0,	0,	0,	Die厚度12.5mil ; 熱板可由A0801CB0057代替 SK2060/02 ; 大陸廠借22套 ; 2004/3/5   ; UTC-300 H/B 22 Set; 壓板可由A0801CB0014代替 ; 2000/12/7  ; UTC-300 H/B 3 Set,	200*136mil,	,	,	,	SK2060/02,	SK2060/01,	H001,	W001,	1950,	2450,
	A0801CB0091,	,	LOC,	TSOP 2-54,	238*439 mil,	,	5,	0,	0,	Die厚度15mil ; 其中15套由A0801CB0001而來 ; 2001/7/6  ; UTC-300 H/B 15 Set,	238*439mil,	,	,	,	NA,	NA,	H005,	W005,	1950,	2450,
	A0801CB0092,	,	Normal (L/F),	TSOP 2-40/44,	,	300*380 mil,	0,	0,	0,	2001/2/2  ; UTC-300 H/B 5 Set,	300*380mil,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0801CB0093,	,	Normal (L/F),	TSOP 2-50,	,	200*132 mil,	0,	0,	0,	2001/2/2 ; UTC-300 H/B 5  Set,	200*132mil,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0801CB0094,	,	Normal (L/F),	TSOP 2-50,	,	190*315 mil,	0,	0,	0,	大陸廠借1套 ; 2002/11/22  ; UTC-300 H/B    ; UTC-300 H/B  6 Set,	190*315mil,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0801CB0095,	,	Normal (L/F + Subs.),	TSOP 2-54,	6.97*7.04 mm,	8*20.2 mm,	0,	0,	0,	2000/12/8 ; UTC-300 H/B 2 Set,	6.97*7.04mm/8*20.2mm,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0801CB0096,	,	Normal (L/F),	TSOP 2-44,	,	139*222 mil,	0,	0,	0,	3.541*5.633 mm ; 2001/3/1  ; UTC-300 H/B 1 Set,	139*222mil,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0801CB0097,	,	Normal (L/F),	TSOP 2-40/44,	,	325*682 mil,	0,	0,	0,	2001/2/26  ; UTC-300 H/B 1 Set,	325*682mil,	,	,	,	NA,	NA,	H001,	W001,	2200,	2700,
	A0801CB0098,	,	LOC,	TSOP 2-50,	166*323 mil,	,	15,	0,	0,	Die厚度10mil ; 2001/6/11  ; UTC-300 H/B 1 Set,	166*323mil,	,	,	,	NA,	NA,	H015,	W015,	3450,	4200,
	A0801CB0099,	,	Normal (L/F),	TSOP 1-48,	,	626*420 mil,	3,	0,	3,	SH(UTC-1000 : SK2209/02 ; UTC-300 : SK2295/01)須加壓板 ; 每個BLOCK有1直2橫共2顆Die;2006/02/24;UTC-300 H/B 1 Set,	626*420mil,	1,	2,	2,	SK2209/02,	SK2209/02,	H004,	W004,	3450,	4200,
	A0801CB0100,	,	Normal (L/F),	TSOP 2-24/26,	,	170*270 mil,	0,	0,	0,	2001/10/23 ; 2003/8/13 華特借走 1 set ; 2003/08/28 華特借走 7 sets,	170*270mil,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0101,	,	Normal (L/F),	TSOP 2-86,	,	264*493 mil,	0,	0,	0,	2001/9/19  ; UTC-300 H/B 16 Set,	264*493mil,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0102,	,	LOC,	TSOP 2-54,	281*326 mil,	,	2,	0,	0,	2001/5/14  ; UTC-300 H/B 1 Set,	281*326mil,	,	,	,	NA,	NA,	H002,	W002,	1950,	2450,
	A0801CB0103,	,	LOC,	TSOP 2-54,	353*365 mil,	,	2,	0,	0,	Die厚度10mil ; 可由A0801CB0104 ; 107代替 ; 2001/5/21,	353*365mil,	,	,	,	NA,	NA,	H002,	W002,	1950,	2450,
	A0801CB0104,	,	LOC,	TSOP 2-54,	365*403 mil,	,	2,	0,	0,	Die厚度10mil ; 可由A0801CB0103 ; 107代替 ; 2001/5/21,	365*403mil,	,	,	,	NA,	NA,	H002,	W002,	1950,	2450,
	A0801CB0105,	,	Normal (L/F),	TSOP 2-24/26,	,	120*220 mil,	0,	0,	0,	2001/10/25 ; 2003/8/13 華特借走 1 set ; 2003/08/28 華特借走 7 sets,	120*220mil,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0106,	,	LOC,	TSOP 2-,	X*Y,	,	16,	0,	0,	X>100 mil ; Y>200 mil ; 2002/10/5,	X*Y,	,	,	,	NA,	NA,	H016,	W016,	3450,	4200,
	A0801CB0107,	,	LOC,	TSOP 2-,	X*Y,	,	63,	0,	0,	X>200 mil ; Y>300 mil ; 2004/8/12,	X*Y,	,	,	,	NA,	NA,	H063,	W063,	3450,	4200,
	A0801CB0108,	,	Normal (L/F),	LQFP 100,	,	426*520 mil,	0,	0,	0,	須加壓板 ; 於2004/11/11轉移9套(UTC-300)給華特 ; 於2005/11/14拿9套(UTC-300)回台南  ; UTC-300 H/B 9 Set,	426*520mil,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0801CB0109,	,	Normal (L/F),	LQFP 100,	,	180*180mil,	0,	0,	0,	須加壓板 Dual Die ; 轉移2套(UTC-300)給華特 ; 2004/11/11,	180*180mil,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0801CB0110,	,	SOC,	SOC 60,	274*277 mil,	,	20,	0,	20,	須加壓板 ; 一個BLOCK共10(2*5)顆DIE ; 熱板凹槽總深度為210 um ; 2004/10/5,	274*277mil,	5,	2,	10,	NA,	NA,	H020,	W020,	3450,	4200,
	A0801CB0111,	,	LOC,	TSOP 2-86,	185*328 mil,	,	0,	0,	0,	Die厚度12.5mil ; 2002/5/23  ; UTC-300 H/B 5 Set,	185*328mil,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0112,	,	Normal (L/F),	TSOP 1-48,	,	524*394 mil,	0,	0,	0,	(12*20) ; 2001/11/7  ; UTC-300 H/B 3 Set,	524*394mil,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0113,	,	Normal (L/F),	TSOP 2-44,	,	210*280 mil,	4,	0,	4,	UTC-1000[左右雙排; SH(SK2165/01)]; UTC-300有7套移至宏茂; 2005/8/29,	210*280mil,	2,	1,	2,	SK2165/01,	SK2165/01,	H004,	W004,	1950,	2450,
	A0803CB1085,	TSOP2-SSCME,	,	,	,	400*875 mil,	25,	0,	25,	SH( K&S: H/B:SK6274/01;W/C:SK6274/02 ) ; 每個BLOCK有1直3橫共3顆Die ; 2020/07/14;流水序號已到H026; W028,	400*875 mil,	1,	3,	3,	SK6274/01,	SK6274/02,	H026,	W028,	NA,	NA,
	A0801CB0114,	,	SOC,	SOC 60,	233*442 mil,	,	0,	0,	0,	  2002/2/26,	233*442mil,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0115,	,	SOC,	SOC 60,	233*442 mil,	,	1,	0,	1,	ZC ; UTC-1000 2004/05/05,	233*442mil,	5,	2,	10,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0116,	,	,	RFID(3.3*4),	,	,	0,	0,	0,	2002/2/26,	NA,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0117,	,	Normal (L/F),	TSOP 1-48,	,	436*235 mil,	0,	0,	0,	2002/2/26  ; UTC-300 H/B 10 Set,	436*235mil,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0118,	,	Normal (L/F),	TSOP 1-48,	,	280*240 mil,	8,	0,	8,	須加壓板 ;SK(UTC-1000 2166/01) ; 2004/8/6  ; UTC-300 H/B 5 Set,	280*240mil,	1,	2,	2,	SK2166/01,	SK2166/01,	H010,	W010,	3450,	4200,
	A0801CB0119,	,	Normal (L/F + Subs.),	TSOP 2-44,	5.7*8.12 mm,	7.04*12.17 mm,	0,	0,	0,	其中一套由A0801CB0087修改而來 ;  UTC-300 H/B 5 Set,	5.7*8.12mm/7.04*12.17mm,	,	,	,	NA,	NA,	H001,	W001,	1950,	2450,
	A0801CB0120,	,	Normal (L/F),	TSOP 2-24/26,	,	169*228 mil,	0,	0,	0,	2002/5/25 ; 2003/8/13 華特借走 1 set ; 2003/08/28 華特借走 4 sets,	169*228mil,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0121,	,	LOC,	TSOP 2-86,	268*269 193*307,	,	0,	0,	0,	; UTC-300 H/B 5 Set,	268*269 193*307,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0122,	,	Normal (L/F),	TSOP 2-32,	,	140*210 mil,	0,	0,	0,	2004/05/05;12*20 & 280*240 UTC-1000  ;UTC-300 H/B 10 Set,	140*210mil,	1,	1,	1,	SK2054/01,	SK2054/01,	H005,	W005,	3450,	4200,
	A0801CB0123,	,	Normal (L/F),	TSOP 2-50,	,	185*335 mil,	0,	0,	0,	2004/05/05;大陸廠借走二套  ; UTC-300 H/B 5 Set,	185*335mil,	,	,	,	SK2058/01,	SK2058/01,	H001,	W001,	3450,	4200,
	A0801CB0124,	,	Normal (L/F),	LQFP 100,	,	236*236 mil,	2,	0,	2,	須加壓板 ; SH(SK2050/01) ; 於2004/11/11轉移8套(UTC-300)給華特 ; 於2005/11/02從華特轉移6套回來;2005/11/18  ; UTC-300 H/B 6 Set,	236*236mil,	1,	1,	1,	SK2271/01,	SK2271/01,	H002,	W002,	1950,	2450,
	A0801CB0125,	,	Normal (L/F),	LQFP 100,	,	358*358 mil,	0,	0,	0,	須加壓板 ; SH(SK2050/01) 須加壓板 ; SH(SK2055/01) ; 轉移1套(UTC-300)給華特 ; 2004/11/11,	358*358mil,	,	,	,	SK2055/01,	SK2055/01,	H001,	W001,	1950,	2450,
	A0801CB0126,	,	SOC,	SOC 60,	303*470 mil,	,	0,	0,	0,	2002/7/11  ; UTC-300 H/B 1 Set,	303*470mil,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0127,	,	SOC,	SOC 60,	303*470 mil,	,	0,	0,	0,	2002/7/11  ; UTC-300 H/B 1 Set,	303*470mil,	,	,	,	NA,	NA,	H001,	W001,	3450,	4200,
	A0801CB0128,	,	Normal (L/F),	TSOP 2-40/44,	,	204*160 mil,	0,	0,	0,	SH (SK2061/01) ; 2002/7/24  ; UTC-300 H/B 5 Set,	204*160mil,	,	,	,	SK2061/01,	SK2061/01,	H001,	W001,	2200,	2700,
