ENTITY,MODEL,STATUS,LOT#,OPER,PRODUCT,BOND ID,OUTPLAN,IN TIME,CUST,PIN_PKG,WIP,PM,Lot Part Id,Lot Urgent Code,Last Wip Lot,Last Pin Package,Last Cust,Last bd id,Last Part ID,G.UPH,wip_outplan_time,SETTING OPER,ent_weight
BB221,UTC3000,RUNNING,R21AWAC17,2200.0,048TPAW086,AAW048TP1041B,22-05-23 15:27,22-05-23 06:10,MXIC,TSOP1-48/M2,720.0,,1091A08T41,,R21AWAC06,TSOP1-48/M2,MXIC,AAW048TP1041B,1091A08T41,77.5263,22-05-23 15:27,2200,30949.714285714286
BB222,UTC3000,RUNNING,R20AWDC01,2200.0,048TPAW103,AAW048TP1008B,22-05-23 07:57,22-05-22 21:21,MXIC,TSOP1-48/M2,720.0,,1091A08T41,,R20AWDG10,TSOP1-48/M2,MXIC,AAW048TP1008B,1091A08T41,68.0197,22-05-23 07:57,2200,21595.535714285714
BB223,UTC3000,RUNNING,R19OKB404,2200.0,048TVOK056,AOK048TV1029A,22-05-23 15:14,22-05-23 03:27,LAPIS,TSOP1-48A2,2560.0,,1091A07C41,,R19OKB408,TSOP1-48A2,LAPIS,AOK048TV1029A,1091A07C41,217.3206,22-05-23 15:14,2200,21994.5
BB224,UTC3000,RUNNING,R20VGBC01,3200.0,024XJVG009,ABU024XJ6003A,22-05-24 02:40,22-05-23 01:28,ISSI-VG,STBGA24J4U,12320.0,,,,R20AWDG35,TSOP1-48/M2,MXIC,AAW048TP1008B,1091A08T41,432.3776,22-05-24 02:40,3200,2340.8
BB225,UTC3000,RUNNING,R21AWA424,2200.0,048TPAW086,AAW048TP1041B,22-05-23 16:10,22-05-23 06:53,MXIC,TSOP1-48/M2,720.0,,1091A08T41,,R21AWA415,TSOP1-48/M2,MXIC,AAW048TP1041B,1091A08T41,77.5263,22-05-23 16:10,2200,30949.714285714286
BB226,UTC3000,RUNNING,R19OKB403,2200.0,048TVOK056,AOK048TV1029A,22-05-23 13:25,22-05-23 01:39,LAPIS,TSOP1-48A2,2560.0,,1091A07C41,,R19OKB303,TSOP1-48A2,LAPIS,AOK048TV1029A,1091A07C41,217.3206,22-05-23 13:25,2200,21994.5
BB227,UTC3000,RUNNING,R20AWEB03,2200.0,048TPAW103,AAW048TP1008B,22-05-23 15:30,22-05-23 04:55,MXIC,TSOP1-48/M2,720.0,,,,R20AWDC06,TSOP1-48/M2,MXIC,AAW048TP1008B,1091A08T41,68.0197,22-05-23 15:30,2200,21595.535714285714
BB228,UTC3000,RUNNING,R20MSLP03,2200.0,078U9MS017,AMS078C93001B,22-05-23 13:31,22-05-22 10:36,MTI,FBGA-78U9,6680.0,05/23/2022 SP,1091A06T21,,R21MSAY01,FBGA-78U9,MTI,AMS078C93001B,1091A06T21,287.1324,22-05-23 13:31,2200,43971.025
BB229,UTC3000,RUNNING,R18NVUF41,3200.0,345XTNV080,ANV345XTG002A,22-05-23 15:52,22-05-23 06:47,PHISON,STBGA345NBC,670.0,05/24/2022 SP,1091A07C41,4P,R18NVUF20,STBGA345NBC,PHISON,ANV345XTG002A,1091A07C41,69.5439,22-05-23 15:52,3200,0.0
BB230,UTC3000,RUNNING,R21LWAI01,2200.0,078U9LW012,ALW078C93001A,22-05-23 22:24,22-05-23 01:46,MTI-S,FBGA-78U9,6687.0,05/25/2022 SP,1091A06C21,,R20LWAC02,FBGA-78U9,MTI-S,ALW078C93001A,1091A06C21,324.0975,22-05-23 22:24,2200,28486.955555555556
BB231,UTC3000,SETUP,,,,ANV345XTG002A,22-05-23 09:01,22-05-23 07:37,,,,05/26/2022 SP,,,R21ABFC01,STBGA24D6U,WINBOND,AAB024XJ6011A,1091A07T21,69.5439,,3400,0.0
BB232,UTC3000,RUNNING,R21AWAC22,2200.0,048TPAW086,AAW048TP1041B,22-05-23 09:41,22-05-23 00:24,MXIC,TSOP1-48/M2,720.0,05/27/2022 SP,1091A08T41,,R20AWEC40,TSOP1-48/M2,MXIC,AAW048TP1041B,1091A08T41,77.5263,22-05-23 09:41,2200,30949.714285714286
BB233,UTC3000,RUNNING,R18NVUF39,3200.0,345XTNV080,ANV345XTG002A,22-05-23 04:31,22-05-22 18:54,PHISON,STBGA345NBC,708.0,05/28/2022 SP,1091A07C41,4P,R18NVUF32,STBGA345NBC,PHISON,ANV345XTG002A,1091A07C41,69.5439,22-05-23 04:31,3200,0.0
BB234,UTC3000,WAIT-SETUP,,,,ANV345XTG002A,,22-05-23 06:49,,,,05/29/2022 SP,,,R21AWA746,TSOP1-48/M2,MXIC,AAW048TP1041B,1091A08T41,69.5439,,2200,0.0
BB235,UTC3000,RUNNING,R18NVUF34,3200.0,345XTNV080,ANV345XTG002A,22-05-23 12:20,22-05-23 03:14,PHISON,STBGA345NBC,670.0,05/30/2022 SP,1091A07C41,4P,R18NVUF44,STBGA345NBC,PHISON,ANV345XTG002A,1091A07C41,69.5439,22-05-23 12:20,3200,0.0
BB441,UTC1000S,RUNNING,R20BUCB01,2200.0,096EFBU001,ABU096EF2001A,22-05-23 11:14,22-05-22 16:49,ICSI,FBGA-96UEF,4993.0,,1091A07T21,,R20BUBV03,FBGA-96UEF,ICSI,ABU096EF2001A,1091A07T21,271.2028,22-05-23 11:14,2200,28895.477124183006
BB442,UTC1000S,RUNNING,R21ABGB04,2200.0,096ELAB057,AAB096EL1019A,22-05-23 20:51,22-05-22 20:53,WINBOND,FBGA96UEL(2),5919.0,,,,R21AWAY06,MINIBGA24A4L,MXIC,AAW024MA6031B,1091A07T41,246.8543,22-05-23 20:51,2200,15395.712418300654
BB443,UTC1000S,RUNNING,R21CDAF05,2200.0,054TNCD020,ACD054TA1008B,22-05-23 09:50,22-05-22 23:40,ETRON,TSOP2-54ME,2880.0,,,,R20ABT511,VFBGA178JEU,WINBOND,AAB178NN2001A,1091A07T21,283.209,22-05-23 09:50,2200,14080.333333333332
BB444,UTC1000S,WAIT-REPAIR,R21MSBI01,2200.0,078ENMS017,AMS078EN1005A,22-05-22 23:00:17,22-05-23 07:00,MTI,FBGA-78UEN,2311.0,,1091A06T21,,R21MSA506,FBGA-78UEN,MTI,AMS078EN1005A,1091A06T21,175.1896,22-05-22 23:00,2200,6858.526315789473
BB445,UTC1000S,RUNNING,R20NVW483,2200.0,048TRNV039,ANV048TR2009A,22-05-23 21:04,22-05-23 07:59,PHISON,TSOP1-48MR-C,2160.0,,1091A07C21,,R21VGHS02,MINIBGA24J4U,ISSI-VG,ABU024MA6008A,1091A07C41,165.2239,22-05-23 21:04,2200,67269.14285714286
BB446,UTC1000S,ENG,R18AWBV02,2200.0,064MRAW035,AAW064MR1012A,22-05-09 09:12,22-05-09 09:12,MXIC,MBGA64J4U,4000.0,,,,R18RKA203,FBGA-78UEP,RK,ARK078EP1001B,1091A06C21,242.9109,22-05-06 03:56,2200,500.0
BB447,UTC1000S,RUNNING,R20NVW438,2200.0,048TRNV039,ANV048TR2009A,22-05-23 00:20,22-05-22 11:16,PHISON,TSOP1-48MR-C,2160.0,,1091A07C21,,R20CDB106,TSOP2-54ME,ETRON,ACD054TN1001A,1091A07T21,165.2239,22-05-23 00:20,2200,67269.14285714286
BB448,UTC1000S,RUNNING,R21MSA915,2200.0,078ENMS017,AMS078EN1005A,22-05-23 23:57,22-05-23 03:38,MTI,FBGA-78UEN,3560.0,,1091A06T21,,R21MSAB03,FBGA-78UEN,MTI,AMS078EN1005A,1091A06T21,175.1896,22-05-23 23:57,2200,6858.526315789473
BB449,UTC1000S,RUNNING,R19ABFS02,2200.0,178NNAB002,AAB178NN2001A,22-05-23 22:26,22-05-23 04:58,WINBOND,VFBGA178JEU,2318.0,,,,R20ABT510,VFBGA178JEU,WINBOND,AAB178NN2001A,1091A07T21,132.725,22-05-23 22:26,2200,6856.64761904762
BB450,UTC1000S,RUNNING,R21MSC502,2200.0,048TWMS080,AMS048TW1065A,22-05-23 12:47,22-05-23 07:06,MTI,TSOP1-48AM,2160.0,,1091A07T41,,R21MSC615,TSOP1-48AM,MTI,AMS048TW1065A,1091A07T41,380.2036,22-05-23 12:47,2200,20477.97142857143
BB451,UTC1000S,RUNNING,R20NVW4E4,2200.0,048TRNV039,ANV048TR2009A,22-05-22 20:49,22-05-22 07:44,PHISON,TSOP1-48MR-C,2160.0,,1091A07C21,,R19ABNN01,FBGA-84UC2H,WINBOND,AAB084CC9005A,1091A07T21,165.2239,22-05-22 20:49,2200,67269.14285714286
BB452,UTC1000S,RUNNING,R21MSA912,2200.0,078ENMS017,AMS078EN1005A,22-05-23 11:13,22-05-22 14:57,MTI,FBGA-78UEN,3549.0,,1091A06T21,,R21MSA613,FBGA-78UEN,MTI,AMS078EN1005A,1091A06T21,175.1896,22-05-23 11:13,2200,6858.526315789473
BB453,UTC1000S,RUNNING,R20BUBU01,2200.0,096EFBU001,ABU096EF2001A,22-05-23 10:08,22-05-22 15:51,ICSI,FBGA-96UEF,4960.0,,1091A07T21,,R20BUBT07,FBGA-96UEF,ICSI,ABU096EF2001A,1091A07T21,271.2028,22-05-23 10:08,2200,28895.477124183006
BB454,UTC1000S,RUNNING,R21MSC612,2200.0,048TWMS080,AMS048TW1065A,22-05-23 09:39,22-05-23 03:58,MTI,TSOP1-48AM,2160.0,,1091A07T41,,R21MSC313,TSOP1-48AM,MTI,AMS048TW1065A,1091A07T41,380.2036,22-05-23 09:39,2200,20477.97142857143
BB455,UTC1000S,RUNNING,R21ABAB07,2200.0,060EMAB003,AAB060EM2002A,22-05-23 23:16,22-05-22 20:33,WINBOND,FBGA60UEM2-1,7750.0,,1091A07T21,,R21ABAA04,FBGA60UEM2-1,WINBOND,AAB060EM2002A,1091A07T21,290.0666,22-05-23 23:16,2200,12864.991666666667
BB456,UTC1000S,IDLE,,,,ABU096EA1003A,,22-05-22 23:39,,,,,,,R20BUBW03,FBGA-96LEA,ICSI,ABU096EA1003A,1091A07T21,166.1161,,2200,0.0
BB457,UTC1000S,RUNNING,R21ABAB04,2200.0,060EMAB003,AAB060EM2002A,22-05-23 22:05,22-05-22 19:41,WINBOND,FBGA60UEM2-1,7660.0,,1091A07T21,,R18ABGP01,MBGA24J3U,WINBOND,AAB024MAA008A,1091A07T21,290.0666,22-05-23 22:05,2200,12864.991666666667
BB458,UTC1000S,WAIT-SETUP,,,,ANV048TR2009A,,22-05-23 06:52,,,,,,,R20BUBW04,FBGA-96LEA,ICSI,ABU096EA1003A,1091A07T21,165.2239,,2200,67269.14285714286
BB459,UTC1000S,IN-REPAIR,R21MSA807,2200.0,078ENMS017,AMS078EN1005A,22-05-23 12:49:28,22-05-23 07:31,MTI,FBGA-78UEN,2202.0,,1091A06T21,,R21MSA615,FBGA-78UEN,MTI,AMS078EN1005A,1091A06T21,175.1896,22-05-23 12:49,2200,6858.526315789473
BB460,UTC1000S,RUNNING,R20MSL401,2200.0,096ECMS003,AMS096EC1002A,22-05-23 20:54,22-05-23 01:03,MTI,FBGA-96UEC,5600.0,05/23/2022 MP,1091A06T41,,R20MSKP02,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,22-05-23 20:54,2200,153745.125
BB461,UTC1000S,RUNNING,R21ABAA06,2200.0,060EMAB003,AAB060EM2002A,22-05-22 20:40,22-05-21 17:56,WINBOND,FBGA60UEM2-1,7755.0,05/24/2022 MP,1091A07T21,,R20BUBG06,FBGA-84UC(2),ICSI,ABU084CC2004B,1091A07C21,290.0666,22-05-22 20:40,2200,12864.991666666667
BB462,UTC1000S,RUNNING,R21ABFQ01,2200.0,060EMAB004,AAB060EM2001A,22-05-23 12:24,22-05-22 11:49,WINBOND,FBGA60UEM2-1,7600.0,05/25/2022 MP,,,R21MSA603,FBGA-78UEN,MTI,AMS078EN1005A,1091A06T21,309.2533,22-05-23 12:24,2200,15726.449999999999
BB463,UTC1000S,RUNNING,R21MSC613,2200.0,048TWMS080,AMS048TW1065A,22-05-23 09:19,22-05-23 03:38,MTI,TSOP1-48AM,2160.0,05/26/2022 MP,1091A07T41,,R21MSC417,TSOP1-48AM,MTI,AMS048TW1065A,1091A07T41,380.2036,22-05-23 09:19,2200,20477.97142857143
BB465,UTC1000S,RUNNING,R21MSC503,2200.0,048TWMS080,AMS048TW1065A,22-05-23 12:51,22-05-23 07:10,MTI,TSOP1-48AM,2160.0,05/27/2022 MP,1091A07T41,,R21MSC601,TSOP1-48AM,MTI,AMS048TW1065A,1091A07T41,380.2036,22-05-23 12:51,2200,20477.97142857143
BB466,UTC1000S,IDLE,,,,ANV048TR2009A,,22-05-23 07:48,,,,05/28/2022 MP,,,R21MSA909,FBGA-78UEN,MTI,AMS078EN1005A,1091A06T21,165.2239,,2200,67269.14285714286
BB467,UTC1000S,RUNNING,R21MSA608,2200.0,078ENMS017,AMS078EN1005A,22-05-22 22:41,22-05-22 02:28,MTI,FBGA-78UEN,3544.0,05/29/2022 MP,1091A06T21,,R21MSA507,FBGA-78UEN,MTI,AMS078EN1005A,1091A06T21,175.1896,22-05-22 22:41,2200,6858.526315789473
BB468,UTC1000S,RUNNING,R21ABGN02,2200.0,048TWAB012,AAB048TW2006A,22-05-23 10:53,22-05-23 06:54,WINBOND,TSOP1-48AM,2160.0,05/30/2022 MP,,,R21ABGM18,TSOP1-48AM,WINBOND,AAB048TW2006A,1091A07T21,543.9208,22-05-23 10:53,2200,21235.695238095235
BB469,UTC1000S,RUNNING,R21MSC504,2200.0,048TWMS080,AMS048TW1065A,22-05-23 12:14,22-05-23 06:34,MTI,TSOP1-48AM,2160.0,05/31/2022 MP,1091A07T41,,R21MSC614,TSOP1-48AM,MTI,AMS048TW1065A,1091A07T41,380.2036,22-05-23 12:14,2200,20477.97142857143
BB470,UTC1000S,RUNNING,R20BUBS09,2200.0,096EFBU001,ABU096EF2001A,22-05-23 06:16,22-05-22 21:34,ICSI,FBGA-96UEF,2348.0,,1091A07T21,,R20BUBT05,FBGA-96UEF,ICSI,ABU096EF2001A,1091A07T21,271.2028,22-05-23 06:16,2200,28895.477124183006
BB471,UTC1000S,RUNNING,R21ABFQ02,2200.0,060EMAB004,AAB060EM2001A,22-05-23 13:17,22-05-22 12:48,WINBOND,FBGA60UEM2-1,7570.0,,,,R21MSA508,FBGA-78UEN,MTI,AMS078EN1005A,1091A06T21,309.2533,22-05-23 13:17,2200,15726.449999999999
BB472,UTC1000S,RUNNING,R21MSC303,2200.0,048TWMS080,AMS048TW1065A,22-05-22 20:22,22-05-22 14:41,MTI,TSOP1-48AM,2160.0,,1091A07T41,,R21MSC201,TSOP1-48AM,MTI,AMS048TW1065A,1091A07T41,380.2036,22-05-22 20:22,2200,20477.97142857143
BB473,UTC1000S,RUNNING,R21ABB201,2200.0,060NRAB020,AAB060NR2002A,22-05-23 23:55,22-05-23 06:51,WINBOND,VFBGA60B4U,3960.0,,1091A08T21,,R21ABB306,VFBGA60B4U,WINBOND,AAB060NR2002A,1091A08T21,231.955,22-05-23 23:55,2200,13802.390476190474
BB474,UTC1000S,RUNNING,R21ABFU04,2200.0,060EMAB004,AAB060EM2001A,22-05-24 06:37,22-05-23 05:27,WINBOND,FBGA60UEM2-1,7785.0,,1091A07T21,,R21ABFT01,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,309.2533,22-05-24 06:37,2200,15726.449999999999
BB475,UTC1000S,RUNNING,R21MSA903,2200.0,078ENMS017,AMS078EN1005A,22-05-23 07:44,22-05-22 11:11,MTI,FBGA-78UEN,3600.0,,1091A06T21,,R21MSBI01,FBGA-78UEN,MTI,AMS078EN1005A,1091A06T21,175.1896,22-05-23 07:44,2200,6858.526315789473
BB476,UTC1000S,IDLE,,,,ABU054NO2009A,,22-05-23 07:47,,,,,,,R21BUA307,VFBGA54B4L,ICSI,ABU054NO2009A,1091A07C21,328.3382,,2200,5287.916666666666
BB477,UTC1000S,RUNNING,R20NVW4E3,2200.0,048TRNV039,ANV048TR2009A,22-05-22 18:40,22-05-22 05:36,PHISON,TSOP1-48MR-C,2160.0,,1091A07C21,,R20NVW322,TSOP1-48MR-C,PHISON,ANV048TR2013A,1091A07C21,165.2239,22-05-22 18:40,2200,67269.14285714286
BB478,UTC1000S,RUNNING,R20NVW427,2200.0,048TRNV039,ANV048TR2009A,22-05-23 02:41,22-05-22 13:37,PHISON,TSOP1-48MR-C,2160.0,,1091A07C21,,R20CDB107,TSOP2-54ME,ETRON,ACD054TN1001A,1091A07T21,165.2239,22-05-23 02:41,2200,67269.14285714286
BB479,UTC1000S,RUNNING,R21ABGB01,2200.0,096ELAB057,AAB096EL1019A,22-05-23 15:08,22-05-22 15:19,WINBOND,FBGA96UEL(2),5880.0,,,,R20BUBG07,FBGA-84UC(2),ICSI,ABU084CC2004B,1091A07C21,246.8543,22-05-23 15:08,2200,15395.712418300654
BB480,UTC1000S,RUNNING,R21VGHE05,2200.0,056THVG007,ABU056TH2001A,22-05-23 09:42,22-05-22 22:36,ISSI-VG,TSOP1-56/56,2560.0,,1091A10C41,,R21VGHE04,TSOP1-56/56,ISSI-VG,ABU056TH2001A,1091A10C41,230.5418,22-05-23 09:42,2200,4699.828571428571
BB481,UTC1000S,RUNNING,R21ABGN01,2200.0,048TWAB012,AAB048TW2006A,22-05-23 10:08,22-05-23 06:10,WINBOND,TSOP1-48AM,2160.0,,,,R21ABGM15,TSOP1-48AM,WINBOND,AAB048TW2006A,1091A07T21,543.9208,22-05-23 10:08,2200,21235.695238095235
BB482,UTC1000S,RUNNING,R21CDAF03,2200.0,054TNCD020,ACD054TA1008B,22-05-23 12:18,22-05-23 02:08,ETRON,TSOP2-54ME,2880.0,,,,R19ABFM02,VFBGA178JEU,WINBOND,AAB178NN2001A,1091A07T21,283.209,22-05-23 12:18,2200,14080.333333333332
BB483,UTC1000S,RUNNING,R21BUA305,2200.0,054NOBU012,ABU054NO2009A,22-05-23 05:07,22-05-22 16:15,ICSI,VFBGA54B4L,4220.0,,1091A07C21,,R21BUA204,VFBGA54B4L,ICSI,ABU054NO2009A,1091A07C21,328.3382,22-05-23 05:07,2200,5287.916666666666
BB484,UTC1000S,RUNNING,R21BUA308,2200.0,054NOBU012,ABU054NO2009A,22-05-23 12:15,22-05-23 00:56,ICSI,VFBGA54B4L,3712.0,,1091A07C21,,R21BUA306,VFBGA54B4L,ICSI,ABU054NO2009A,1091A07C21,328.3382,22-05-23 12:15,2200,5287.916666666666
BB485,UTC1000S,RUNNING,R21ABFQ03,2200.0,060EMAB004,AAB060EM2001A,22-05-23 11:12,22-05-22 14:37,WINBOND,FBGA60UEM2-1,6363.0,,,,R20BUBY01,FBGA-60U9(2),ICSI,ABU060C91003A,1091A08C21,309.2533,22-05-23 11:12,2200,15726.449999999999
BB486,UTC1000S,RUNNING,R19ABFS03,2200.0,178NNAB002,AAB178NN2001A,22-05-23 22:49,22-05-23 06:05,WINBOND,VFBGA178JEU,2220.0,,,,R19ABFM01,VFBGA178JEU,WINBOND,AAB178NN2001A,1091A07T21,132.725,22-05-23 22:49,2200,6856.64761904762
BB487,UTC1000S,RUNNING,R21ABFK04,2200.0,024MAAB081,AAB024MAA005A,22-05-23 10:21,22-05-23 01:01,WINBOND,MBGA24J3U,12236.0,,1091A07T21,,R21ABFK01,MBGA24J3U,WINBOND,AAB024MAA005A,1091A07T21,1310.9715,22-05-23 10:21,2200,3427.3916666666664
BB488,UTC1000S,RUNNING,R21MSAL03,2200.0,096ECMS003,AMS096EC1002A,22-05-23 21:43,22-05-23 01:52,MTI,FBGA-96UEC,5600.0,,1091A06T41,,R20MSKE02,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,22-05-23 21:43,2200,153745.125
BB489,UTC1000S,RUNNING,R21MSEE01,2200.0,060NRMS004,AMS060NR1003A,22-05-23 08:56,22-05-22 07:22,MTI,VFBGA60K8L,5553.0,,,,R21MSC701,VFBGA60K8L,MTI,AMS060NR1003A,1091A07T21,217.185,22-05-23 08:56,2200,1535.1758241758241
BB490,UTC1000S,WAIT-REPAIR,R21ABGM24,2200.0,048TWAB012,AAB048TW2006A,22-05-23 07:18:59,22-05-23 06:58,WINBOND,TSOP1-48AM,2160.0,,1091A07T21,,R21ABGM23,TSOP1-48AM,WINBOND,AAB048TW2006A,1091A07T21,543.9208,22-05-23 07:18,2200,21235.695238095235
BB496,UTC1000S,WAIT-REPAIR,R21MSC406,2200.0,048TWMS080,AMS048TW1065A,22-05-22 22:09:25,22-05-23 07:39,MTI,TSOP1-48AM,2160.0,,1091A07T41,,R21MSC316,TSOP1-48AM,MTI,AMS048TW1065A,1091A07T41,380.2036,22-05-22 22:09,2200,20477.97142857143
BB497,UTC1000S,RUNNING,R21MSC501,2200.0,048TWMS080,AMS048TW1065A,22-05-23 11:49,22-05-23 06:08,MTI,TSOP1-48AM,2160.0,05/23/2022 MP,1091A07T41,,R21MSC602,TSOP1-48AM,MTI,AMS048TW1065A,1091A07T41,380.2036,22-05-23 11:49,2200,20477.97142857143
BB498,UTC1000S,RUNNING,R21CDAF02,2200.0,054TNCD020,ACD054TA1008B,22-05-23 12:57,22-05-23 02:47,ETRON,TSOP2-54ME,2880.0,05/24/2022 MP,,,R20ABT507,VFBGA178JEU,WINBOND,AAB178NN2001A,1091A07T21,283.209,22-05-23 12:57,2200,14080.333333333332
BB499,UTC1000S,RUNNING,R21ABAA07,2200.0,060EMAB003,AAB060EM2002A,22-05-23 11:05,22-05-22 08:19,WINBOND,FBGA60UEM2-1,7763.0,05/25/2022 MP,1091A07T21,,R21ABAA02,FBGA60UEM2-1,WINBOND,AAB060EM2002A,1091A07T21,290.0666,22-05-23 11:05,2200,12864.991666666667
BB500,UTC1000S,RUNNING,R21ABGN03,2200.0,048TWAB012,AAB048TW2006A,22-05-23 09:59,22-05-23 07:56,WINBOND,TSOP1-48AM,1089.0,05/26/2022 MP,,,R21ABGM22,TSOP1-48AM,WINBOND,AAB048TW2006A,1091A07T21,543.9208,22-05-23 09:59,2200,21235.695238095235
BB501,UTC1000S,RUNNING,R21MSA806,2200.0,078ENMS017,AMS078EN1005A,22-05-23 13:37,22-05-22 17:11,MTI,FBGA-78UEN,3580.0,05/27/2022 MP,1091A06T21,,R21MSA609,FBGA-78UEN,MTI,AMS078EN1005A,1091A06T21,175.1896,22-05-23 13:37,2200,6858.526315789473
BB502,UTC1000S,RUNNING,R21ABFV01,2200.0,060EMAB004,AAB060EM2001A,22-05-23 16:56,22-05-22 16:31,WINBOND,FBGA60UEM2-1,7551.0,05/28/2022 MP,,,R21ABA804,FBGA96UEF3-2,WINBOND,AAB096EF3001A,1091A07T21,309.2533,22-05-23 16:56,2200,15726.449999999999
BB503,UTC1000S,RUNNING,R21AWAZ05,2200.0,024MAAW059,AAW024MA6031B,22-05-23 04:57,22-05-22 13:21,MXIC,MINIBGA24A4L,8382.0,05/29/2022 MP,1091A07T41,,R21AWB204,MINIBGA24A4L,MXIC,AAW024MA6031B,1091A07T41,537.5419,22-05-23 04:57,2200,1117.6
BB504,UTC1000S,RUNNING,R20NVW4E6,2200.0,048TRNV039,ANV048TR2009A,22-05-23 14:23,22-05-23 01:19,PHISON,TSOP1-48MR-C,2160.0,05/30/2022 MP,1091A07C21,,R20NVW406,TSOP1-48MR-C,PHISON,ANV048TR2009A,1091A07C21,165.2239,22-05-23 14:23,2200,67269.14285714286
BB505,UTC1000S,RUNNING,R19ABFS01,2200.0,178NNAB002,AAB178NN2001A,22-05-23 22:24,22-05-23 05:04,WINBOND,VFBGA178JEU,2300.0,05/31/2022 MP,,,R20ABT506,VFBGA178JEU,WINBOND,AAB178NN2001A,1091A07T21,132.725,22-05-23 22:24,2200,6856.64761904762
BB506,UTC1000S,RUNNING,R21MSC509,2200.0,048TWMS080,AMS048TW1065A,22-05-23 12:29,22-05-23 06:48,MTI,TSOP1-48AM,2160.0,,1091A07T41,,R21MSC619,TSOP1-48AM,MTI,AMS048TW1065A,1091A07T41,380.2036,22-05-23 12:29,2200,20477.97142857143
BB507,UTC1000S,WAIT-REPAIR,R21ABAB02,2200.0,060EMAB003,AAB060EM2002A,22-05-23 13:21:10,22-05-23 07:31,WINBOND,FBGA60UEM2-1,7673.0,,1091A07T21,,R21ABAA05,FBGA60UEM2-1,WINBOND,AAB060EM2002A,1091A07T21,290.0666,22-05-23 13:21,2200,12864.991666666667
