¦C¼Æ,pin_package,bd_id,product,da_out,da_act,wb_out,wb_act,cure_out,cure_act,
786,	uSD08AQV-C  ,	ANV0086A1105A       ,	0086ANV217               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
787,	STBGA345SBC ,	ANV345XTB007A       ,	345XTNV062               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
788,	WLCSP       ,	                    ,	000IAAB004               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
789,	DFN-08Y62D  ,	AAB008Y62014A       ,	008Y6AB028               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
790,	DFN-08YB2G  ,	AAB008YB2009A       ,	008YBAB021               ,	0.00,	0.00,	32.66,	0.00,	0.00,	0.00,
791,	DFN-08YM2D  ,	AAB008YM2023A       ,	008YMAB062               ,	16.58,	0.00,	32.00,	0.00,	0.00,	0.00,
792,	DFN-08YQ2A  ,	AAB008YQ2032A       ,	008YQAB078               ,	8.82,	0.00,	18.50,	0.00,	0.00,	0.00,
793,	FBGA60UEM2-1,	AAB060EM2001A       ,	060EMAB004               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
794,	VFBGA63BFU  ,	AAB063NW3010A       ,	063NWAB008               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
795,	STBGA192B4U ,	AQT192X85001B       ,	192X8QT001               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
796,	WLCSP-WAFER ,	                    ,	000IABW069               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
797,	WLCSP       ,	                    ,	000IABW112               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
798,	QFN-52AC1   ,	ABW052AC1005A       ,	052ACBW033               ,	0.00,	0.00,	9.81,	0.00,	0.00,	0.00,
799,	TSOP2-54CME ,	ACS054TS1011A       ,	054TSCS006               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
800,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI023               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
801,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI049               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
802,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI073               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
803,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI084               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
804,	DFN-08YK2A  ,	ANI008YK3002A       ,	008YKNI091               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
805,	QFN-10YK2A  ,	ANI010YK3001A       ,	010YKNI039               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
806,	DFN-12Y12A  ,	ANI012Y11002C       ,	012Y1NI063               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
807,	FCQFN-12Y32D,	ANI012Y32002D       ,	012Y3NI121               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
808,	FCQFN-12Y32D,	ANI012Y32001B       ,	012Y3NI125               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
809,	FCQFN-12Y32D,	ANI012Y32001B       ,	012Y3NI183               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
810,	FCQFN-12Y32D,	ANI012Y32002D       ,	012Y3NI198               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
811,	FCQFN-14OA2D,	ANI014OA1001C       ,	014OANI053               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
812,	FCQFN-14OA2D,	ANI014OA1001C       ,	014OANI063               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
813,	FCQFN-14OA2D,	ANI014OA1001C       ,	014OANI071               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
814,	FCQFN-14OA2D,	ANI014OA1001C       ,	014OANI073               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
815,	FCQFN-14OL2D,	ANI014OL1001C       ,	014OLNI050               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
816,	FCQFN-16OF2D,	ANI016OF2004A       ,	016OFNI031               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
817,	FCQFN-16OF2D,	ANI016OF2002A       ,	016OFNI041               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
818,	QFN-20YU2D  ,	ANI020YU1005C       ,	020YUNI043               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
819,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI090               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
820,	QFN-20YU2D  ,	ANI020YU1005C       ,	020YUNI107               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
821,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI120               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
822,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI121               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
823,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI143               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
824,	QFN-20YU2D  ,	ANI020YU1005C       ,	020YUNI165               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
825,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI168               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
826,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI170               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
827,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI179               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
828,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI189               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
829,	QFN-20YU2D  ,	ANI020YU1001M       ,	020YUNI238               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
830,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI257               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
831,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI278               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
832,	QFN-20YU2D  ,	ANI020YU1005C       ,	020YUNI282               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
833,	QFN-20YU2D  ,	ANI020YU1005C       ,	020YUNI288               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
834,	QFN-20YU2D  ,	ANI020YU1005C       ,	020YUNI337               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
835,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI343               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
836,	QFN-20YU2D  ,	ANI020YU1005C       ,	020YUNI357               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
837,	WLCSP       ,	                    ,	000IAXI001               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
838,	FPSTLGA34yAV,	AHQ0343A1001A       ,	0343AHQ012               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
839,	MAT         ,	                    ,	0008WCME294ENG           ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
840,	SOP-8G      ,	AAS008FG1030A       ,	008FGCME29ENG            ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
841,	MBGA54A2L   ,	ACD054MF2002A       ,	054MFCD003               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
842,	FBGA-84UC(2),	ACD084CC2004B       ,	084UCCD009               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
843,	SOP-8G      ,	AAS008FG1030A       ,	008FGAS047               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
844,	DFN-08Y62D  ,	AAS008Y62003A       ,	008Y6AS005               ,	130.90,	8.32,	17.54,	0.00,	0.00,	8.32,
845,	DFN-08YQ2A  ,	AAS008YQ2002B       ,	008YQAS018               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
846,	FBGA-96UEL  ,	AAS096EL1009B       ,	096ELAS043               ,	20.64,	0.00,	24.85,	3.00,	0.00,	0.00,
847,	WLCSP       ,	                    ,	000IAQR003               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
848,	WLCSP       ,	                    ,	000IAQR007               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
849,	WLCSP       ,	                    ,	000IAQR024               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
850,	MINIBGA24A2L,	ABU024MA6001A       ,	024MABU001               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
851,	FBGA-84UCT  ,	ABU084CT2001C       ,	084CTBU001               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
852,	TSOP1-56/56 ,	ABU056TH2003A       ,	056THVG006               ,	36.12,	0.00,	0.00,	0.00,	0.00,	0.00,
853,	DFN-08Y62D  ,	AAW008Y62014A       ,	008Y6AW032               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
854,	MINIBGA24A3L,	AAW024MA6018B       ,	024MAAW038               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
855,	STBGA24A3L  ,	AAW024XJ6001B       ,	024XJAW001               ,	0.00,	0.00,	12.90,	0.00,	0.00,	0.00,
856,	STBGA24D4U  ,	AAW024XJ4001A       ,	024XJAW047               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
857,	TSOP1-48/48M,	AAW048TP1042C       ,	048TPAW102               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
858,	TSOP1-48/48M,	AAW048TP1081A       ,	048TPAW194               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
859,	MAT         ,	                    ,	0008WNV469               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
860,	SMT         ,	ANV0086A1071A       ,	000SNV402                ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
861,	SMT         ,	ANV153XT9071A       ,	000SNV404                ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
862,	uSD08AQV-C  ,	ANV0086A1027A       ,	0086ANV142               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
863,	uSD08AQV-C  ,	ANV0086A1071A       ,	0086ANV164               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
864,	uSD08AQV-C  ,	ANV0086A1071A       ,	0086ANV218               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
865,	uSD08AQV    ,	ANV0086B1006A       ,	0086BNV026               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
866,	STBGA132G4V ,	ANV132X2C022A       ,	132X2NV209               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
867,	SSBGA132G4U ,	ANV132X2A023A       ,	132X2NV211               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
868,	MAT         ,	                    ,	0008WEU050               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
869,	STDFN08YQ3AW,	AAB008YQ3012A       ,	008YQAB112               ,	0.00,	0.00,	0.00,	0.00,	0.00,	16.80,
870,	MBGA24J3U   ,	AAB024MAA010A       ,	024MAAB073               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
871,	MBGA24J3U   ,	AAB024MAA008A       ,	024MAAB086               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
872,	MBGA24J3U   ,	AAB024MAA007A       ,	024MAAB110               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
873,	FBGA96UEL(2),	AAB096EL1017A       ,	096ELAB047               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
874,	FBGA-96UEI  ,	AYZ096EI1002A       ,	096EIYZ001               ,	0.00,	0.00,	17.44,	0.00,	0.00,	0.00,
