assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,wlot_oper,wlot_lot_number,wlot_crt_dat_al_1,pin_package,wlot_prod,wlot_crt_dat_al_3,wlot_qty_1,wlot_qty_2,wlot_oper,wlot_crte_category,wlot_hold,prod_type,cust_code,package_id,po_no,wlot_mvin_perfmd,wlot_deleted,wlot_actl_mvin_dt,wlot_actl_mvin_tm,wlot_dt_last_trans,wlot_tm_last_trans,assy_issue,bd_id,assy_group,wlot_hold_category,da_type,tape_no,mark_type,test_entity,package_id1,wlot_owner,wb_date,sp_date,pack_date,ship_date,due_date,wafer_size,urgent_code,note_4,heat_block,heat_block_qty,pb_free,sps_status,ship_to,md_no,swr_id,swr_ver,wlot_hold_note,wlot_assy_lot,assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,
	R81CM25    ,	,	2059,	2022/5/28 下午 01:38:21,	SWR       ,	Y,	2040,	R81CM25    ,	ENG          ,	MAT            ,	0008WCME462ENG           ,	R81CM25                                           ,	1,	144,	2040,	A2,	N,	TSOP  ,	CM,	SUBMATWCME462ENG                                  ,	                         ,	N,	N,	0,	0,	20220606,	55235,	2022/5/29 上午 12:00:00,	                    ,	,	      ,	,	                         ,	          ,	               ,	SUBMATWCME462ENG                                  ,	ENG         ,	2022/5/30 上午 12:00:00,	2022/5/31 上午 12:00:00,	2022/6/1 上午 12:00:00,	2022/6/1 上午 12:00:00,	2022/6/3 上午 12:00:00,	12,	 E,	 A C A B                                                                        ,	                    ,	0,	  ,	     ,	CM99    ,	                         ,	20220311027.E  ,	1,	                                   ,	R81CM25,	R81CM25    ,	,	2059,	2022/5/28 下午 01:38:21,	SWR       ,	Y,
	R81CMAQ    ,	,	2320,	2022/6/2 下午 01:50:40,	SWR       ,	Y,	2070,	R81CMAQ    ,	ENG          ,	VFBGA60B4U     ,	060NRCME039ENG           ,	R81CMAQ                                           ,	800,	1,	2070,	A2,	N,	TSOP  ,	CM,	UAA067932/GC/W949D6DBHX5I{ZDT}-ENG                ,	                         ,	N,	N,	0,	0,	20220603,	122044,	2022/6/3 上午 12:00:00,	AAB060NR2003A       ,	,	      ,	,	                         ,	          ,	               ,	UAA067932/GC/W949D6DBHX5I{ZDT}-ENG                ,	ENG         ,	2022/6/7 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	12,	,	 A A J A A                                                                      ,	A0801CB1363         ,	3,	Y3,	     ,	CM99    ,	1081G1250B               ,	20220531007.E  ,	1,	                                   ,	R81CMAQ,	R81CMAQ    ,	,	2320,	2022/6/2 下午 01:50:40,	SWR       ,	Y,
	RC3BUB708  ,	2,	2460,	2022/6/6 上午 01:07:13,	WSM       ,	Y,	5060,	RC3BUB708  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	MRJ676000Y2                                       ,	5000,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	C02PO-100569334          ,	N,	N,	0,	0,	20220606,	10713,	2022/6/5 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/6/8 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/11 上午 12:00:00,	2022/6/11 上午 12:00:00,	2022/6/11 上午 12:00:00,	,	,	 I G A F B                                                                      ,	                    ,	0,	Y3,	     ,	BUC6    ,	10819240HF               ,	,	,	                                   ,	RC3BUB7,	RC3BUB708  ,	2,	2460,	2022/6/6 上午 01:07:13,	WSM       ,	Y,
	RC3MSN803  ,	2,	2460,	2022/6/6 上午 03:45:59,	WSM       ,	Y,	5060,	RC3MSN803  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	1117326.006                                       ,	5600,	0,	5060,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	1445601                  ,	N,	N,	0,	0,	20220606,	34559,	2022/6/4 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2022/6/7 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/12 上午 12:00:00,	2022/6/12 上午 12:00:00,	2022/6/14 上午 12:00:00,	,	,	 U Y D L H                                                                      ,	                    ,	0,	Y3,	     ,	MS39    ,	1081G750V5               ,	,	,	                                   ,	RC3MSN8,	RC3MSN803  ,	2,	2460,	2022/6/6 上午 03:45:59,	WSM       ,	Y,
	RC3MSN807  ,	2,	2460,	2022/6/6 上午 04:46:25,	WSM       ,	Y,	5060,	RC3MSN807  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	1117326.006                                       ,	5600,	0,	5060,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	1445601                  ,	N,	N,	0,	0,	20220606,	44624,	2022/6/4 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2022/6/7 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/12 上午 12:00:00,	2022/6/12 上午 12:00:00,	2022/6/14 上午 12:00:00,	,	,	 U Y D L H                                                                      ,	                    ,	0,	Y3,	     ,	MS39    ,	1081G750V5               ,	,	,	                                   ,	RC3MSN8,	RC3MSN807  ,	2,	2460,	2022/6/6 上午 04:46:25,	WSM       ,	Y,
	RC3MSNI07  ,	2,	2460,	2022/6/6 上午 03:18:19,	WSM       ,	Y,	5060,	RC3MSNI07  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	614280K.00K                                       ,	5600,	0,	5060,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	1445532                  ,	N,	N,	0,	0,	20220606,	31819,	2022/6/4 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2022/6/7 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/12 上午 12:00:00,	2022/6/12 上午 12:00:00,	2022/6/14 上午 12:00:00,	,	  ,	 C Q D C H                                                                      ,	                    ,	0,	Y3,	     ,	MS39    ,	1081G771S1               ,	,	,	                                   ,	RC3MSNI,	RC3MSNI07  ,	2,	2460,	2022/6/6 上午 03:18:19,	WSM       ,	Y,
	RC3MSNN03  ,	2,	2460,	2022/6/6 上午 04:32:34,	WSM       ,	Y,	5060,	RC3MSNN03  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	615399K.00K                                       ,	5600,	0,	5060,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	1445532                  ,	N,	N,	0,	0,	20220606,	43234,	2022/6/4 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2022/6/7 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/12 上午 12:00:00,	2022/6/12 上午 12:00:00,	2022/6/14 上午 12:00:00,	,	  ,	 C Q D C H                                                                      ,	                    ,	0,	Y3,	     ,	MS39    ,	1081G771S1               ,	,	,	                                   ,	RC3MSNN,	RC3MSNN03  ,	2,	2460,	2022/6/6 上午 04:32:34,	WSM       ,	Y,
	RC3MSNN07  ,	2,	2460,	2022/6/6 上午 05:51:39,	WSM       ,	Y,	5060,	RC3MSNN07  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	615399K.00K                                       ,	5600,	0,	5060,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	1445532                  ,	N,	N,	0,	0,	20220606,	55139,	2022/6/4 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2022/6/7 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/12 上午 12:00:00,	2022/6/12 上午 12:00:00,	2022/6/14 上午 12:00:00,	,	  ,	 C Q D C H                                                                      ,	                    ,	0,	Y3,	     ,	MS39    ,	1081G771S1               ,	,	,	                                   ,	RC3MSNN,	RC3MSNN07  ,	2,	2460,	2022/6/6 上午 05:51:39,	WSM       ,	Y,
	RC3MSPJ02  ,	2,	2460,	2022/6/6 上午 05:10:17,	WSM       ,	Y,	5060,	RC3MSPJ02  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	1116546.006                                       ,	6720,	0,	5060,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	1445695                  ,	N,	N,	0,	0,	20220606,	51017,	2022/6/7 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2022/6/10 上午 12:00:00,	2022/6/12 上午 12:00:00,	2022/6/15 上午 12:00:00,	2022/6/15 上午 12:00:00,	2022/6/17 上午 12:00:00,	,	  ,	 N K D F C                                                                      ,	                    ,	0,	Y3,	     ,	MS39    ,	1081G750V5               ,	,	,	                                   ,	RC3MSPJ,	RC3MSPJ02  ,	2,	2460,	2022/6/6 上午 05:10:17,	WSM       ,	Y,
	RC3MSPJ06  ,	2,	2460,	2022/6/6 上午 06:14:47,	WSM       ,	Y,	5060,	RC3MSPJ06  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	1116546.006                                       ,	3369,	0,	5060,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	1445695                  ,	N,	N,	0,	0,	20220606,	61447,	2022/6/7 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2022/6/10 上午 12:00:00,	2022/6/12 上午 12:00:00,	2022/6/15 上午 12:00:00,	2022/6/15 上午 12:00:00,	2022/6/17 上午 12:00:00,	,	  ,	 N K D F C                                                                      ,	                    ,	0,	Y3,	     ,	MS39    ,	1081G750V5               ,	,	,	                                   ,	RC3MSPJ,	RC3MSPJ06  ,	2,	2460,	2022/6/6 上午 06:14:47,	WSM       ,	Y,
	RC3MSPK04  ,	2,	2460,	2022/6/6 上午 07:30:33,	WSM       ,	Y,	5060,	RC3MSPK04  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	1122296.006                                       ,	6720,	0,	5060,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	1445695                  ,	N,	N,	0,	0,	20220606,	73032,	2022/6/7 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2022/6/10 上午 12:00:00,	2022/6/12 上午 12:00:00,	2022/6/15 上午 12:00:00,	2022/6/15 上午 12:00:00,	2022/6/17 上午 12:00:00,	,	  ,	 N K D F C                                                                      ,	                    ,	0,	Y3,	     ,	MS39    ,	1081G750V5               ,	,	,	                                   ,	RC3MSPK,	RC3MSPK04  ,	2,	2460,	2022/6/6 上午 07:30:33,	WSM       ,	Y,
	RC3MSPL05  ,	2,	2460,	2022/6/6 上午 04:09:03,	WSM       ,	Y,	5060,	RC3MSPL05  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	1126066.006                                       ,	6720,	0,	5060,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	1445695                  ,	N,	N,	0,	0,	20220606,	40903,	2022/6/7 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2022/6/10 上午 12:00:00,	2022/6/12 上午 12:00:00,	2022/6/15 上午 12:00:00,	2022/6/15 上午 12:00:00,	2022/6/17 上午 12:00:00,	,	  ,	 N K D F C                                                                      ,	                    ,	0,	Y3,	     ,	MS39    ,	1081G750V5               ,	,	,	                                   ,	RC3MSPL,	RC3MSPL05  ,	2,	2460,	2022/6/6 上午 04:09:03,	WSM       ,	Y,
	RC3TEAR03  ,	2,	2460,	2022/6/6 上午 06:57:07,	WSM       ,	Y,	5060,	RC3TEAR03  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	250207000                                         ,	3000,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	SB2205035                ,	N,	N,	0,	0,	20220606,	65706,	2022/6/4 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/6/7 上午 12:00:00,	2022/6/8 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	,	,	 A D A B A                                                                      ,	                    ,	0,	Y3,	     ,	TE21    ,	108117HFU8               ,	,	,	                                   ,	RC3TEAR,	RC3TEAR03  ,	2,	2460,	2022/6/6 上午 06:57:07,	WSM       ,	Y,
	RC3TEAR07  ,	2,	2460,	2022/6/6 上午 07:45:09,	WSM       ,	Y,	5060,	RC3TEAR07  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	250207000                                         ,	3000,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	SB2205035                ,	N,	N,	0,	0,	20220606,	74509,	2022/6/4 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/6/7 上午 12:00:00,	2022/6/8 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	,	,	 A D A B A                                                                      ,	                    ,	0,	Y3,	     ,	TE21    ,	108117HFU8               ,	,	,	                                   ,	RC3TEAR,	RC3TEAR07  ,	2,	2460,	2022/6/6 上午 07:45:09,	WSM       ,	Y,
	RC3TEAU08  ,	2,	2460,	2022/6/6 上午 06:10:40,	WSM       ,	Y,	5060,	RC3TEAU08  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	250213000                                         ,	3000,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	SB2205035                ,	N,	N,	0,	0,	20220606,	61040,	2022/6/5 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/6/8 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/11 上午 12:00:00,	2022/6/11 上午 12:00:00,	2022/6/11 上午 12:00:00,	,	,	 A D A B A                                                                      ,	                    ,	0,	Y3,	     ,	TE21    ,	108117HFU8               ,	,	,	                                   ,	RC3TEAU,	RC3TEAU08  ,	2,	2460,	2022/6/6 上午 06:10:40,	WSM       ,	Y,
	N15VTE3C0  ,	2,	2470,	2020/4/19 下午 07:55:02,	WSM       ,	Y,	3720,	N15VTE3C0  ,	Senodia      ,	WLCSP          ,	000IAVT005               ,	F32791X2                                          ,	2455,	0,	3720,	A2,	Y,	TSOP  ,	VT,	ST480MS{DSPP}                                     ,	20200325-30              ,	N,	N,	0,	0,	20211202,	233442,	2020/4/11 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	ST480MS{DSPP}                                     ,	PROD        ,	2020/4/12 上午 12:00:00,	2020/4/13 上午 12:00:00,	2020/4/14 上午 12:00:00,	2020/4/15 上午 12:00:00,	2020/4/15 上午 12:00:00,	8 ,	,	 E C A A A                                                                      ,	                    ,	0,	 N,	     ,	VT02    ,	                         ,	,	,	白膠偏下                           ,	N15VTE3,	N15VTE3C0  ,	2,	2470,	2020/4/19 下午 07:55:02,	WSM       ,	Y,
	N36BWBU01  ,	2,	2470,	2020/9/8 上午 11:29:35,	WSM       ,	Y,	3720,	N36BWBU01  ,	AKM          ,	WLCSP          ,	000IABW072               ,	WSCE120A                                          ,	10000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	5K2W19                   ,	N,	N,	0,	0,	20200912,	115155,	2020/9/7 上午 12:00:00,	                    ,	,	PC    ,	M,	                         ,	          ,	               ,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	SWR         ,	2020/9/8 上午 12:00:00,	2020/9/9 上午 12:00:00,	2020/9/10 上午 12:00:00,	2020/9/11 上午 12:00:00,	2020/9/11 上午 12:00:00,	8 ,	 E,	 B A A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200907002.E  ,	1,	待客戶指示                         ,	N36BWBU,	N36BWBU01  ,	2,	2470,	2020/9/8 上午 11:29:35,	WSM       ,	Y,
	N36BWBU05  ,	2,	2470,	2020/9/8 下午 07:43:51,	WSM       ,	Y,	3720,	N36BWBU05  ,	AKM          ,	WLCSP          ,	000IABW072               ,	WSCE120A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	5K2W19                   ,	N,	N,	0,	0,	20200908,	194350,	2020/9/7 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	SWR         ,	2020/9/8 上午 12:00:00,	2020/9/9 上午 12:00:00,	2020/9/10 上午 12:00:00,	2020/9/11 上午 12:00:00,	2020/9/11 上午 12:00:00,	8 ,	 E,	 B A A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200907002.E  ,	1,	                                   ,	N36BWBU,	N36BWBU05  ,	2,	2470,	2020/9/8 下午 07:43:51,	WSM       ,	Y,
	N36BWBU09  ,	2,	2470,	2020/9/9 上午 01:41:30,	WSM       ,	Y,	3720,	N36BWBU09  ,	AKM          ,	WLCSP          ,	000IABW072               ,	WSCE120A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	5K2W19                   ,	N,	N,	0,	0,	20200909,	14130,	2020/9/7 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	SWR         ,	2020/9/8 上午 12:00:00,	2020/9/9 上午 12:00:00,	2020/9/10 上午 12:00:00,	2020/9/11 上午 12:00:00,	2020/9/11 上午 12:00:00,	8 ,	 E,	 B A A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200907002.E  ,	1,	                                   ,	N36BWBU,	N36BWBU09  ,	2,	2470,	2020/9/9 上午 01:41:30,	WSM       ,	Y,
	N36BWBU13  ,	2,	2470,	2020/9/9 上午 10:23:05,	WSM       ,	Y,	3720,	N36BWBU13  ,	AKM          ,	WLCSP          ,	000IABW072               ,	WSCE120A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	5K2W19                   ,	N,	N,	0,	0,	20200909,	102304,	2020/9/7 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	SWR         ,	2020/9/8 上午 12:00:00,	2020/9/9 上午 12:00:00,	2020/9/10 上午 12:00:00,	2020/9/11 上午 12:00:00,	2020/9/11 上午 12:00:00,	8 ,	 E,	 B A A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200907002.E  ,	1,	                                   ,	N36BWBU,	N36BWBU13  ,	2,	2470,	2020/9/9 上午 10:23:05,	WSM       ,	Y,
	N36BWBU17  ,	2,	2470,	2020/9/9 下午 04:29:11,	WSM       ,	Y,	3720,	N36BWBU17  ,	AKM          ,	WLCSP          ,	000IABW072               ,	WSCE120A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	5K2W19                   ,	N,	N,	0,	0,	20200909,	162911,	2020/9/7 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	SWR         ,	2020/9/8 上午 12:00:00,	2020/9/9 上午 12:00:00,	2020/9/10 上午 12:00:00,	2020/9/11 上午 12:00:00,	2020/9/11 上午 12:00:00,	8 ,	 E,	 B A A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200907002.E  ,	1,	                                   ,	N36BWBU,	N36BWBU17  ,	2,	2470,	2020/9/9 下午 04:29:11,	WSM       ,	Y,
	N36BWBU21  ,	2,	2470,	2020/9/9 下午 10:53:11,	WSM       ,	Y,	3720,	N36BWBU21  ,	AKM          ,	WLCSP          ,	000IABW072               ,	WSCE120A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	5K2W19                   ,	N,	N,	0,	0,	20200909,	225310,	2020/9/7 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	SWR         ,	2020/9/8 上午 12:00:00,	2020/9/9 上午 12:00:00,	2020/9/10 上午 12:00:00,	2020/9/11 上午 12:00:00,	2020/9/11 上午 12:00:00,	8 ,	 E,	 B A A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200907002.E  ,	1,	                                   ,	N36BWBU,	N36BWBU21  ,	2,	2470,	2020/9/9 下午 10:53:11,	WSM       ,	Y,
	N36BWBU25  ,	2,	2470,	2020/9/10 上午 06:51:17,	WSM       ,	Y,	3720,	N36BWBU25  ,	AKM          ,	WLCSP          ,	000IABW072               ,	WSCE120A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	5K2W19                   ,	N,	N,	0,	0,	20200910,	65118,	2020/9/7 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	SWR         ,	2020/9/8 上午 12:00:00,	2020/9/9 上午 12:00:00,	2020/9/10 上午 12:00:00,	2020/9/11 上午 12:00:00,	2020/9/11 上午 12:00:00,	8 ,	 E,	 B A A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200907002.E  ,	1,	                                   ,	N36BWBU,	N36BWBU25  ,	2,	2470,	2020/9/10 上午 06:51:17,	WSM       ,	Y,
	N36BWBU29  ,	2,	2470,	2020/9/10 下午 02:45:23,	WSM       ,	Y,	3720,	N36BWBU29  ,	AKM          ,	WLCSP          ,	000IABW072               ,	WSCE120A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	5K2W19                   ,	N,	N,	0,	0,	20200910,	144523,	2020/9/7 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	SWR         ,	2020/9/8 上午 12:00:00,	2020/9/9 上午 12:00:00,	2020/9/10 上午 12:00:00,	2020/9/11 上午 12:00:00,	2020/9/11 上午 12:00:00,	8 ,	 E,	 B A A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200907002.E  ,	1,	                                   ,	N36BWBU,	N36BWBU29  ,	2,	2470,	2020/9/10 下午 02:45:23,	WSM       ,	Y,
	N36BWBU33  ,	2,	2470,	2020/9/10 下午 10:01:36,	WSM       ,	Y,	3720,	N36BWBU33  ,	AKM          ,	WLCSP          ,	000IABW072               ,	WSCE120A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	5K2W19                   ,	N,	N,	0,	0,	20200910,	220135,	2020/9/7 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	SWR         ,	2020/9/8 上午 12:00:00,	2020/9/9 上午 12:00:00,	2020/9/10 上午 12:00:00,	2020/9/11 上午 12:00:00,	2020/9/11 上午 12:00:00,	8 ,	 E,	 B A A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200907002.E  ,	1,	                                   ,	N36BWBU,	N36BWBU33  ,	2,	2470,	2020/9/10 下午 10:01:36,	WSM       ,	Y,
	N36BWBU37  ,	2,	2470,	2020/9/11 上午 05:10:13,	WSM       ,	Y,	3720,	N36BWBU37  ,	AKM          ,	WLCSP          ,	000IABW072               ,	WSCE120A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	5K2W19                   ,	N,	N,	0,	0,	20200911,	51012,	2020/9/7 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	SWR         ,	2020/9/8 上午 12:00:00,	2020/9/9 上午 12:00:00,	2020/9/10 上午 12:00:00,	2020/9/11 上午 12:00:00,	2020/9/11 上午 12:00:00,	8 ,	 E,	 B A A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200907002.E  ,	1,	                                   ,	N36BWBU,	N36BWBU37  ,	2,	2470,	2020/9/11 上午 05:10:13,	WSM       ,	Y,
	N36BWBU41  ,	2,	2470,	2020/9/11 下午 01:01:32,	WSM       ,	Y,	3720,	N36BWBU41  ,	AKM          ,	WLCSP          ,	000IABW072               ,	WSCE120A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	5K2W19                   ,	N,	N,	0,	0,	20200911,	130132,	2020/9/7 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	SWR         ,	2020/9/8 上午 12:00:00,	2020/9/9 上午 12:00:00,	2020/9/10 上午 12:00:00,	2020/9/11 上午 12:00:00,	2020/9/11 上午 12:00:00,	8 ,	 E,	 B A A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200907002.E  ,	1,	                                   ,	N36BWBU,	N36BWBU41  ,	2,	2470,	2020/9/11 下午 01:01:32,	WSM       ,	Y,
	N36BWBU45  ,	2,	2470,	2020/9/11 下午 08:52:49,	WSM       ,	Y,	3720,	N36BWBU45  ,	AKM          ,	WLCSP          ,	000IABW072               ,	WSCE120A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	5K2W19                   ,	N,	N,	0,	0,	20200911,	205249,	2020/9/7 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	SWR         ,	2020/9/8 上午 12:00:00,	2020/9/9 上午 12:00:00,	2020/9/10 上午 12:00:00,	2020/9/11 上午 12:00:00,	2020/9/11 上午 12:00:00,	8 ,	 E,	 B A A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200907002.E  ,	1,	                                   ,	N36BWBU,	N36BWBU45  ,	2,	2470,	2020/9/11 下午 08:52:49,	WSM       ,	Y,
	N36BWBU49  ,	2,	2470,	2020/9/12 上午 03:24:22,	WSM       ,	Y,	3720,	N36BWBU49  ,	AKM          ,	WLCSP          ,	000IABW072               ,	WSCE120A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	5K2W19                   ,	N,	N,	0,	0,	20200912,	32422,	2020/9/7 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	SWR         ,	2020/9/8 上午 12:00:00,	2020/9/9 上午 12:00:00,	2020/9/10 上午 12:00:00,	2020/9/11 上午 12:00:00,	2020/9/11 上午 12:00:00,	8 ,	 E,	 B A A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200907002.E  ,	1,	                                   ,	N36BWBU,	N36BWBU49  ,	2,	2470,	2020/9/12 上午 03:24:22,	WSM       ,	Y,
