lot_number,oper,cust,pin_pkg,prod_id,qty,part_id,part_no,bd_id,entity,start_time,end_time
R22BUAK11,2200,ICSI,TSOP2-86E,086TABU026,1600,1091A09C21,A0801CB0462,ABU086TA1007A,BB448,2022-06-06 09:49:00,2022-06-06 18:32:48
R23ABFS14,2200,WINBOND,FBGA-84UC2H,084UCAB027,785,1091A07T21,A0801CB1250,AAB084CC9001A,BB461,2022-06-06 08:55:00,2022-06-06 12:01:59
R23ABF201,2200,WINBOND,MBGA24J3U,024MAAB081,2000,1091A07T21,A0801CB1057,AAB024MAA005A,BB466,2022-06-06 09:56:00,2022-06-06 11:40:21
R23ABG104,2200,WINBOND,TSOP1-48AM,048TWAB014,2160,1091A07T21,A0801CB0864,AAB048TW2005A,BB470,2022-06-06 09:16:00,2022-06-06 14:01:34
R23MSP203,2200,MTI,FBGA-78UEN,078ENMS018,3543,1091A06T21,A0801CB1338,AMS078EN1006A,BB475,2022-06-06 13:53:00,2022-06-07 09:16:10
R23ABBH04,2200,WINBOND,VFBGA54B4,054NBAB001,2633,1091A08T21,A0801CB0248,AB054NB2002A,BB477,2022-06-06 08:21:00,2022-06-06 15:46:15
R23MSP102,2200,MTI,FBGA-78UEN,078ENMS018,1928,1091A06T21,A0801CB1338,AMS078EN1006A,BB479,2022-06-06 11:59:00,2022-06-06 22:31:58
R23MSNY01,2200,MTI,FBGA-78UEN,078ENMS018,3519,1091A06T21,A0801CB1338,AMS078EN1006A,BB484,2022-06-06 09:36:00,2022-06-07 04:51:18
R23TEAI04,2200,ZCN,FBGA-96UEI,096EITE002,2840,1091A07T21,A0801CB1277,ATE096EI1001A,BB502,2022-06-06 12:00:00,2022-06-06 23:02:28
R23MSJI01,2200,MTI,TSOP1-48AM,048TWMS063,2160,1091A07T41,A0801CB1151,AMS048TW1053A,BB509,2022-06-06 08:21:00,2022-06-06 16:12:29
R23MSP101,2200,MTI,FBGA-78UEN,078ENMS018,3520,1091A06T21,A0801CB1338,AMS078EN1006A,BB510,2022-06-06 08:31:00,2022-06-07 03:46:37
R23ABC201,2200,WINBOND,TSOP2-54ME,054TNAB027,2879,1091A07T21,A0801CB0515,AAB054TN1002A,BB520,2022-06-06 09:02:00,2022-06-06 19:29:30
R23TEAI03,2200,ZCN,FBGA-96UEI,096EITE002,2845,1091A07T21,A0801CB1277,ATE096EI1001A,BB524,2022-06-06 12:00:00,2022-06-06 23:03:38
R23ABHF15,2200,WINBOND,TSOP1-48AM,048TWAB016,2160,1091A07T21,A0801CB0850,AAB048TW2002A,BB525,2022-06-06 08:21:00,2022-06-06 12:46:03
R22NVYM51,2200,PHISON,TSOP1-48MR-C,048TRNV073,2160,1091A07C21,A0801CB1192,ANV048TR2018A,BB526,2022-06-06 08:36:00,2022-06-06 21:30:22
R22NVYM49,2200,PHISON,TSOP1-48MR-C,048TRNV073,2160,1091A07C21,A0801CB1192,ANV048TR2018A,BB534,2022-06-06 08:21:00,2022-06-06 21:15:22
R23ABC105,2200,WINBOND,TSOP2-54ME,054TNAB027,2880,1091A07T21,A0801CB0515,AAB054TN1002A,BB550,2022-06-06 09:04:00,2022-06-06 19:31:43
R23MSJH08,2200,MTI,TSOP1-48AM,048TWMS063,2160,1091A07T41,A0801CB1151,AMS048TW1053A,BB554,2022-06-06 08:21:00,2022-06-06 16:12:29
R23ABC104,2200,WINBOND,TSOP2-54ME,054TNAB027,2880,1091A07T21,A0801CB0515,AAB054TN1002A,BB556,2022-06-06 09:04:00,2022-06-06 19:31:43
R22NVYM47,2200,PHISON,TSOP1-48MR-C,048TRNV073,2160,1091A07C21,A0801CB1192,ANV048TR2018A,BB563,2022-06-06 13:02:00,2022-06-07 01:56:22
R23ABC101,2200,WINBOND,TSOP2-54ME,054TNAB027,2879,1091A07T21,A0801CB0515,AAB054TN1002A,BB570,2022-06-06 09:12:00,2022-06-06 19:39:30
R22NVYM34,2200,PHISON,TSOP1-48MR-C,048TRNV073,2160,1091A07C21,A0801CB1192,ANV048TR2018A,BB574,2022-06-06 08:21:00,2022-06-06 21:15:22
R22NVYM36,2200,PHISON,TSOP1-48MR-C,048TRNV073,2160,1091A07C21,A0801CB1192,ANV048TR2018A,BB580,2022-06-06 08:21:00,2022-06-06 21:15:22
R23MSJI04,2200,MTI,TSOP1-48AM,048TWMS063,2160,1091A07T41,A0801CB1151,AMS048TW1053A,BB593,2022-06-06 09:28:00,2022-06-06 17:19:29
R23MSNZ06,2200,MTI,FBGA-78UEN,078ENMS018,3600,1091A06T21,A0801CB1338,AMS078EN1006A,BB599,2022-06-06 08:21:00,2022-06-07 04:02:53
R22NVYMA5,2200,PHISON,TSOP1-48MR-C,048TRNV073,2160,1091A07C21,A0801CB1192,ANV048TR2018A,BB600,2022-06-06 09:53:00,2022-06-06 22:47:22
R22NVYMA2,2200,PHISON,TSOP1-48MR-C,048TRNV073,2160,1091A07C21,A0801CB1192,ANV048TR2018A,BB607,2022-06-06 09:23:00,2022-06-06 22:17:22
R23MSJI07,2200,MTI,TSOP1-48AM,048TWMS063,2160,1091A07T41,A0801CB1151,AMS048TW1053A,BB608,2022-06-06 08:21:00,2022-06-06 16:12:29
R23TEAI06,2200,ZCN,FBGA-96UEI,096EITE002,2920,1091A07T21,A0801CB1277,ATE096EI1001A,BB622,2022-06-06 12:00:00,2022-06-06 23:21:07
R23TEAI05,2200,ZCN,FBGA-96UEI,096EITE002,2860,1091A07T21,A0801CB1277,ATE096EI1001A,BB623,2022-06-06 12:00:00,2022-06-06 23:07:07
R23MSM601,2200,MTI,FBGA-96UEC,096ECMS003,5504,1091A06T41,A0801CB0644,AMS096EC1002A,BB702,2022-06-06 17:15:08,2022-06-07 13:46:46
R23TEAI07,2200,ZCN,FBGA-96UEI,096EITE002,2920,1091A07T21,A0801CB1277,ATE096EI1001A,BB709,2022-06-06 12:00:00,2022-06-06 22:48:56
R23ABG904,2200,WINBOND,FBGA60UEM2-1,060EMAB004,6817,1091A07T21,A0801CB1291,AAB060EM2001A,BB712,2022-06-06 08:21:00,2022-06-07 06:45:34
R23MSP601,2200,MTI,FBGA-78UEN,078ENMS018,1177,1091A06T21,A0801CB1338,AMS078EN1006A,BB716,2022-06-06 08:21:00,2022-06-06 14:44:30
R22BUAZ01,2200,ICSI,FBGAS-96UEF7,096EFBU006,1043,1091A07C21,A0801CB1205,ABU096EF5001A,BB764,2022-06-06 08:21:00,2022-06-06 12:17:34
R23ABFV11,2200,WINBOND,TSOP2-54ME,054TNAB036,2880,1091A07T21,A0801CB0891,AAB054TN1005A,BB769,2022-06-06 16:15:00,2022-06-07 03:12:48
R23MSP204,2200,MTI,FBGA-78UEN,078ENMS018,3600,1091A06T21,A0801CB1338,AMS078EN1006A,BB779,2022-06-06 13:04:00,2022-06-07 08:37:00
R23ABFV10,2200,WINBOND,TSOP2-54ME,054TNAB036,2880,1091A07T21,A0801CB0891,AAB054TN1005A,BB787,2022-06-06 08:21:00,2022-06-06 19:18:48
R23ABFV06,2200,WINBOND,TSOP2-54ME,054TNAB036,2880,1091A07T21,A0801CB0891,AAB054TN1005A,BB791,2022-06-06 10:28:00,2022-06-06 21:25:48
R20ASBZ02,2200,EliteMT,FBGA-96UEL,096ELAS043,2920,1091G08PA4,A0803CB1240,AAS096EL1009B,BB807,2022-06-06 08:49:00,2022-06-07 07:35:18
R20ASBZ08,2200,EliteMT,FBGA-96UEL,096ELAS043,2785,1091G08PA4,A0803CB1240,AAS096EL1009B,BB808,2022-06-06 08:43:00,2022-06-07 06:26:08
R20ASBZ01,2200,EliteMT,FBGA-96UEL,096ELAS043,2920,1091G08PA4,A0803CB1240,AAS096EL1009B,BB809,2022-06-06 08:55:00,2022-06-07 07:41:18
R23BWE101,2200,AKM,QFN-72AF1,072AFBW022,1600,1091A07C41,A0803CB0424,ABW072AF1004B,BB810,2022-06-06 20:45:00,2022-06-07 13:16:58
R23VGAC02,2200,ISSI-VG,DFN-08YQ2A,008YQVG019,3779,1091A09C41,A0803CB1174,ABU008YQ2017A,BB811,2022-06-06 10:06:00,2022-06-06 14:46:19
R23ABFR07,2200,WINBOND,DFN-08YD4AW,008YDAB027,9120,1091A07T21,A0803CB1340,AAB008YD4001A,BB815,2022-06-06 08:57:00,2022-06-06 21:59:23
R23BWE104,2200,AKM,QFN-72AF1,072AFBW022,1600,1091A07C41,A0803CB0424,ABW072AF1004B,BB817,2022-06-06 09:12:00,2022-06-07 01:43:58
R20ASBZ03,2200,EliteMT,FBGA-96UEL,096ELAS043,2964,1091G08PA4,A0803CB1240,AAS096EL1009B,BB842,2022-06-06 10:04:00,2022-06-07 09:10:53
R23BWE102,2200,AKM,QFN-72AF1,072AFBW022,1600,1091A07C41,A0803CB0424,ABW072AF1004B,BB851,2022-06-06 11:41:00,2022-06-07 04:12:58
R23ABFE03,2200,WINBOND,DFN-08YQ3AW,008YQAB123,5600,1091A07T21,A0803CB1341,AAB008YQ3034A,BB854,2022-06-06 09:01:00,2022-06-06 15:07:47
R23BWE105,2200,AKM,QFN-72AF1,072AFBW022,1600,1091A07C41,A0803CB0424,ABW072AF1004B,BB859,2022-06-06 09:12:00,2022-06-07 01:43:58
R22ABC104,2200,WINBOND,STDFN08YD4AW,008YDAB031,9120,1091A07T21,A0803CB1340,AAB008YD4004A,BB860,2022-06-06 08:21:00,2022-06-07 10:59:32
R23MSM101,2200,MTI,FBGA-96UEC,096ECMS003,5568,1091A06T41,A0801CB0644,AMS096EC1002A,BB881,2022-06-06 09:01:00,2022-06-07 07:31:40
R23ABHA03,2200,WINBOND,DFN-08YM2D,008YMAB062,16000,1091A07T21,A0803CB0832,AAB008YM2023A,BB900,2022-06-06 09:00:00,2022-06-06 21:33:56
R23MSM804,2200,MTI,FBGA-96UEC,096ECMS003,5600,1091A06T41,A0801CB0644,AMS096EC1002A,BB910,2022-06-06 12:06:00,2022-06-07 10:44:26
R23MSLZ03,2200,MTI,FBGA-96UEC,096ECMS003,5530,1091A06T41,A0801CB0644,AMS096EC1002A,BB917,2022-06-06 12:06:00,2022-06-07 10:27:27
R23NIH802,2200,DIALOG,QFN-20YU2D,020YUNI024,16920,1091A08T41,A0803CB0826,ANI020YU1005C,BBA27,2022-06-06 09:41:00,2022-06-07 12:38:44
R23AWAX02,2200,MXIC,STBGA24A3L,024XJAW001,4240,1091A07T41,A0801CB0700,AAW024XJ6001B,BBB06,2022-06-06 09:44:00,2022-06-06 16:47:17
R23ABFV46,2200,WINBOND,TSOP2-54ME,054TNAB036,2880,1091A07T21,A0801CB0891,AAB054TN1005A,BBB07,2022-06-06 11:21:00,2022-06-06 22:18:48
R23TEAI08,2200,ZCN,FBGA-96UEI,096EITE002,2824,1091A07T21,A0801CB1277,ATE096EI1001A,BBB12,2022-06-06 16:01:00,2022-06-07 02:28:36
R23AWAS05,2200,MXIC,STBGA24A4L,024XJAW020,3990,1091A07T41,A0801CB0871,AAW024XJ6010B,BBB13,2022-06-06 08:50:00,2022-06-06 22:57:52
R23MSNX08,2200,MTI,FBGA-78UEN,078ENMS018,295,1091A06T21,A0801CB1338,AMS078EN1006A,BBB15,2022-06-06 08:21:00,2022-06-06 09:57:07
R23MSNF01,2200,MTI,FBGA-96UEC,096ECMS010,5590,1091A06T21,A0801CB0824,AMS096EC3001B,BBC31,2022-06-06 11:24:00,2022-06-07 13:54:44
R23MSME03,2200,MTI,FBGA-96UEC,096ECMS010,5600,1091A06T21,A0801CB0824,AMS096EC3001B,BBC32,2022-06-06 11:47:00,2022-06-07 14:20:35
R23AWCN03,2200,MXIC,DFN-08Y62D,008Y6AW039,8320,1091A07T41,A0803CB0926,AAW008Y62017A,BBD23,2022-06-06 14:06:00,2022-06-06 23:20:38
R22AWAR27,2200,MXIC,SSLGA16DOU,016D5AW016,2369,1091A08T41,A0801CB0934,AAW016D53004A,BBH21,2022-06-06 08:21:00,2022-06-07 13:35:06
R22NVYM30,2200,PHISON,TSOP1-48MR-C,048TRNV073,2160,1091A07C21,A0801CB1192,ANV048TR2018A,BBH32,2022-06-06 09:04:00,2022-06-06 21:58:22
R22NVYM31,2200,PHISON,TSOP1-48MR-C,048TRNV073,2160,1091A07C21,A0801CB1192,ANV048TR2018A,BBH43,2022-06-06 08:21:00,2022-06-06 21:15:22
R22NVYM24,2200,PHISON,TSOP1-48MR-C,048TRNV073,2160,1091A07C21,A0801CB1192,ANV048TR2018A,BBH49,2022-06-06 12:06:00,2022-06-07 01:00:22
R22NVYMB3,2200,PHISON,TSOP1-48MR-C,048TRNV073,2160,1091A07C21,A0801CB1192,ANV048TR2018A,BBH60,2022-06-06 12:06:00,2022-06-07 01:00:22
R22NVYM06,2200,PHISON,TSOP1-48MR-C,048TRNV073,2160,1091A07C21,A0801CB1192,ANV048TR2018A,BBH67,2022-06-06 12:00:00,2022-06-07 00:54:22
R22EUL301,2200,TRANSCEND,uSD08GEV-C,0086BEU014,418,1091A06C41,A0803CB1212,AEU0086B1009A,BBR02,2022-06-06 12:51:00,2022-06-06 15:27:08
R21NVXN20,2200,PHISON,uSD08AQV-C,0086ANV210,1461,1091A06C41,A0803CB1212,ANV0086A1078A,BBR07,2022-06-06 08:21:00,2022-06-06 14:42:58
R23NVA830,2200,PHISON,SSBGA132G4VT,132X2NV159,1160,1091A06C41,A0801CB1176,ANV132X2C057A,BBR11,2022-06-06 14:06:00,2022-06-06 22:28:14
R23NVA827,2200,PHISON,SSBGA132G4VT,132X2NV159,1160,1091A06C41,A0801CB1176,ANV132X2C057A,BBR12,2022-06-06 14:06:00,2022-06-06 22:28:14
R23NVA841,2200,PHISON,SSBGA132G4VT,132X2NV159,1140,1091A06C41,A0801CB1176,ANV132X2C057A,BBR17,2022-06-06 09:10:00,2022-06-06 17:23:34
R22AWAR18,2200,MXIC,SSLGA16DOU,016D5AW016,1220,1091A08T41,A0801CB0934,AAW016D53004A,BBR18,2022-06-06 10:35:00,2022-06-07 01:38:20
R23NVA840,2200,PHISON,SSBGA132G4VT,132X2NV159,1160,1091A06C41,A0801CB1176,ANV132X2C057A,BBR19,2022-06-06 14:06:00,2022-06-06 22:28:14
R22AWAR17,2200,MXIC,SSLGA16DOU,016D5AW016,1234,1091A08T41,A0801CB0934,AAW016D53004A,BBR22,2022-06-06 08:21:00,2022-06-06 23:34:42
R23MSL603,2200,MTI,FBGA-96UEC,096ECMS003,5600,1091A06T41,A0801CB0644,AMS096EC1002A,BBR23,2022-06-06 12:06:00,2022-06-07 10:44:26
R23MSKH03,2200,MTI,FBGA-78UEP,078EPMS003,5920,1091A06T21,A0801CB1264,AMS078EP1001A,BBR25,2022-06-06 12:06:00,2022-06-07 12:41:00
R23MSKN02,2200,MTI,FBGA-78UEP,078EPMS003,5993,1091A06T21,A0801CB1264,AMS078EP1001A,BBR26,2022-06-06 12:06:00,2022-06-07 12:59:11
R23MSKS04,2200,MTI,FBGA-78UEP,078EPMS003,4285,1091A06T21,A0801CB1264,AMS078EP1001A,BBR28,2022-06-06 12:06:00,2022-06-07 05:53:38
R23MSL205,2200,MTI,FBGA-96UEC,096ECMS003,5542,1091A06T41,A0801CB0644,AMS096EC1002A,BBR29,2022-06-06 12:06:00,2022-06-07 10:30:22
R23NVA832,2200,PHISON,SSBGA132G4VT,132X2NV159,1154,1091A06C41,A0801CB1176,ANV132X2C057A,BBR30,2022-06-06 10:16:00,2022-06-06 18:35:38
R23MSKM03,2200,MTI,FBGA-78UEP,078EPMS003,5960,1091A06T21,A0801CB1264,AMS078EP1001A,BBR31,2022-06-06 11:54:00,2022-06-07 12:38:58
R23MSKH01,2200,MTI,FBGA-78UEP,078EPMS003,6000,1091A06T21,A0801CB1264,AMS078EP1001A,BBR32,2022-06-06 08:21:00,2022-06-07 09:15:56
R23MSKN03,2200,MTI,FBGA-78UEP,078EPMS003,6000,1091A06T21,A0801CB1264,AMS078EP1001A,BBR33,2022-06-06 12:06:00,2022-06-07 13:00:56
R23MSKM04,2200,MTI,FBGA-78UEP,078EPMS003,4099,1091A06T21,A0801CB1264,AMS078EP1001A,BBR34,2022-06-06 12:06:00,2022-06-07 05:07:17
R22AWAR16,2200,MXIC,SSLGA16DOU,016D5AW016,1254,1091A08T41,A0801CB0934,AAW016D53004A,BBR36,2022-06-06 09:07:00,2022-06-07 00:35:31
R23NVA802,2200,PHISON,SSBGA132G4VT,132X2NV159,1180,1091A06C41,A0801CB1176,ANV132X2C057A,BBR37,2022-06-06 14:06:00,2022-06-06 22:36:53
R22AWAR22,2200,MXIC,SSLGA16DOU,016D5AW016,1238,1091A08T41,A0801CB0934,AAW016D53004A,BBR38,2022-06-06 11:47:00,2022-06-07 03:03:40
R23NVA825,2200,PHISON,SSBGA132G4VT,132X2NV159,1166,1091A06C41,A0801CB1176,ANV132X2C057A,BBR39,2022-06-06 14:21:14,2022-06-06 22:46:05
R23NVA849,2200,PHISON,SSBGA132G4VT,132X2NV159,1112,1091A06C41,A0801CB1176,ANV132X2C057A,BBR40,2022-06-06 09:10:00,2022-06-06 17:11:27
R23NVA839,2200,PHISON,SSBGA132G4VT,132X2NV159,1150,1091A06C41,A0801CB1176,ANV132X2C057A,BBR41,2022-06-06 14:06:00,2022-06-06 22:23:54
R22AWAR21,2200,MXIC,SSLGA16DOU,016D5AW016,1199,1091A08T41,A0801CB0934,AAW016D53004A,BBR42,2022-06-06 08:21:00,2022-06-06 23:08:47
R23NVA846,2200,PHISON,SSBGA132G4VT,132X2NV159,1180,1091A06C41,A0801CB1176,ANV132X2C057A,BBR43,2022-06-06 14:06:00,2022-06-06 22:36:53
R23MSKH02,2200,MTI,FBGA-78UEP,078EPMS003,5988,1091A06T21,A0801CB1264,AMS078EP1001A,BBR44,2022-06-06 12:06:00,2022-06-07 12:57:56
R23NVA845,2200,PHISON,SSBGA132G4VT,132X2NV159,1180,1091A06C41,A0801CB1176,ANV132X2C057A,BBR45,2022-06-06 14:06:00,2022-06-06 22:36:53
R23NVA822,2200,PHISON,SSBGA132G4VT,132X2NV159,1200,1091A06C41,A0801CB1176,ANV132X2C057A,BBR46,2022-06-06 11:50:00,2022-06-06 20:29:33
R22AWAR23,2200,MXIC,SSLGA16DOU,016D5AW016,1192,1091A08T41,A0801CB0934,AAW016D53004A,BBR48,2022-06-06 08:21:00,2022-06-06 23:03:36
R22AWAR19,2200,MXIC,SSLGA16DOU,016D5AW016,1215,1091A08T41,A0801CB0934,AAW016D53004A,BBR49,2022-06-06 10:19:00,2022-06-07 01:18:38
R23NVA847,2200,PHISON,SSBGA132G4VT,132X2NV159,1141,1091A06C41,A0801CB1176,ANV132X2C057A,BBR50,2022-06-06 14:06:00,2022-06-06 22:20:00
R23NVA817,2200,PHISON,SSBGA132G4VT,132X2NV159,1160,1091A06C41,A0801CB1176,ANV132X2C057A,BBR51,2022-06-06 14:06:00,2022-06-06 22:28:14
R23MSKN01,2200,MTI,FBGA-78UEP,078EPMS003,5985,1091A06T21,A0801CB1264,AMS078EP1001A,BBR52,2022-06-06 12:06:00,2022-06-07 12:57:12
R23MSKJ04,2200,MTI,FBGA-78UEP,078EPMS003,4110,1091A06T21,A0801CB1264,AMS078EP1001A,BBR53,2022-06-06 08:55:00,2022-06-07 01:59:01
R23NVA807,2200,PHISON,SSBGA132G4VT,132X2NV159,1200,1091A06C41,A0801CB1176,ANV132X2C057A,BBR54,2022-06-06 08:21:00,2022-06-06 17:00:33
R22AWAR15,2200,MXIC,SSLGA16DOU,016D5AW016,1252,1091A08T41,A0801CB0934,AAW016D53004A,BBR57,2022-06-06 08:21:00,2022-06-06 23:48:02
R23NVA848,2200,PHISON,SSBGA132G4VT,132X2NV159,1200,1091A06C41,A0801CB1176,ANV132X2C057A,BBR59,2022-06-06 08:21:00,2022-06-06 17:00:33
R23MSKS03,2200,MTI,FBGA-78UEP,078EPMS003,5960,1091A06T21,A0801CB1264,AMS078EP1001A,BBR60,2022-06-06 12:06:00,2022-06-07 12:50:58
R22AWAR20,2200,MXIC,SSLGA16DOU,016D5AW016,1253,1091A08T41,A0801CB0934,AAW016D53004A,BBR61,2022-06-06 08:21:00,2022-06-06 23:48:46
R23MSKL02,2200,MTI,FBGA-78UEP,078EPMS003,6000,1091A06T21,A0801CB1264,AMS078EP1001A,BBR62,2022-06-06 12:06:00,2022-06-07 13:00:56
R23MSKS01,2200,MTI,FBGA-78UEP,078EPMS003,5880,1091A06T21,A0801CB1264,AMS078EP1001A,BBR65,2022-06-06 12:06:00,2022-06-07 12:31:02
R23NVA842,2200,PHISON,SSBGA132G4VT,132X2NV159,1065,1091A06C41,A0801CB1176,ANV132X2C057A,BBR67,2022-06-06 08:21:00,2022-06-06 16:02:06
R23MSKJ03,2200,MTI,FBGA-78UEP,078EPMS003,5925,1091A06T21,A0801CB1264,AMS078EP1001A,BBR69,2022-06-06 09:07:00,2022-06-07 09:43:15
R23NVA828,2200,PHISON,SSBGA132G4VT,132X2NV159,1160,1091A06C41,A0801CB1176,ANV132X2C057A,BBR70,2022-06-06 14:06:00,2022-06-06 22:28:14
R23NVA838,2200,PHISON,SSBGA132G4VT,132X2NV159,1180,1091A06C41,A0801CB1176,ANV132X2C057A,BBR71,2022-06-06 09:21:00,2022-06-06 17:51:53
R23NVA805,2200,PHISON,SSBGA132G4VT,132X2NV159,1200,1091A06C41,A0801CB1176,ANV132X2C057A,BBR72,2022-06-06 14:06:00,2022-06-06 22:45:33
R23NVA831,2200,PHISON,SSBGA132G4VT,132X2NV159,1126,1091A06C41,A0801CB1176,ANV132X2C057A,BBR73,2022-06-06 14:06:00,2022-06-06 22:13:30
R23NVA843,2200,PHISON,SSBGA132G4VT,132X2NV159,1141,1091A06C41,A0801CB1176,ANV132X2C057A,BBR74,2022-06-06 14:06:00,2022-06-06 22:20:00
R22AWAP27A,2200,MXIC,SSLGA16DOU,016D5AW016,900,1091A08T41,A0801CB0934,AAW016D53004A,BBR75,2022-06-06 08:21:00,2022-06-06 19:27:24
R23MSKL03,2200,MTI,FBGA-78UEP,078EPMS003,5998,1091A06T21,A0801CB1264,AMS078EP1001A,BBR76,2022-06-06 12:06:00,2022-06-07 13:00:26
R23NVA835,2200,PHISON,SSBGA132G4VT,132X2NV159,1140,1091A06C41,A0801CB1176,ANV132X2C057A,BBR77,2022-06-06 14:06:00,2022-06-06 22:19:34
R23MSKL01,2200,MTI,FBGA-78UEP,078EPMS003,6000,1091A06T21,A0801CB1264,AMS078EP1001A,BBR78,2022-06-06 12:06:00,2022-06-07 13:00:56
R23MSLZ04,2200,MTI,FBGA-96UEC,096ECMS003,5528,1091A06T41,A0801CB0644,AMS096EC1002A,BBR79,2022-06-06 12:06:00,2022-06-07 10:26:58
R23NVA836,2200,PHISON,SSBGA132G4VT,132X2NV159,1140,1091A06C41,A0801CB1176,ANV132X2C057A,BBR80,2022-06-06 08:21:00,2022-06-06 16:34:34
R23MSKS02,2200,MTI,FBGA-78UEP,078EPMS003,5939,1091A06T21,A0801CB1264,AMS078EP1001A,BBR82,2022-06-06 12:06:00,2022-06-07 12:45:44
R22AWAP27,2200,MXIC,SSLGA16DOU,016D5AW016,1241,1091A08T41,A0801CB0934,AAW016D53004A,BBR83,2022-06-06 08:21:00,2022-06-06 23:39:53
R23NVA829,2200,PHISON,SSBGA132G4VT,132X2NV159,1160,1091A06C41,A0801CB1176,ANV132X2C057A,BBR84,2022-06-06 14:06:00,2022-06-06 22:28:14
R22AWAR13,2200,MXIC,SSLGA16DOU,016D5AW016,1211,1091A08T41,A0801CB0934,AAW016D53004A,BBR86,2022-06-06 08:21:00,2022-06-06 23:17:40
R23NVA823,2200,PHISON,SSBGA132G4VT,132X2NV159,1140,1091A06C41,A0801CB1176,ANV132X2C057A,BBR87,2022-06-06 14:06:00,2022-06-06 22:19:34
R23MSKN04,2200,MTI,FBGA-78UEP,078EPMS003,4018,1091A06T21,A0801CB1264,AMS078EP1001A,BBR89,2022-06-06 12:06:00,2022-06-07 04:47:06
R23NVA906,2200,PHISON,SSBGA132G4VT,132X2NV159,1140,1091A06C41,A0801CB1176,ANV132X2C057A,BBR90,2022-06-06 10:57:00,2022-06-06 19:10:34
R23NIH901,2200,DIALOG,QFN-20YU2D,020YUNI024,16920,1091A08T41,A0803CB0826,ANI020YU1005C,BBR97,2022-06-06 10:33:00,2022-06-07 12:54:13
R21NVXN01,2200,PHISON,uSD08AQV-C,0086ANV210,1532,1091A06C41,A0803CB1212,ANV0086A1078A,BBRA3,2022-06-06 08:21:00,2022-06-06 15:01:32
R23HQC105,2200,EMC,FPSTLGA44YBV,0442JHQ027,2362,1091A06C41,A0803CB1181,AHQ0442J3005A,BBRA6,2022-06-06 09:46:00,2022-06-06 20:00:59
R21NVXM23,2200,PHISON,uSD08AQV-C,0086ANV210,1549,1091A06C41,A0803CB1212,ANV0086A1078A,BBRA8,2022-06-06 08:21:00,2022-06-06 15:05:59
R21NVXM33,2200,PHISON,uSD08AQV-C,0086ANV210,1545,1091A06C41,A0803CB1212,ANV0086A1078A,BBRA9,2022-06-06 08:21:00,2022-06-06 15:04:56
R23HQC112,2200,EMC,FPSTLGA44YBV,0442JHQ027,2350,1091A06C41,A0803CB1181,AHQ0442J3005A,BBRB4,2022-06-06 10:36:00,2022-06-06 20:47:52
R21NVXM17,2200,PHISON,uSD08AQV-C,0086ANV210,1539,1091A06C41,A0803CB1212,ANV0086A1078A,BBRB8,2022-06-06 08:21:00,2022-06-06 15:03:22
R21NVXM30,2200,PHISON,uSD08AQV-C,0086ANV210,1528,1091A06C41,A0803CB1212,ANV0086A1078A,BBRC5,2022-06-06 08:21:00,2022-06-06 15:00:29
R21NVXM31,2200,PHISON,uSD08AQV-C,0086ANV210,1479,1091A06C41,A0803CB1212,ANV0086A1078A,BBS01,2022-06-06 12:06:00,2022-06-06 18:51:47
R23NIH503,2200,DIALOG,QFN-20YU2D,020YUNI024,2146,1091A08T41,A0803CB0826,ANI020YU1005C,BBS04,2022-06-06 12:06:00,2022-06-06 15:31:10
R23NIH502,2200,DIALOG,QFN-20YU2D,020YUNI024,16920,1091A08T41,A0803CB0826,ANI020YU1005C,BBS05,2022-06-06 12:06:00,2022-06-07 15:03:44
R22AWC211,2200,MXIC,TSOP1-48/M2,048TPAW086,720,1091A08T41,A0801CB1000,AAW048TP1041B,BBU04,2022-06-06 08:22:00,2022-06-06 20:22:11
R22AWCB11,2200,MXIC,TSOP1-48/M2,048TPAW086,720,1091A08T41,A0801CB1000,AAW048TP1041B,BBU17,2022-06-06 08:21:00,2022-06-06 20:21:11
R22AWCB06,2200,MXIC,TSOP1-48/M2,048TPAW086,720,1091A08T41,A0801CB1000,AAW048TP1041B,BBU24,2022-06-06 08:21:00,2022-06-06 20:21:11
R22AWC138,2200,MXIC,TSOP1-48/M2,048TPAW086,720,1091A08T41,A0801CB1000,AAW048TP1041B,BBU45,2022-06-06 08:21:00,2022-06-06 20:21:11
R22AWC416,2200,MXIC,TSOP1-48/M2,048TPAW086,720,1091A08T41,A0801CB1000,AAW048TP1041B,BBU50,2022-06-06 08:21:00,2022-06-06 20:21:11
R22AWC415,2200,MXIC,TSOP1-48/M2,048TPAW086,720,1091A08T41,A0801CB1000,AAW048TP1041B,BBU51,2022-06-06 08:21:00,2022-06-06 20:21:11
R22AWCB12,2200,MXIC,TSOP1-48/M2,048TPAW086,720,1091A08T41,A0801CB1000,AAW048TP1041B,BBU53,2022-06-06 08:21:00,2022-06-06 20:21:11
R22AWCB07,2200,MXIC,TSOP1-48/M2,048TPAW086,720,1091A08T41,A0801CB1000,AAW048TP1041B,BBU58,2022-06-06 08:21:00,2022-06-06 20:21:11
R22AWC213,2200,MXIC,TSOP1-48/M2,048TPAW086,720,1091A08T41,A0801CB1000,AAW048TP1041B,BBU69,2022-06-06 09:30:00,2022-06-06 21:30:11
