process_id,Oper,master_desc,detail_id,remark
0086A186,2070,Entity,E20700199,ESEC-2100
0086A186,2070,Entity,E20700199,ESEC-2100
0086A186,2130,Entity,E21300199,DB-800; DB-700; DB-830
0086A186,2200,Entity (KNS),E22000298,Iconn;Iconn Plus;RAPID
0086A186,2250,Entity,E22500102,
0086A186,2070,Lot Size,O20700198,1600
0086A186,2051,PTN No,R20510198,15
0086A186,2080,PTN No,R20800698,11
0086A186,2150,PTN no,R21500198,05
0086A186,2250,PTN no,R22500198,02
0086A186,2330,PTN no,R23300398,01
0086A186,3140,PTN no,R31400198,66
0086A186,2200,Support Entity,S22000102,
0086A186,2200,Support Entity,S22000103,SU-22061-263E12
0086A187,2070,Entity,E20700199,DB-700
0086A187,2070,Entity,E20700199,DB-700
0086A187,2070,Entity,E20700199,DB-700
0086A187,2130,Entity,E21300199,ESEC-2100
0086A187,2200,Entity (KNS),E22000298,Ultra
0086A187,2250,Entity,E22500101,
0086A187,2070,Lot Size,O20700198,1600
0086A187,2051,PTN No,R20510198,15
0086A187,2140,PTN no,R21400198,11
0086A187,2140,PTN no,R21400198,11
0086A187,2150,PTN no,R21500198,05
0086A187,2250,PTN no,R22500198,15
0086A187,2330,PTN no,R23300398,01
0086A187,2200,Support Entity,S22000102,
0086A187,2200,Support Entity,S22000103,SU-22061-263E12
0086A188,2070,Entity,E20700199,ESEC-2100
0086A188,2070,Entity,E20700199,ESEC-2100
0086A188,2070,Entity,E20700199,ESEC-2100
0086A188,2130,Entity,E21300199,DB-700
0086A188,2200,Entity (KNS),E22000298,Iconn;Iconn Plus;RAPID
0086A188,2250,Entity,E22500102,
0086A188,2070,Lot Size,O20700198,1600
0086A188,2051,PTN No,R20510198,15
0086A188,2080,PTN No,R20800698,11
0086A188,2140,PTN no,R21400198,66
0086A188,2140,PTN no,R21400198,66
0086A188,2150,PTN no,R21500198,05
0086A188,2250,PTN no,R22500198,02
0086A188,2330,PTN no,R23300398,01
0086A188,2040,Support Entity,S20400102,
0086A188,2040,Support Entity,S20400102,
0086A188,2200,Support Entity,S22000102,
0086A188,2200,Support Entity,S22000103,SU-22061-263E12
0086A190,2070,Entity,E20700199,DB-700
0086A190,2070,Entity,E20700199,DB-700
0086A190,2070,Entity,E20700199,DB-700
0086A190,2130,Entity,E21300199,ESEC-2100
0086A190,2200,Entity (KNS),E22000298,Ultra
