ENTITY,SUM,MODEL,STATUS,LOT#,Pre-Lot,OPER,PRODUCT,PACKAGE ID,BOND ID,WIP,IC Q'ty,IN TIME,OUTPLAN,CUST,PIN_PKG,CLOT,JCODE,UPH,LAMILATION,REMARK1,AREA,PM,SETTING OPER,
	BBB10       ,	0,	UTC2000     ,	RUNNING     ,	P49YZA304  ,	,	2200,	096EFYZ004               ,	P3T1GF40CBF-Z{YZ}{RYOWA} ,	AYZ096EF2003A,	2460,	60610,	21-12-08 13:12,	21-12-09 06:03,	ZJP                                               ,	FBGA-96UEF     ,	1B0486000                                         ,	     ,	145.9357,	,	,	TA-A17                   ,	                              ,	2200                          ,
	BBB11       ,	0,	UTC2000     ,	RUNNING     ,	P49YZAA13  ,	,	2200,	096EIYZ001               ,	P3T2GF40CBF-Z{YZ}        ,	AYZ096EI1002A,	2860,	42097,	21-12-08 04:32,	21-12-08 18:21,	ZJP                                               ,	FBGA-96UEI     ,	1B0495000                                         ,	     ,	0.0000,	,	,	TA-A19                   ,	                              ,	2200                          ,
	BBB12       ,	0,	UTC2000     ,	RUNNING     ,	P45AWF725  ,	,	2200,	048TPAW103               ,	5480CNB-48TG000          ,	AAW048TP1008B,	720,	34015,	21-12-08 00:18,	21-12-08 11:45,	MXIC                                              ,	TSOP1-48/M2    ,	8J240200A1                                        ,	     ,	62.8647,	,	,	TA-A9                    ,	                              ,	2200                          ,
	BBB13       ,	0,	UTC2000     ,	RUNNING     ,	P49AWBY30  ,	,	2200,	048TPAW103               ,	5480CNB-48TG000          ,	AAW048TP1008B,	720,	24271,	21-12-08 06:47,	21-12-08 18:14,	MXIC                                              ,	TSOP1-48/M2    ,	8J326700                                          ,	     ,	62.8647,	,	,	TA-A20                   ,	                              ,	2200                          ,
	BBB14       ,	0,	UTC2000     ,	WAIT-SETUP  ,	,	,	,	,	,	AAW048TP1008B,	,	,	21-12-08 10:30,	,	,	,	,	MC   ,	,	,	,	TA-A10                   ,	                              ,	2200                          ,
	BBB15       ,	0,	UTC2000     ,	RUNNING     ,	P49YZAA04  ,	,	2200,	096EIYZ001               ,	P3T2GF40CBF-Z{YZ}        ,	AYZ096EI1002A,	2856,	42097,	21-12-08 04:35,	21-12-08 18:23,	ZJP                                               ,	FBGA-96UEI     ,	1B0495000                                         ,	     ,	0.0000,	,	,	TA-A21                   ,	                              ,	2200                          ,
	BBB16       ,	0,	UTC2000     ,	RUNNING     ,	P49YZA303A ,	,	2200,	096EFYZ004               ,	P3T1GF40CBF-Z{YZ}{RYOWA} ,	AYZ096EF2003A,	2478,	60610,	21-12-07 20:54,	21-12-08 13:53,	ZJP                                               ,	FBGA-96UEF     ,	1B0486000                                         ,	     ,	145.9357,	,	,	TA-A21                   ,	12/08/2021 MP                 ,	2200                          ,
	BBB17       ,	0,	UTC2000     ,	RUNNING     ,	P49BUB701  ,	,	2200,	084UCBU003               ,	IS43DR16320C-3DBLI-AS    ,	ABU084CC2002B,	5600,	12253,	21-12-08 03:20,	21-12-08 23:59,	ICSI                                              ,	FBGA-84UC(2)   ,	BTB102000Y2                                       ,	     ,	271.1390,	,	,	TA-A21                   ,	12/09/2021 MP                 ,	2200                          ,
	BBB18       ,	0,	UTC2000     ,	ENG         ,	,	,	,	,	,	ACD066TN1013A,	,	,	21-12-07 20:35,	21-12-07 20:35,	,	,	,	PE   ,	,	,	,	TA-A21                   ,	12/10/2021 MP                 ,	2200                          ,
	BBB19       ,	0,	UTC2000     ,	RUNNING     ,	P48YZAM12  ,	,	2200,	096EFYZ004               ,	P3T1GF40CBF-Z{YZ}{RYOWA} ,	AYZ096EF2003A,	4984,	62826,	21-12-08 00:46,	21-12-09 10:50,	ZJP                                               ,	FBGA-96UEF     ,	1B0321000                                         ,	     ,	145.9357,	,	,	TA-A21                   ,	12/11/2021 MP                 ,	2200                          ,
	BBB20       ,	0,	UTC2000     ,	RUNNING     ,	P49YZAC05  ,	,	2200,	096EIYZ001               ,	P3T2GF40CBF-Z{YZ}        ,	AYZ096EI1002A,	2980,	39153,	21-12-08 07:21,	21-12-08 21:45,	ZJP                                               ,	FBGA-96UEI     ,	1B0497000                                         ,	     ,	0.0000,	,	,	TA-A21                   ,	12/12/2021 MP                 ,	2200                          ,
	BBB21       ,	0,	UTC2000     ,	RUNNING     ,	P49AWAX01  ,	,	3200,	024XJAW020               ,	6140P-24XD08IYF999       ,	AAW024XJ6010B,	4118,	20563,	21-12-08 13:00,	21-12-09 02:47,	MXIC                                              ,	STBGA24A4L     ,	8J744800A2                                        ,	     ,	298.6485,	,	,	TA-A21                   ,	12/13/2021 MP                 ,	3200                          ,
	BBB22       ,	0,	UTC2000     ,	ENG         ,	,	,	,	,	,	ACD066TN1013A,	,	,	21-12-07 21:47,	21-12-07 21:47,	,	,	,	PE   ,	,	,	,	TA-A21                   ,	12/14/2021 MP                 ,	2200                          ,
	BBB23       ,	0,	UTC2000     ,	ENG         ,	,	,	,	,	,	ACD066TN1013A,	,	,	21-12-07 02:42,	21-12-07 02:42,	,	,	,	PE   ,	,	,	,	TA-A22                   ,	12/15/2021 MP                 ,	2200                          ,
	BBB24       ,	3200,	UTC2000     ,	RUNNING     ,	P49ABIE08  ,	,	2200,	162KEAB011               ,	UBG056001/IG/W71NW10HM3FW,	AAB162KE1006A,	3300,	42949,	21-12-08 10:27,	21-12-08 16:36,	WINBOND                                           ,	STBGA162B4U    ,	6148M0037                                         ,	     ,	536.0704,	,	,	TA-A22                   ,	12/16/2021 MP                 ,	2200                          ,
	BBB25       ,	0,	UTC2000     ,	RUNNING     ,	P48YZAM13  ,	,	2200,	096EFYZ004               ,	P3T1GF40CBF-Z{YZ}{RYOWA} ,	AYZ096EF2003A,	3246,	62826,	21-12-07 17:47,	21-12-08 16:00,	ZJP                                               ,	FBGA-96UEF     ,	1B0321000                                         ,	     ,	145.9357,	,	,	TA-A22                   ,	12/17/2021 MP                 ,	2200                          ,
	BBB26       ,	0,	UTC2000     ,	WAIT-SETUP  ,	P48BUC302  ,	,	2200,	078EABU001               ,	IS43TR81024BL-125KBL-AS  ,	ABU078EA1001A,	2640,	10219,	21-12-08 14:22,	21-12-08 15:27:41,	ICSI                                              ,	FBGA-78LEA     ,	MRA985000Y1                                       ,	M    ,	266.2409,	,	,	TA-A22                   ,	12/18/2021 MP                 ,	2200                          ,
	BBB27       ,	4320,	UTC2000     ,	RUNNING     ,	P49AWB405  ,	,	2200,	024XJAW001               ,	6124L-24XD10ITJW99       ,	AAW024XJ6001B,	4320,	26373,	21-12-08 12:31,	21-12-08 18:50,	MXIC                                              ,	STBGA24A3L     ,	8J637800                                          ,	     ,	685.1524,	,	,	TA-A22                   ,	12/19/2021 MP                 ,	2200                          ,
	BBB28       ,	720,	UTC2000     ,	RUNNING     ,	P49AWBY28  ,	,	2200,	048TPAW103               ,	5480CNB-48TG000          ,	AAW048TP1008B,	720,	24271,	21-12-08 12:27,	21-12-08 23:55,	MXIC                                              ,	TSOP1-48/M2    ,	8J326700                                          ,	     ,	62.8647,	,	,	TA-A22                   ,	12/20/2021 MP                 ,	2200                          ,
	BBB29       ,	2902,	UTC2000     ,	RUNNING     ,	P49YZAA15  ,	,	2200,	096EIYZ001               ,	P3T2GF40CBF-Z{YZ}        ,	AYZ096EI1002A,	1544,	42097,	21-12-08 10:40,	21-12-08 18:11,	ZJP                                               ,	FBGA-96UEI     ,	1B0495000                                         ,	     ,	0.0000,	,	,	TA-A19                   ,	12/21/2021 MP                 ,	2200                          ,
	BBB30       ,	0,	UTC2000     ,	ENG         ,	,	,	,	,	,	AAB096EL1002A,	,	,	21-12-06 23:59,	21-12-06 23:59,	,	,	,	PE   ,	,	,	,	TA-A10                   ,	12/22/2021 MP                 ,	2200                          ,
	BBB31       ,	0,	UTC2000     ,	WAIT-REPAIR ,	,	,	,	,	,	AAB024XJ6011A,	,	,	21-12-08 13:03,	,	,	,	,	MAL-W,	,	,	,	TA-A10                   ,	12/23/2021 MP                 ,	2200                          ,
	BBB32       ,	0,	UTC2000     ,	WAIT-REPAIR ,	,	,	,	,	,	ABU078EA1001A,	,	,	21-12-07 19:27,	,	,	,	,	B2   ,	,	,	,	TA-A10                   ,	12/24/2021 MP                 ,	2200                          ,
	BBB33       ,	2500,	UTC2000     ,	RUNNING     ,	P49YZA302A ,	,	2200,	096EFYZ004               ,	P3T1GF40CBF-Z{YZ}{RYOWA} ,	AYZ096EF2003A,	2500,	60610,	21-12-08 07:54,	21-12-09 01:02,	ZJP                                               ,	FBGA-96UEF     ,	1B0486000                                         ,	     ,	145.9357,	,	,	TA-A10                   ,	12/25/2021 MP                 ,	2200                          ,
	BBB34       ,	2312,	UTC2000     ,	RUNNING     ,	P48BUBZ02  ,	,	2200,	078EABU001               ,	IS43TR81024BL-125KBL-AS  ,	ABU078EA1001A,	2640,	9923,	21-12-08 08:05,	21-12-08 18:00,	ICSI                                              ,	FBGA-78LEA     ,	MPT810000Y1                                       ,	     ,	266.2409,	,	,	TA-A10                   ,	12/26/2021 MP                 ,	2200                          ,
	BBB35       ,	0,	UTC2000     ,	IDLE        ,	,	,	,	,	,	AAB060NR1006A,	,	,	21-12-07 19:51,	,	,	,	,	     ,	,	,	,	TA-A10                   ,	12/27/2021 MP                 ,	2200                          ,
	BBB36       ,	0,	UTC2000     ,	RUNNING     ,	P49YZA305A ,	,	2200,	096EFYZ004               ,	P3T1GF40CBF-Z{YZ}{RYOWA} ,	AYZ096EF2003A,	2462,	60610,	21-12-08 02:55,	21-12-08 19:48,	ZJP                                               ,	FBGA-96UEF     ,	1B0486000                                         ,	     ,	145.9357,	,	,	TA-A10                   ,	12/28/2021 MP                 ,	2200                          ,
	BBC01       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS096EC1002A,	,	,	21-12-06 02:13,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	                              ,	2200                          ,
	BBC02       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS096EC1002A,	,	,	21-12-06 03:00,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	                              ,	2200                          ,
	BBC03       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS096EC1002A,	,	,	21-12-05 21:22,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	                              ,	2200                          ,
	BBC04       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS096EC1002A,	,	,	21-12-06 10:54,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	                              ,	2200                          ,
	BBC05       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS096EC1002A,	,	,	21-12-06 07:11,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	                              ,	2200                          ,
	BBC06       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS096EC1002A,	,	,	21-12-06 11:57,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	                              ,	2200                          ,
	BBC07       ,	3600,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EN1001A,	,	,	21-12-08 10:50,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	                              ,	2200                          ,
	BBC08       ,	0,	MAXUM-PLUS  ,	RUNNING     ,	P50MSAV02  ,	,	2200,	078ENMS009               ,	Z11B1SA8CMS2693{R-low alp,	AMS078EN1001A,	3560,	29817,	21-12-08 07:47,	21-12-08 22:05,	MTI                                               ,	FBGA-78UEN     ,	227060B.00L                                       ,	     ,	248.9770,	,	,	TB-B18                   ,	12/08/2021 MP                 ,	2200                          ,
	BBC09       ,	3590,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EN1001A,	,	,	21-12-08 12:50,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/09/2021 MP                 ,	2200                          ,
	BBC10       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS096EC1002A,	,	,	21-12-06 00:53,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/10/2021 MP                 ,	2200                          ,
	BBC11       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS096EC1002A,	,	,	21-12-05 18:35,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/11/2021 MP                 ,	2200                          ,
	BBC12       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS096EC1002A,	,	,	21-12-05 19:14,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/12/2021 MP                 ,	2200                          ,
	BBC13       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS096EC1002A,	,	,	21-12-06 05:20,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/13/2021 MP                 ,	2200                          ,
	BBC14       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS096EC1002A,	,	,	21-12-06 05:16,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/14/2021 MP                 ,	2200                          ,
	BBC15       ,	3580,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EN1001A,	,	,	21-12-08 09:59,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/15/2021 MP                 ,	2200                          ,
	BBC16       ,	3580,	MAXUM-PLUS  ,	RUNNING     ,	P50MSBP05  ,	,	2200,	078ENMS009               ,	Z11B1SA8CMS2693{R-low alp,	AMS078EN1001A,	3600,	31039,	21-12-08 10:13,	21-12-09 00:40,	MTI                                               ,	FBGA-78UEN     ,	227457B.00L                                       ,	     ,	248.9770,	,	,	TB-B18                   ,	12/16/2021 MP                 ,	2200                          ,
	BBC17       ,	3600,	MAXUM-PLUS  ,	RUNNING     ,	P50MSBT03  ,	,	2200,	078ENMS009               ,	Z11B1SA8CMS2693{R-low alp,	AMS078EN1001A,	3560,	30909,	21-12-08 10:16,	21-12-09 00:34,	MTI                                               ,	FBGA-78UEN     ,	226850B.00L                                       ,	     ,	248.9770,	,	,	TB-B18                   ,	12/17/2021 MP                 ,	2200                          ,
	BBC18       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS096EC1002A,	,	,	21-12-05 16:03,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/18/2021 MP                 ,	2200                          ,
	BBC19       ,	0,	MAXUM-PLUS  ,	RUNNING     ,	P50MSAV01  ,	,	2200,	078ENMS009               ,	Z11B1SA8CMS2693{R-low alp,	AMS078EN1001A,	3552,	29817,	21-12-08 03:12,	21-12-08 17:28,	MTI                                               ,	FBGA-78UEN     ,	227060B.00L                                       ,	     ,	248.9770,	,	,	TB-B18                   ,	12/19/2021 MP                 ,	2200                          ,
	BBC20       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EN1001A,	,	,	21-12-08 10:46,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/20/2021 MP                 ,	2200                          ,
	BBC21       ,	3560,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EN1001A,	,	,	21-12-08 11:44,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/21/2021 MP                 ,	2200                          ,
	BBC22       ,	3600,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EN1001A,	,	,	21-12-08 10:06,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/22/2021 MP                 ,	2200                          ,
	BBC23       ,	3580,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EN1001A,	,	,	21-12-08 11:23,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/23/2021 MP                 ,	2200                          ,
	BBC24       ,	3580,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EN1001A,	,	,	21-12-08 12:45,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/24/2021 MP                 ,	2200                          ,
	BBC25       ,	3580,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EN1001A,	,	,	21-12-08 12:48,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/25/2021 MP                 ,	2200                          ,
	BBC26       ,	3582,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EN1001A,	,	,	21-12-08 10:43,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/26/2021 MP                 ,	2200                          ,
	BBC27       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EP1001A,	,	,	21-12-06 03:25,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/27/2021 MP                 ,	2200                          ,
	BBC28       ,	3580,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EN1001A,	,	,	21-12-08 11:20,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/28/2021 MP                 ,	2200                          ,
	BBC29       ,	0,	MAXUM-PLUS  ,	RUNNING     ,	P50MSAV03  ,	,	2200,	078ENMS009               ,	Z11B1SA8CMS2693{R-low alp,	AMS078EN1001A,	3560,	29817,	21-12-08 07:49,	21-12-08 22:07,	MTI                                               ,	FBGA-78UEN     ,	227060B.00L                                       ,	     ,	248.9770,	,	,	TB-B18                   ,	12/29/2021 MP                 ,	2200                          ,
	BBC30       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EP1001A,	,	,	21-12-06 11:51,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/30/2021 MP                 ,	2200                          ,
	BBC31       ,	0,	MAXUM-PLUS  ,	RUNNING     ,	P50MSBV07  ,	,	2200,	078ENMS009               ,	Z11B1SA8CMS2693{R-low alp,	AMS078EN1001A,	3580,	30905,	21-12-07 20:27,	21-12-08 10:50,	MTI                                               ,	FBGA-78UEN     ,	226759B.00L                                       ,	     ,	248.9770,	,	,	TB-B18                   ,	12/31/2021 MP                 ,	2200                          ,
	BBC32       ,	3560,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EN1001A,	,	,	21-12-08 11:03,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	                              ,	2200                          ,
	BBC33       ,	0,	MAXUM-PLUS  ,	RUNNING     ,	P50MSBP01  ,	,	2200,	078ENMS009               ,	Z11B1SA8CMS2693{R-low alp,	AMS078EN1001A,	3600,	31039,	21-12-07 23:45,	21-12-08 20:18,	MTI                                               ,	FBGA-78UEN     ,	227457B.00L                                       ,	     ,	248.9770,	,	,	TB-B18                   ,	                              ,	2200                          ,
	BBC34       ,	3600,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EN1001A,	,	,	21-12-08 12:00,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	                              ,	2200                          ,
	BBC35       ,	3600,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EN1001A,	,	,	21-12-08 12:37,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	                              ,	2200                          ,
	BBC36       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EP1001A,	,	,	21-12-06 18:57,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	                              ,	2200                          ,
	BBC37       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EP1001A,	,	,	21-12-07 16:21,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	                              ,	2200                          ,
	BBC38       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EP1001A,	,	,	21-12-08 09:00,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/08/2021 MP                 ,	2200                          ,
	BBC39       ,	3560,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EN1001A,	,	,	21-12-08 12:34,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/09/2021 MP                 ,	2200                          ,
	BBC40       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EP1001A,	,	,	21-12-07 01:56,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/10/2021 MP                 ,	2200                          ,
	BBC41       ,	3580,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EN1001A,	,	,	21-12-08 12:32,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/11/2021 MP                 ,	2200                          ,
	BBC42       ,	0,	MAXUM-PLUS  ,	RUNNING     ,	P50MSB907  ,	,	2200,	078ENMS009               ,	Z11B1SA8CMS2693{R-low alp,	AMS078EN1001A,	3598,	29331,	21-12-07 22:23,	21-12-08 12:50,	MTI                                               ,	FBGA-78UEN     ,	226862B.00L                                       ,	     ,	248.9770,	,	,	TB-B18                   ,	12/12/2021 MP                 ,	2200                          ,
	BBC43       ,	3560,	MAXUM-PLUS  ,	RUNNING     ,	P50MSAB07  ,	,	2200,	078ENMS009               ,	Z11B1SA8CMS2693{R-low alp,	AMS078EN1001A,	3580,	31007,	21-12-08 13:24,	21-12-09 03:47,	MTI                                               ,	FBGA-78UEN     ,	226854B.00L                                       ,	     ,	248.9770,	,	,	TB-B18                   ,	12/13/2021 MP                 ,	2200                          ,
	BBC44       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EN1001A,	,	,	21-12-08 13:44,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/14/2021 MP                 ,	2200                          ,
	BBC45       ,	3560,	MAXUM-PLUS  ,	RUNNING     ,	P50MSAV06  ,	,	2200,	078ENMS009               ,	Z11B1SA8CMS2693{R-low alp,	AMS078EN1001A,	3600,	29817,	21-12-08 13:26,	21-12-09 03:54,	MTI                                               ,	FBGA-78UEN     ,	227060B.00L                                       ,	     ,	248.9770,	,	,	TB-B18                   ,	12/15/2021 MP                 ,	2200                          ,
	BBC46       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EP1001A,	,	,	21-12-07 01:51,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/16/2021 MP                 ,	2200                          ,
	BBC47       ,	2314,	MAXUM-PLUS  ,	RUNNING     ,	P50MSBP04  ,	,	2200,	078ENMS009               ,	Z11B1SA8CMS2693{R-low alp,	AMS078EN1001A,	3600,	31039,	21-12-08 08:21,	21-12-08 22:49,	MTI                                               ,	FBGA-78UEN     ,	227457B.00L                                       ,	     ,	248.9770,	,	,	TB-B18                   ,	12/17/2021 MP                 ,	2200                          ,
	BBC48       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EN1001A,	,	,	21-12-08 14:05,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/18/2021 MP                 ,	2200                          ,
	BBC49       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EP1001A,	,	,	21-12-06 02:34,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/19/2021 MP                 ,	2200                          ,
	BBC50       ,	0,	MAXUM-PLUS  ,	RUNNING     ,	P50MSBQ08  ,	,	2200,	078ENMS009               ,	Z11B1SA8CMS2693{R-low alp,	AMS078EN1001A,	3560,	31025,	21-12-08 10:28,	21-12-09 00:46,	MTI                                               ,	FBGA-78UEN     ,	227156B.00L                                       ,	     ,	248.9770,	,	,	TB-B18                   ,	12/20/2021 MP                 ,	2200                          ,
	BBC51       ,	0,	MAXUM-PLUS  ,	RUNNING     ,	P50MSBU02  ,	,	2200,	078ENMS009               ,	Z11B1SA8CMS2693{R-low alp,	AMS078EN1001A,	3553,	30907,	21-12-07 22:51,	21-12-08 13:07,	MTI                                               ,	FBGA-78UEN     ,	227284B.00L                                       ,	     ,	248.9770,	,	,	TB-B18                   ,	12/21/2021 MP                 ,	2200                          ,
	BBC52       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EN1001A,	,	,	21-12-08 14:00,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/22/2021 MP                 ,	2200                          ,
	BBC53       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS096EC1002A,	,	,	21-12-06 18:20,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/23/2021 MP                 ,	2200                          ,
	BBC54       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS096EC1002A,	,	,	21-12-06 17:33,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/24/2021 MP                 ,	2200                          ,
	BBC55       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS096EC1002A,	,	,	21-12-06 03:14,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/25/2021 MP                 ,	2200                          ,
	BBC56       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS078EN1001A,	,	,	21-12-08 13:47,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/26/2021 MP                 ,	2200                          ,
	BBC57       ,	3599,	MAXUM-PLUS  ,	RUNNING     ,	P50MSBP06  ,	,	2200,	078ENMS009               ,	Z11B1SA8CMS2693{R-low alp,	AMS078EN1001A,	3600,	31039,	21-12-08 13:28,	21-12-09 03:56,	MTI                                               ,	FBGA-78UEN     ,	227457B.00L                                       ,	     ,	248.9770,	,	,	TB-B18                   ,	12/27/2021 MP                 ,	2200                          ,
	BBC58       ,	0,	MAXUM-PLUS  ,	RUNNING     ,	P50MSAL07  ,	,	2200,	078ENMS009               ,	Z11B1SA8CMS2693{R-low alp,	AMS078EN1001A,	3580,	30736,	21-12-07 23:03,	21-12-08 13:26,	MTI                                               ,	FBGA-78UEN     ,	225802B.00L                                       ,	     ,	248.9770,	,	,	TB-B18                   ,	12/28/2021 MP                 ,	2200                          ,
	BBC59       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS096EC1002A,	,	,	21-12-06 17:42,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/29/2021 MP                 ,	2200                          ,
	BBC60       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS096EC1002A,	,	,	21-12-06 16:52,	,	,	,	,	     ,	,	,	,	TB-B18                   ,	12/30/2021 MP                 ,	2200                          ,
	BBD01       ,	3200,	MAXUM-PLUS  ,	SETUP       ,	,	,	,	,	,	AAB008YQ2032A,	,	,	21-12-08 13:50,	21-12-08 15:20,	,	,	,	SC   ,	,	,	,	TB-B9                    ,	                              ,	2200                          ,
	BBD02       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AAW008Y62014A,	,	,	21-12-08 11:31,	,	,	,	,	     ,	,	,	,	TB-B9                    ,	12/08/2021 MP                 ,	2200                          ,
	BBD03       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS096EC1002A,	,	,	21-12-05 15:21,	,	,	,	,	     ,	,	,	,	TB-B9                    ,	12/09/2021 MP                 ,	2200                          ,
	BBD09       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS096EC1002A,	,	,	21-12-05 17:49,	,	,	,	,	     ,	,	,	,	TB-B14                   ,	12/10/2021 MP                 ,	2200                          ,
	BBD10       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AAS066TS1004B,	,	,	21-12-06 06:53,	,	,	,	,	     ,	,	,	,	TB-B14                   ,	12/11/2021 MP                 ,	2200                          ,
	BBD11       ,	0,	MAXUM-PLUS  ,	IDLE        ,	,	,	,	,	,	AMS096EC1002A,	,	,	21-12-06 04:23,	,	,	,	,	     ,	,	,	,	TB-B14                   ,	12/12/2021 MP                 ,	2200                          ,
