,Unnamed: 0,bd_id_1,bd_id_2,end_time,entity,jobcode,lot_num_1,lot_num_2,number,start_time,start_time_trans,end_time_trans,CR,start_time_adj,end_time_adj
94,94,ABW064AE1006A,AAB008Y62014A,2223.84676,BB834,"CWN,SC",R14BWD507,R14ABR722,BB834_4,2103.84676,2022-04-07 19:08:50,2022-04-07 21:08:50,7617.15,2022-04-07 19:08:50,2022-04-07 21:08:50
95,95,AZA0086A1002A,AAB008Y62014A,716.0,BB835,MC,R12ZAAL03,R14ABRB03,BB835_1,632.0,2022-04-06 18:37:00,2022-04-06 20:01:00,7617.15,2022-04-06 18:37:00,2022-04-06 20:01:00
96,96,AZA0086A1002A,ABW064AE1011A,-2567.0,BB836,MC,R12ZAAK01,R15BWB110,BB836_1,-2651.0,2022-04-04 11:54:00,2022-04-04 13:18:00,7628.269999999999,2022-04-04 11:54:00,2022-04-04 13:18:00
97,97,AZA0086A1002A,AAB008YB2005A,-88.0,BB837,MC,R12ZAAL01,R14ABQM02,BB837_1,-172.0,2022-04-06 05:13:00,2022-04-06 06:37:00,,2022-04-06 05:13:00,2022-04-06 06:37:00
98,98,ABU008Y62011A,AAB008YM2036A,84.0,BB838,MC,,R14ABPV13,BB838_1,0.0,2022-04-06 08:05:00,2022-04-06 09:29:00,7617.08,2022-04-06 08:05:00,2022-04-06 09:29:00
99,99,AZA0086A1002A,ABW064AE1011A,-183.0,BB840,MC,R12ZAAK09,R15BWB109,BB840_1,-267.0,2022-04-06 03:38:00,2022-04-06 05:02:00,7628.269999999999,2022-04-06 03:38:00,2022-04-06 05:02:00
100,100,ABW048AC1009A,ABW048AC1012A,84.0,BB841,MC,R14BWD310,R14BWD601,BB841_1,0.0,2022-04-06 08:05:00,2022-04-06 09:29:00,7617.08,2022-04-06 08:05:00,2022-04-06 09:29:00
101,101,AAS096EL1002A,AAB008YQ2014A,84.0,BB844,MC,,R14ABPQ10,BB844_1,0.0,2022-04-06 08:05:00,2022-04-06 09:29:00,7617.08,2022-04-06 08:05:00,2022-04-06 09:29:00
102,102,AAB008YM2025A,ABW048AC1012A,-51.0,BB845,MC,R14ABMG05,R14BWD610,BB845_1,-135.0,2022-04-06 05:50:00,2022-04-06 07:14:00,7617.08,2022-04-06 05:50:00,2022-04-06 07:14:00
103,103,AAB008YM2025A,ABW064AE1006A,-644.0,BB849,"CWN,SC",R14ABMK05,R14BWD503,BB849_1,-764.0,2022-04-05 19:21:00,2022-04-05 21:21:00,7620.15,2022-04-05 19:21:00,2022-04-05 21:21:00
104,104,ABW064AE1006A,AAB008Y62014A,2900.129013,BB849,"CWN,SC",R14BWD504,R14ABR730,BB849_5,2780.129013,2022-04-08 06:25:07,2022-04-08 08:25:07,7617.15,2022-04-08 06:25:07,2022-04-08 08:25:07
105,105,ABW048AC1009A,AAS008YQ2002B,204.0,BB852,MC,R14BWD302,R14ASDH11,BB852_1,120.0,2022-04-06 10:05:00,2022-04-06 11:29:00,7619.49,2022-04-06 10:05:00,2022-04-06 11:29:00
106,106,AAW008Y62010C,AAB008Y62014A,797.920381,BB854,"CWN,MC",R14AWBW15,R14ABRB05,BB854_2,683.920381,2022-04-06 19:28:55,2022-04-06 21:22:55,7617.15,2022-04-06 19:28:55,2022-04-06 21:22:55
107,107,AAS096EL1002A,AAW008Y62015A,84.0,BB857,MC,,R14AWBV23,BB857_1,0.0,2022-04-06 08:05:00,2022-04-06 09:29:00,7617.42,2022-04-06 08:05:00,2022-04-06 09:29:00
108,108,AYZ066TS1001A,AAB008YB2005A,84.0,BB862,MC,,R14ABQQ03,BB862_1,0.0,2022-04-06 08:05:00,2022-04-06 09:29:00,7617.519999999999,2022-04-06 08:05:00,2022-04-06 09:29:00
109,109,ABU008Y62011A,ABU008YD2004A,120.0,BB867,"CWN,SC",,R14VGAC04,BB867_1,0.0,2022-04-06 08:05:00,2022-04-06 10:05:00,7625.6,2022-04-06 08:05:00,2022-04-06 10:05:00
110,110,ABU008YD2004A,AAB008YM2036A,960.660603,BB867,"CWN,SC",R14VGAC04,R14ABPZ07,BB867_2,840.660603,2022-04-06 22:05:39,2022-04-07 00:05:39,,2022-04-06 22:05:39,2022-04-07 00:05:39
111,111,ABW048AC1009A,ABW048AC1012A,84.0,BB869,MC,R14BWD309,R14BWD602,BB869_1,0.0,2022-04-06 08:05:00,2022-04-06 09:29:00,7617.08,2022-04-06 08:05:00,2022-04-06 09:29:00
112,112,AZA0086A1003A,ABW064AE1011A,-189.0,BB870,MC,R12ZAA702,R15BWB104,BB870_1,-273.0,2022-04-06 03:32:00,2022-04-06 04:56:00,7628.269999999999,2022-04-06 03:32:00,2022-04-06 04:56:00
113,113,AYZ066TS1001A,AAW008Y62014A,84.0,BB874,MC,R14YZA515,R14AWC109,BB874_1,0.0,2022-04-06 08:05:00,2022-04-06 09:29:00,7619.18,2022-04-06 08:05:00,2022-04-06 09:29:00
114,114,ABW048AC1009A,AAS008YQ2014A,84.0,BB875,MC,R14BWD311,R14ASDP06,BB875_1,0.0,2022-04-06 08:05:00,2022-04-06 09:29:00,7620.96,2022-04-06 08:05:00,2022-04-06 09:29:00
115,115,AAB008YQ3021A,AAB008Y62014A,496.0,BB880,MC,R14ABKR10,R14ABR804,BB880_1,412.0,2022-04-06 14:57:00,2022-04-06 16:21:00,7651.73,2022-04-06 14:57:00,2022-04-06 16:21:00
116,116,ABU008Y62011A,AAB008YM2036A,-61.0,BB887,MC,R14VGAA01,R14ABPW07,BB887_1,-145.0,2022-04-06 05:40:00,2022-04-06 07:04:00,7617.08,2022-04-06 05:40:00,2022-04-06 07:04:00
117,117,AAB008YM2025A,AAB008Y62014A,416.0,BB890,MC,R14ABMG07,R14ABR704,BB890_1,332.0,2022-04-06 13:37:00,2022-04-06 15:01:00,7617.15,2022-04-06 13:37:00,2022-04-06 15:01:00
118,118,AAB008YM2025A,ABW048AC1012A,78.0,BB891,MC,R14ABMG02,R14BWD613,BB891_1,-6.0,2022-04-06 07:59:00,2022-04-06 09:23:00,7617.08,2022-04-06 07:59:00,2022-04-06 09:23:00
119,119,ABW048AC1009A,AAS008YQ2014A,84.0,BB894,MC,R14BWD307,R14ASDP11,BB894_1,0.0,2022-04-06 08:05:00,2022-04-06 09:29:00,7620.96,2022-04-06 08:05:00,2022-04-06 09:29:00
120,120,AAB008YM2025A,AAB008YB2005A,7.0,BB896,"CWN,SC",R14ABMK06,R14ABQN01,BB896_1,-113.0,2022-04-06 06:12:00,2022-04-06 08:12:00,7625.29,2022-04-06 06:12:00,2022-04-06 08:12:00
121,121,AAB008YB2005A,ABW064AE1011A,990.318307,BB896,"CWN,SC",R14ABQQ10,R15BWB106,BB896_4,870.318307,2022-04-06 22:35:19,2022-04-07 00:35:19,7628.269999999999,2022-04-06 22:35:19,2022-04-07 00:35:19
122,122,AAB008YQ3021A,AAB008YQ2014A,84.0,BB898,MC,R14ABKL02,R14ABPQ01,BB898_1,0.0,2022-04-06 08:05:00,2022-04-06 09:29:00,7617.08,2022-04-06 08:05:00,2022-04-06 09:29:00
123,123,AYZ066TS1001A,AAB008Y62014A,400.0,BB899,MC,R14YZA416,R14ABR801,BB899_1,316.0,2022-04-06 13:21:00,2022-04-06 14:45:00,7686.39,2022-04-06 13:21:00,2022-04-06 14:45:00
124,124,AYZ066TS1001A,AAB008Y62014A,271.0,BB905,MC,R14YZA417,R14ABRC02,BB905_1,187.0,2022-04-06 11:12:00,2022-04-06 12:36:00,7617.16,2022-04-06 11:12:00,2022-04-06 12:36:00
125,125,AZA0086A1007A,AAB008YB2007A,189.0,BB906,"CWN,SC",R13ZAB204,R14ABTW01,BB906_1,69.0,2022-04-06 09:14:00,2022-04-06 11:14:00,7721.04,2022-04-06 09:14:00,2022-04-06 11:14:00
126,126,AAB008YB2007A,AAB008Y62014A,1397.893864,BB906,"CWN,SC",R14ABTW03,R14ABR802,BB906_4,1277.893864,2022-04-07 05:22:53,2022-04-07 07:22:53,7686.39,2022-04-07 05:22:53,2022-04-07 07:22:53
127,127,ABW048AC1009A,AAB008YB2005A,120.0,BB908,"CWN,SC",,R14ABQQ04,BB908_1,0.0,2022-04-06 08:05:00,2022-04-06 10:05:00,7617.519999999999,2022-04-06 08:05:00,2022-04-06 10:05:00
128,128,AAB008YB2005A,ABW064AE1011A,999.126002,BB908,"CWN,SC",R14ABQN05,R15BWB101,BB908_3,879.126002,2022-04-06 22:44:07,2022-04-07 00:44:07,7628.269999999999,2022-04-06 22:44:07,2022-04-07 00:44:07
129,129,ABW064AE1011A,AAB008Y62014A,2819.3161,BB908,"CWN,SC",R15BWB115,R14ABRC29,BB908_5,2699.3161,2022-04-08 05:04:18,2022-04-08 07:04:18,7617.16,2022-04-08 05:04:18,2022-04-08 07:04:18
130,130,AAS067N51015A,AAS008YQ2002B,111.0,BB909,MC,R13ASDF02,R14ASDH10,BB909_1,27.0,2022-04-06 08:32:00,2022-04-06 09:56:00,7619.49,2022-04-06 08:32:00,2022-04-06 09:56:00
131,131,AAS060NR2004A,AAW008Y62015A,84.0,BB913,MC,,R14AWBV15,BB913_1,0.0,2022-04-06 08:05:00,2022-04-06 09:29:00,7617.42,2022-04-06 08:05:00,2022-04-06 09:29:00
132,132,AYZ066TS1001A,ABW064AE1006A,-145.0,BB915,MC,R14YZA423,R14BWD502,BB915_1,-229.0,2022-04-06 04:16:00,2022-04-06 05:40:00,7620.15,2022-04-06 04:16:00,2022-04-06 05:40:00
133,133,AAB008YM2025A,AAB008Y62014A,556.0,BB916,MC,R14ABMG01,R14ABR703,BB916_1,472.0,2022-04-06 15:57:00,2022-04-06 17:21:00,7617.15,2022-04-06 15:57:00,2022-04-06 17:21:00
